StrandOrientation,GenomicEndPosition,GeneId,GeneDbId,GeneType,ChromosomeId,GenomicStartPosition
0,1887968,127,127,1,18,1886823
0,432927,247,247,0,5,431740
1,13082,111,111,0,60,12327
0,386514,175,175,0,15,385279
0,832741,210,210,0,14,831566
0,28969,25,25,0,40,28568
0,738,2,2,0,22,1
0,5008,9,9,0,25,4142
1,227094,18,18,0,12,226831
0,14090,64,64,0,48,12945
1,1026,225,225,0,79,841
0,1863,102,102,0,57,1015
1,2029082,19,19,0,19,2027874
0,445921,17,17,1,4,445157
0,251858,20,20,0,14,251211
1,1022329,213,213,0,14,1021526
0,23025,134,134,0,63,22318
1,1675,215,215,0,34,854
0,26635,164,164,1,72,25832
1,2151652,67,67,0,19,2150759
0,2155792,187,187,0,18,2155145
1,35179,44,44,1,13,34406
1,19523,47,47,0,28,18321
0,1687805,71,71,0,19,1687044
0,10624,95,95,0,52,9845
0,266241,142,142,0,15,265438
0,313431,85,85,0,14,312547
0,486743,59,59,0,1,485586
0,285745,83,83,0,14,284939
1,827468,209,209,1,14,826311
0,1047,1,1,0,21,259
1,265814,200,200,0,11,265029
0,18784,98,98,0,55,18002
1,997273,212,212,0,14,996476
0,305564,86,86,0,14,304740
1,13592,100,100,1,56,12324
1,30765,28,28,0,42,29968
0,422034,16,16,0,4,420934
1,941707,7,7,0,14,940901
0,12388,136,136,0,64,11468
1,269718,147,147,1,19,269074
1,65754,234,234,0,80,64810
1,1522877,182,182,0,17,1521903
1,17173,217,217,0,77,16040
0,13948,30,30,0,43,13148
0,387281,11,11,0,14,386064
0,290434,82,82,1,14,289571
1,975187,115,115,0,19,974237
0,1679298,73,73,0,19,1678525
0,6002,241,241,1,82,5043
1,1592913,75,75,1,19,1591840
0,663114,15,15,1,19,662260
1,432941,203,203,1,14,432381
0,277578,84,84,0,14,276769
1,4723,24,24,1,39,4340
1,23810,60,60,0,47,22572
0,231201,246,246,0,5,230431
0,2142542,188,188,0,18,2141583
0,13418,150,150,0,67,12669
0,1694274,70,70,0,19,1693627
0,25842,199,199,1,75,24370
0,9998,78,78,1,50,9753
0,1577124,190,190,0,18,1576114
0,1229889,179,179,0,17,1228786
0,1778534,129,129,0,18,1777443
1,1152958,195,195,1,14,1151783
0,907521,140,140,0,14,906301
0,23852,33,33,1,27,23046
0,1148502,229,229,0,15,1147669
1,655,0,0,1,83,2
0,223492,245,245,1,5,222386
0,1631767,72,72,0,19,1631120
1,667923,93,93,1,14,666610
0,272963,214,214,0,15,272211
0,11872,130,130,1,61,11348
0,247509,143,143,0,15,246700
