Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,21015,76,76,1,62,14486
0,5481,155,155,2,37,1
1,5231,27,27,1,133,1
1,78745,64,64,1,1,68291
0,574518,142,142,3,98,565420
1,27113,193,193,3,138,16665
0,647211,116,116,3,136,636820
1,802151,14,14,1,115,791817
0,65194,22,22,1,41,54806
1,6388,123,123,1,128,323
0,296067,110,110,3,73,288610
0,62219,39,39,1,133,51870
1,19188,34,34,1,15,11071
1,22103,169,169,1,52,14689
0,239506,161,161,2,68,231410
0,217558,3,3,3,72,208664
1,52443,44,44,3,19,42064
0,5929,150,150,1,12,3
1,35770,43,43,3,61,25298
0,5956,21,21,1,134,733
0,586972,46,46,1,11,576509
1,88568,198,198,1,55,78117
0,13525,108,108,3,97,3143
0,623676,90,90,1,21,613279
1,11537,174,174,1,84,1098
0,505288,12,12,1,130,494840
1,39653,25,25,1,60,33702
1,158064,214,214,1,99,147781
1,54831,126,126,1,97,44338
1,1392969,105,105,1,0,1382515
0,2345195,166,166,1,140,2334792
0,5893,36,36,1,13,1
0,1174010,188,188,2,100,1168695
0,595061,49,49,3,88,584655
1,89016,118,118,1,13,78604
1,487135,85,85,1,109,478468
0,3341,189,189,2,90,3
0,5467,73,73,2,75,2
1,225073,35,35,1,39,217409
1,6046,79,79,2,41,2
0,610602,140,140,1,126,600223
0,548110,153,153,1,78,541838
0,8611,117,117,1,47,3
1,940675,89,89,1,34,930293
0,566844,202,202,3,78,556376
1,94486,146,146,1,54,84056
1,19647,55,55,1,108,9304
1,1142692,88,88,2,28,1136952
1,17336,68,68,1,77,6891
1,6309,70,70,3,21,1
0,6144,63,63,1,42,3
0,796416,187,187,1,5,789632
0,252780,210,210,1,112,242332
0,6275,18,18,3,47,3
1,9243,24,24,3,10,3028
0,230403,209,209,1,64,222871
0,638425,171,171,1,45,628055
1,34341,16,16,2,106,26002
0,5690,78,78,3,127,3
1,6239,135,135,2,60,3
0,47046,58,58,3,67,36631
0,1352921,107,107,1,46,1342479
0,536745,48,48,1,104,531839
0,1415129,8,8,3,136,1406220
1,53597,31,31,1,0,43140
0,6877,30,30,1,81,2
1,82139,163,163,1,20,71676
1,571446,180,180,3,63,561022
1,97751,80,80,2,81,91272
1,40882,92,92,3,95,30431
0,64329,98,98,1,131,53935
0,19778,83,83,1,94,9420
1,409474,179,179,1,23,399029
0,501262,103,103,1,23,494255
0,1441553,106,106,1,34,1431102
0,736142,224,224,3,124,726108
0,18102,17,17,1,119,7759
0,635740,96,96,1,32,625292
1,29124,136,136,1,13,18715
0,510863,220,220,1,9,500484
0,347622,84,84,1,110,337195
0,8750,11,11,3,107,352
1,12299,145,145,3,47,2049
0,816094,67,67,1,91,805796
0,424985,125,125,1,44,418893
1,11317,86,86,3,40,5433
0,902706,95,95,1,31,892584
0,656937,156,156,1,1,646543
0,400877,71,71,2,7,396354
0,490459,111,111,1,47,480062
1,188433,129,129,1,124,178087
1,34480,144,144,1,12,24017
1,76316,29,29,2,76,71757
0,571102,15,15,1,105,563645
0,508446,159,159,1,64,497998
1,22907,1,2,2,21,17262
1,72152,148,148,1,58,61794
1,7036,194,194,1,126,1
0,1048694,137,137,1,36,1038261
1,14711,134,134,3,137,4479
1,5905,54,54,1,53,1
1,8139,177,177,3,57,1
1,15047,122,122,3,41,4680
1,563694,143,143,1,87,556752
1,46671,99,99,1,42,36289
0,138943,50,50,2,65,131411
0,682115,114,114,1,23,675892
0,656716,87,87,1,5,646334
0,56068,175,175,1,23,45617
0,2370774,164,164,1,94,2360422
1,107347,19,19,1,120,100946
1,364951,60,60,3,39,356759
1,79790,207,207,3,4,69342
0,698669,82,82,1,65,688299
0,545365,221,221,1,80,535076
1,7213,72,72,1,30,1
1,12287,132,132,3,6,1776
0,572820,182,182,1,128,566630
1,1301475,104,104,1,55,1291027
1,53674,203,203,1,140,43286
0,7785,139,139,2,44,1726
0,1049310,59,59,1,43,1038856
1,22220,223,223,1,105,11901
1,934030,201,201,3,27,926063
1,34912,168,168,1,132,27714
0,685626,119,119,1,81,675331
1,5029,28,28,2,70,2
0,780586,127,127,1,8,770171
1,12152,204,204,1,118,4158
1,102066,45,45,1,128,91621
1,19621,52,52,1,120,13649
1,6015,147,147,2,29,103
1,600090,181,181,1,103,589645
0,9497,185,185,3,33,3
1,364064,57,57,1,23,353619
