ViafId,EntityType,LibraryOfCongressAuthorityId
314840611.0,1,1950
881786.0,1,1519
1.3814464853412744e+20,1,0
222125581.0,1,2463
85537418.0,1,2131
95319193.0,1,331
96884723.0,1,2040
24561371.0,1,2522
57413803.0,1,1679
24648657.0,1,1107
85405073.0,1,1513
37211174.0,1,1191
8.014464838520961e+19,1,0
22500257.0,1,1617
26211464.0,1,1646
76553777.0,1,1601
22259265.0,1,339
5.468153834757464e+21,1,0
89382928.0,1,0
42670595.0,1,0
40522460.0,1,243
38328854.0,1,1097
84133307.0,1,562
53106909.0,1,1130
311298583.0,1,1448
9400715.0,1,0
5.692161575642704e+21,1,0
10613692.0,1,1356
2058368.0,1,2357
160662041.0,1,2126
76158635.0,1,2555
307301433.0,1,0
62289358.0,1,2025
62987516.0,1,1255
22026179.0,1,0
59875357.0,1,710
7.714464835918004e+19,1,0
54558534.0,1,0
61959925.0,1,1188
305090521.0,1,0
170679679.0,1,1351
100978827.0,1,566
5.531446476894684e+20,1,0
34467038.0,1,153
2.215056561470625e+19,1,0
80870161.0,1,2023
95342075.0,1,2313
100230384.0,1,645
36500909.0,1,2328
1.0714464840888023e+20,1,0
90662076.0,1,442
173742619.0,1,0
311244559.0,1,568
32056239.0,1,365
1412856.0,1,1016
22549438.0,1,1475
32407975.0,1,255
74780736.0,1,325
95164668.0,1,298
25916287.0,1,445
42894939.0,1,642
97091199.0,1,1338
309876636.0,1,0
293015720.0,1,1227
284914973.0,1,0
5045829.0,1,174
121759471.0,1,0
16527739.0,1,1822
6215522.0,1,286
48079002.0,1,484
9.914464851648132e+19,1,0
28056534.0,1,378
239056703.0,1,698
84101567.0,1,1077
1.54151776776818e+20,1,0
57629121.0,1,382
47252175.0,1,904
17082635.0,1,2669
163944552.0,1,1049
32798535.0,1,805
302612012.0,1,1591
66875198.0,1,768
243244445.0,1,0
20479213.0,1,549
28381232.0,1,418
234941191.0,1,1102
311349100.0,1,2163
302098344.0,1,0
6126828.0,1,54
6.215649539411756e+19,1,0
86559727.0,1,2064
311259728.0,1,0
88248892.0,1,2514
100498926.0,1,2249
49958288.0,1,2383
93354009.0,1,2617
176113045.0,1,2091
305073154.0,1,0
301576097.0,1,586
15177727.0,1,474
18649381.0,1,1168
59174084.0,1,2319
37009905.0,1,578
76269790.0,1,2519
19686336.0,1,175
6373678.0,1,1254
84282374.0,1,2377
66466946.0,1,145
47093974.0,1,2364
32795711.0,1,1166
46892927.0,1,287
61712270.0,1,1157
5.507147872010775e+21,1,0
160804808.0,1,1955
26688599.0,1,0
4.041446477059766e+20,1,0
5716141.0,1,685
49339926.0,1,221
46767749.0,1,1110
75201913.0,1,665
21013551.0,1,583
13715850.0,1,1048
164029425.0,1,1647
76148982.0,1,2024
19225689.0,1,1915
31199026.0,1,2455
294999171.0,1,1389
54485127.0,1,2329
107472775.0,1,807
102219511.0,1,2004
50026230.0,1,1522
64417207.0,1,2590
17396384.0,1,1081
69730459.0,1,1148
250241243.0,1,0
1.416308835649454e+19,1,0
27233927.0,1,2610
9.821154260368824e+21,1,0
162154279.0,1,0
1.011446484212424e+20,1,143
237508323.0,1,2762
37749692.0,1,1806
65064589.0,1,435
5316934.0,1,726
75382552.0,1,1488
58081927.0,1,1348
37033341.0,1,661
162073415.0,1,0
1498669.0,1,1425
83505128.0,1,92
35247922.0,1,2205
25704840.0,1,2281
121782071.0,1,0
56609248.0,1,354
20842390.0,1,2421
79185337.0,1,1887
59317747.0,1,668
4025294.0,1,1568
95319309.0,1,878
248140888.0,1,1033
12294990.0,1,1828
311340812.0,1,0
75516029.0,1,1700
57950299.0,1,597
78066277.0,1,1805
93764353.0,1,1334
70043208.0,1,121
47180282.0,1,1274
10362989.0,1,672
27216951.0,1,1328
88958796.0,1,357
2.416151221317056e+19,1,0
92720823.0,1,1481
5.714464840075622e+19,1,0
182603757.0,1,1535
306365174.0,1,0
38240834.0,1,540
161694689.0,1,1465
5342463.0,1,1214
205128496.0,1,821
56870879.0,1,2080
219569132.0,1,1216
163096696.0,1,2212
30883951.0,1,644
97128319.0,1,1628
76317723.0,1,196
56440001.0,1,2022
34025232.0,1,2278
85726897.0,1,4
10839784.0,1,11
1.691475435748532e+20,1,0
301698666.0,1,2647
37962448.0,1,622
1.4451544417245355e+21,1,0
262743089.0,1,1907
165810309.0,1,1900
311340327.0,1,0
25596572.0,1,373
936651.0,1,0
305856421.0,1,1420
7393146.0,1,361
62401568.0,1,2713
79290115.0,1,580
43023573.0,1,1203
59330232.0,1,936
4531663.0,1,0
84079226.0,1,132
308246768.0,1,2136
5.6144648405927944e+19,1,76
3.431543809355303e+20,1,0
7.514464839945411e+19,1,0
9.314464846727473e+19,1,2190
59498684.0,1,735
48226965.0,1,1335
284966906.0,1,2607
60448831.0,1,761
29325308.0,1,1992
29939508.0,1,660
38018732.0,1,1893
14466212.0,1,1939
249562860.0,1,0
88358758.0,1,1649
305079357.0,1,1407
5338044.0,1,511
313508423.0,1,0
26606857.0,1,0
313486849.0,1,126
74701728.0,1,705
29647630.0,1,541
101549726.0,1,2045
273579486.0,1,1845
166812824.0,1,2837
303861313.0,1,0
8394571.0,1,783
89917795.0,1,1911
47079708.0,1,563
72190421.0,1,517
49635290.0,1,715
166367065.0,1,516
34885948.0,1,769
30332861.0,1,1004
9.68916054693901e+21,1,140
77888780.0,1,1607
167364201.0,1,0
227757053.0,1,0
33574418.0,1,1614
65736368.0,1,1781
66026131.0,1,2217
23613951.0,1,1366
4.814663446544193e+19,1,2342
55986459.0,1,35
52104631.0,1,1140
2.901542608513245e+20,1,0
232143094.0,1,1914
207816059.0,1,209
76733459.0,1,1559
1.3014464868970496e+20,1,2168
15565860.0,1,1496
40830360.0,1,1310
25401426.0,1,604
26975864.0,1,2819
1.814887451744962e+19,1,0
17076751.0,1,2650
5.584151778224918e+21,1,0
12565072.0,1,553
303510205.0,1,0
247602261.0,1,2341
59253155.0,1,0
232887737.0,1,2105
14899122.0,1,393
72190048.0,1,841
308732306.0,1,0
57023871.0,1,1002
55516779.0,1,779
84495207.0,1,1965
69145100.0,1,1550
3.114726689573548e+19,1,2114
9.642148451591918e+21,1,129
3268785.0,1,581
160589230.0,1,0
102449180.0,1,1041
302220852.0,1,2413
21536236.0,1,47
101219550.0,1,2055
1372769.0,1,736
49637746.0,1,1485
165800962.0,1,1711
7982767.0,1,1359
3870181.0,1,948
72948834.0,1,1575
289322225.0,1,0
61660214.0,1,702
8.214464839440935e+19,1,0
6.8061583697741e+21,1,0
6684255.0,1,1813
79330539.0,1,670
305065818.0,1,0
1.2159154305311992e+19,1,0
109605426.0,1,803
62553981.0,1,0
187842846.0,1,2643
106976234.0,1,711
75239763.0,1,891
84287376.0,1,2629
6.211543809480304e+20,1,0
2.015963719494311e+19,1,0
1.1462854311153728e+18,1,2191
314917871.0,1,0
46619981.0,1,2660
117443800.0,1,1716
176639240.0,1,1303
20738617.0,1,1462
5042986.0,1,656
35327.0,1,2804
164516682.0,1,0
84207173.0,1,1325
110194412.0,1,909
42663970.0,1,1584
110692273.0,1,333
822442.0,1,150
4028925.0,1,1577
1.2414464859132592e+20,1,0
163914287.0,1,0
43233188.0,1,0
6.93115685849015e+21,1,0
282123665.0,1,0
61425638.0,1,2719
51739593.0,1,477
49402300.0,1,410
2561891.0,1,2440
22354841.0,1,0
3.001446477044197e+20,1,2771
38593823.0,1,1727
42633931.0,1,522
85310883.0,1,1653
31839459.0,1,2553
24750403.0,1,374
53724109.0,1,2292
45108567.0,1,2580
303502494.0,1,1455
75945240.0,1,2429
50492369.0,1,242
76465267.0,1,436
12157900.0,1,2637
2.8148812726445208e+19,1,2164
1.1414464859727076e+20,1,2813
111640873.0,1,533
167871770.0,1,2462
73642465.0,1,1988
291557992.0,1,2141
56640356.0,1,639
284445674.0,1,119
2094369.0,1,2428
286981482.0,1,2005
84215672.0,1,2835
15102999.0,1,2846
6947740.0,1,2215
13128381.0,1,679
62878547.0,1,585
120747336.0,1,1293
59226312.0,1,1631
59914625.0,1,1360
281807676.0,1,2159
11234903.0,1,1794
85651356.0,1,0
10257260.0,1,962
191911417.0,1,0
51953667.0,1,207
166178513.0,1,986
54157581.0,1,403
186530653.0,1,2442
9.709154260456225e+21,1,0
254325428.0,1,1821
12432960.0,1,427
266380699.0,1,613
22143414.0,1,177
38243832.0,1,0
17505918.0,1,2769
54247158.0,1,379
79416373.0,1,1615
9.014464844183935e+19,1,0
8.414464845893532e+19,1,1167
109392503.0,1,216
315201602.0,1,0
27171046.0,1,1464
22978547.0,1,513
80441753.0,1,2648
72820402.0,1,0
218035478.0,1,80
5.795154137645815e+21,1,0
77128100.0,1,1318
2.515159437860535e+19,1,2175
84249889.0,1,2855
163931266.0,1,1005
303079193.0,1,2576
44830529.0,1,631
84266886.0,1,1556
12821073.0,1,704
4.519158675964128e+21,1,0
50540792.0,1,476
37124915.0,1,2805
75142862.0,1,332
430132.0,1,2673
68403561.0,1,1186
97102668.0,1,118
62984291.0,1,1238
232285936.0,1,0
4.2015086979142215e+20,1,0
38446937.0,1,1502
7.714923362337651e+19,1,2662
2.2415268399982343e+20,1,0
16102992.0,1,591
29630098.0,1,452
97229744.0,1,2531
35544605.0,1,2178
5.157222929584973e+18,1,139
1411518.0,1,1007
24611716.0,1,245
201221880.0,1,1404
56498874.0,1,2746
5.9146937818213835e+19,1,0
224796197.0,1,0
8.152820101200682e+18,1,0
121053199.0,1,104
14331714.0,1,0
7.814464840612794e+19,1,0
210313483.0,1,2417
62426233.0,1,1479
87810227.0,1,2263
57467267.0,1,2279
64014018.0,1,748
9.414464843385296e+19,1,0
69154490.0,1,2306
188972989.0,1,0
85754120.0,1,0
26948586.0,1,0
94347936.0,1,926
295272807.0,1,1
49375717.0,1,1734
16935493.0,1,1953
73439095.0,1,2335
316391206.0,1,0
3.714929409778052e+19,1,2449
65224393.0,1,2018
61388824.0,1,2577
66349751.0,1,2722
7234254.0,1,2565
1.27415438102233e+21,1,0
15038696.0,1,815
7.1051495446148e+21,1,0
111406297.0,1,169
52835559.0,1,0
7802059.0,1,2672
2.2814948604159345e+20,1,2695
79428210.0,1,0
7.414464838520961e+19,1,0
47941409.0,1,2699
64417749.0,1,791
50286197.0,1,67
5.915993960222525e+19,1,1024
1.1214464848610107e+20,1,98
109521539.0,1,1269
1.3414464862069513e+20,1,2200
305079592.0,1,0
1185327.0,1,0
18533256.0,1,437
7544320.0,1,1014
103613289.0,1,422
97799833.0,1,1527
50037585.0,1,0
95348337.0,1,1871
2465440.0,1,341
36762609.0,1,2599
268630783.0,1,1966
14799783.0,1,1026
120725045.0,1,215
268156147.0,1,2013
176311208.0,1,37
11939891.0,1,2437
101951626.0,1,530
195238681.0,1,0
11924900.0,1,2405
32324021.0,1,1080
31978330.0,1,772
59153553.0,1,1581
8.019154260712424e+21,1,0
79213869.0,1,12
4.741446476729609e+20,1,0
68341929.0,1,57
117549237.0,1,1253
1.2154681868947862e+19,1,0
4.5271517782198174e+21,1,0
7.121446476694673e+20,1,0
42736585.0,1,896
17635817.0,1,0
60510554.0,1,1178
39385872.0,1,558
797203.0,1,100
3.116151207417056e+19,1,0
5.674154260351224e+21,1,0
14595405.0,1,2016
115868922.0,1,2041
32148697.0,1,725
300652692.0,1,0
29436262.0,1,2779
9.485154260718925e+21,1,0
7.134160310465657e+21,1,2171
67201572.0,1,2702
47661116.0,1,440
97164554.0,1,1038
6.514464841479911e+19,1,0
417131.0,1,334
57020565.0,1,836
25511803.0,1,576
18026492.0,1,401
263275857.0,1,2628
315190046.0,1,2146
44305652.0,1,313
1.0414481439312305e+20,1,1272
71689250.0,1,1494
4.415189722382407e+19,1,0
6.429154441750536e+21,1,0
3.944154260474925e+21,1,2186
2.0481504700880045e+21,1,0
7327560.0,1,2488
2.633154260381424e+21,1,0
18539031.0,1,480
7.106154260880024e+21,1,0
112077982.0,1,1174
237662288.0,1,889
17252249.0,1,421
50555172.0,1,572
97149729.0,1,947
305089975.0,1,1609
52543913.0,1,2505
297361421.0,1,0
54496274.0,1,629
4.521446476736599e+20,1,0
37072301.0,1,1394
71953229.0,1,2720
213274871.0,1,2441
97136425.0,1,695
56553458.0,1,2499
250232600.0,1,1894
6.660154260399024e+21,1,0
93361342.0,1,615
14922452.0,1,616
90881174.0,1,809
108110742.0,1,2058
209153811.0,1,20
61483703.0,1,0
49232380.0,1,168
13635498.0,1,537
32858195.0,1,2534
54045662.0,1,2772
70078951.0,1,1865
20417971.0,1,653
226251591.0,1,2511
3.888156991012461e+21,1,0
42273691.0,1,1952
22940606.0,1,632
187491951.0,1,2093
4837146.0,1,2803
26474983.0,1,0
10073762.0,1,759
1.1214464854512376e+20,1,72
111167055.0,1,193
72124274.0,1,0
5.74716581486206e+21,1,0
5.615177681741801e+19,1,0
94588826.0,1,1182
2757629.0,1,931
22293812.0,1,485
54197725.0,1,508
78627385.0,1,2630
77732616.0,1,1119
162880852.0,1,2371
6.714464841276964e+19,1,0
70452982.0,1,1468
61465088.0,1,2841
166721858.0,1,0
29647023.0,1,2247
113003075.0,1,416
40554255.0,1,1247
97098664.0,1,638
103610786.0,1,42
1352410.0,1,627
3.32144782735184e+20,1,0
251624201.0,1,0
2.1152079053607113e+19,1,2187
304436352.0,1,0
106975403.0,1,229
37134234.0,1,754
876490.0,1,1165
66309005.0,1,2453
56619386.0,1,828
161969690.0,1,0
97087280.0,1,2812
69079571.0,1,590
1350784.0,1,619
14921865.0,1,786
78845569.0,1,90
39222066.0,1,0
305090074.0,1,0
44718.0,1,167
47175786.0,1,0
71424172.0,1,1205
28624922.0,1,1566
172558270.0,1,227
20015390.0,1,2356
5.221446477110281e+20,1,0
202573488.0,1,0
7305112.0,1,2829
3.52144647698996e+20,1,0
108411381.0,1,288
305085327.0,1,0
245721862.0,1,426
1.0314464843087888e+20,1,1731
49416085.0,1,2471
310733903.0,1,0
98213395.0,1,1655
79036002.0,1,340
57508789.0,1,2295
315534173.0,1,2145
311222307.0,1,44
44467155.0,1,2802
259740309.0,1,2015
91354042.0,1,1627
4931097.0,1,188
166078608.0,1,2266
12151901.0,1,2575
33716861.0,1,1777
84338416.0,1,1078
195116141.0,1,2701
12165510.0,1,2661
424113.0,1,959
58291666.0,1,1715
101361463.0,1,282
234636737.0,1,1751
38222252.0,1,400
5727897.0,1,1384
76748759.0,1,455
5.764154260702724e+21,1,0
4018104.0,1,1543
282988064.0,1,2756
84479426.0,1,0
280377856.0,1,0
38547267.0,1,1668
8454899.0,1,1377
59220596.0,1,181
311349730.0,1,0
6406376.0,1,0
5.225154260700325e+21,1,0
74776574.0,1,0
226584642.0,1,2452
86153823.0,1,0
92927182.0,1,212
3208274.0,1,1441
74795315.0,1,0
32404985.0,1,512
21709360.0,1,2267
1.8146332814218727e+19,1,1960
233772040.0,1,0
6.058154260527925e+21,1,0
48029044.0,1,241
27869886.0,1,419
15571714.0,1,2733
70439569.0,1,1451
246631214.0,1,113
18025775.0,1,1471
76571394.0,1,0
59888132.0,1,387
95326920.0,1,832
305098858.0,1,0
63998988.0,1,675
1.1614464847325348e+20,1,0
70476844.0,1,1558
303284978.0,1,75
24479925.0,1,0
110727346.0,1,1624
250472271.0,1,0
67898167.0,1,1200
183862.0,1,231
110816757.0,1,1199
292184265.0,1,0
207962225.0,1,2095
164395005.0,1,1123
7.232154741660052e+21,1,0
27231242.0,1,1605
47984217.0,1,1685
3.791447827208671e+20,1,2476
44320397.0,1,412
112970527.0,1,1008
123326.0,1,921
36828518.0,1,2809
24489196.0,1,0
217389822.0,1,976
52758676.0,1,0
22254871.0,1,409
97111741.0,1,1656
94993193.0,1,2682
306070858.0,1,924
87984066.0,1,1090
3.016176017022164e+19,1,0
112191105.0,1,634
243073188.0,1,925
305087440.0,1,0
95206967.0,1,838
4.7146095361700364e+19,1,2157
107582643.0,1,1042
13633905.0,1,527
93917872.0,1,366
6.156372385007542e+18,1,0
28068205.0,1,123
292340743.0,1,2116
278133194.0,1,510
7.614464843345296e+19,1,2236
63956370.0,1,2512
39637027.0,1,1742
24602962.0,1,182
8.314464842114238e+19,1,0
19784471.0,1,624
6674631.0,1,1800
68397264.0,1,78
7927496.0,1,1069
39220323.0,1,0
163700749.0,1,2213
1720355.0,1,1765
75648357.0,1,1842
8.614464844183934e+19,1,0
7.157154260401124e+21,1,0
313409865.0,1,351
29539221.0,1,159
187674985.0,1,2039
212891874.0,1,2061
25823580.0,1,752
42261367.0,1,1412
9.514464841491658e+19,1,0
104249.0,1,573
2.3071542605551244e+21,1,0
5.148449601515691e+18,1,0
94300275.0,1,392
78380768.0,1,2376
29371891.0,1,2451
7501798.0,1,699
120988586.0,1,1317
39389157.0,1,720
7.823154260711624e+21,1,0
97096911.0,1,247
3.521446476931921e+20,1,0
7.414464841645274e+19,1,0
46771143.0,1,308
55687793.0,1,1516
15182754.0,1,2265
11581032.0,1,1797
41668830.0,1,2020
98198535.0,1,494
36168708.0,1,1769
163034341.0,1,223
33092061.0,1,2060
3.901542605468245e+20,1,0
1.211446485975942e+20,1,0
74263481.0,1,979
160818084.0,1,2202
5126604.0,1,1501
10655448.0,1,1597
38289901.0,1,810
66461109.0,1,521
97137096.0,1,575
93511897.0,1,1250
9326539.0,1,87
5.263154260480824e+21,1,0
68736194.0,1,2001
23014145.0,1,2727
67832183.0,1,755
271137.0,1,717
100384799.0,1,816
67265133.0,1,2535
11739750.0,1,66
12673635.0,1,2173
132311825.0,1,301
53313081.0,1,1662
27479141.0,1,1443
1.0001458569846228e+21,1,1418
57406819.0,1,2572
71543459.0,1,940
17511861.0,1,1450
8.92145857921623e+20,1,0
39491335.0,1,1295
84221907.0,1,414
5670390.0,1,1011
6.381151778228918e+21,1,0
121603644.0,1,2850
71543025.0,1,520
262536620.0,1,380
23008879.0,1,1932
17359326.0,1,1074
26742942.0,1,1925
108234445.0,1,294
15066247.0,1,1779
12715958.0,1,2684
5.0414796734278415e+20,1,0
6.191446477135481e+20,1,0
26904972.0,1,2457
165617813.0,1,2671
311306064.0,1,0
279543401.0,1,0
49646915.0,1,1357
11280294.0,1,1215
7.814464841451256e+19,1,0
1.539150869794622e+21,1,0
61604729.0,1,766
107499914.0,1,2752
240053482.0,1,980
17261933.0,1,1472
54315468.0,1,1028
50622949.0,1,964
305070718.0,1,0
59415620.0,1,792
37331456.0,1,1390
2.7741542603388244e+21,1,0
27484611.0,1,26
1.8741542609007243e+21,1,0
8.814464846727473e+19,1,0
305056753.0,1,0
91152466.0,1,2035
97087706.0,1,2755
112163138.0,1,2634
25399800.0,1,356
19519823.0,1,2459
305381752.0,1,2778
249937542.0,1,884
16082335.0,1,449
16045657.0,1,259
84352555.0,1,2574
47559555.0,1,1582
34695394.0,1,1447
43748761.0,1,70
4.839151778221318e+21,1,2554
13322792.0,1,1185
216329961.0,1,2481
107638041.0,1,25
37772954.0,1,430
1.3914464855157563e+20,1,0
7.2144648406027936e+19,1,1156
102160362.0,1,1886
2.435161274820048e+21,1,0
294271750.0,1,1539
33305777.0,1,411
164071192.0,1,0
67868367.0,1,1022
300900194.0,1,1438
59170868.0,1,892
316001092.0,1,2148
3.911647820712086e+20,1,0
162902534.0,1,2002
44713304.0,1,1446
79275093.0,1,1764
71804122.0,1,1532
1.2114464842993272e+20,1,0
72586880.0,1,2541
219731965.0,1,743
24697609.0,1,1691
167574048.0,1,13
34080287.0,1,2416
37324251.0,1,567
108714080.0,1,1105
270931618.0,1,912
174495974.0,1,2089
26632171.0,1,2276
108658396.0,1,1037
250250405.0,1,2107
233692868.0,1,237
296391802.0,1,2138
8.491446477111535e+20,1,0
161335580.0,1,2501
2.545152381763202e+21,1,0
14021314.0,1,0
6.6144648416161735e+19,1,0
72814211.0,1,1143
120596999.0,1,2063
62439172.0,1,2314
1.0391542606820244e+21,1,0
107610430.0,1,1922
59413852.0,1,1562
93554361.0,1,966
72496741.0,1,1198
1.18115438105873e+21,1,0
308252053.0,1,0
311446239.0,1,0
1.915250112331068e+19,1,0
310522331.0,1,0
4.271492943681805e+20,1,1039
102262195.0,1,0
292441699.0,1,1376
106980596.0,1,602
32150777.0,1,584
17456367.0,1,539
59498217.0,1,1058
20838836.0,1,2066
84196569.0,1,2360
62484590.0,1,0
247271480.0,1,0
9411626.0,1,2271
308748253.0,1,0
19267583.0,1,2344
108303033.0,1,290
84328167.0,1,388
56736145.0,1,186
30475309.0,1,789
62029208.0,1,550
1.2751499194268065e+21,1,0
2.461490665657656e+20,1,666
77519565.0,1,1221
84331065.0,1,0
36933415.0,1,796
28505411.0,1,1202
24646187.0,1,1232
169947679.0,1,2081
5.6514899581495974e+20,1,0
203624069.0,1,1423
262642417.0,1,1101
168533411.0,1,0
305065669.0,1,0
53910734.0,1,1973
231868977.0,1,1991
6.762154260574824e+21,1,0
306141111.0,1,0
8.451446477030464e+20,1,0
261563844.0,1,2113
8179097.0,1,1327
1.0115438113893029e+20,1,0
38750171.0,1,36
1.415026266340572e+19,1,2162
78332807.0,1,2204
1538816.0,1,1483
160936728.0,1,0
102078307.0,1,897
100237967.0,1,368
9.91446484212424e+19,1,0
305083273.0,1,0
308731749.0,1,0
84159500.0,1,2807
57483144.0,1,1175
12674300.0,1,2641
73774151.0,1,2840
101998736.0,1,372
92994577.0,1,2234
66641260.0,1,1491
78356655.0,1,2312
47044664.0,1,0
66616820.0,1,1261
2.4168446229855945e+19,1,144
56597779.0,1,220
79018751.0,1,234
24752264.0,1,2596
112411746.0,1,1111
116661461.0,1,723
74003029.0,1,192
6.614464842471335e+19,1,2381
1.5091488764462495e+21,1,2815
7.470149544617501e+21,1,0
85556176.0,1,1906
35938644.0,1,1413
3.263147967354384e+21,1,0
14808548.0,1,788
95314874.0,1,1694
95195768.0,1,268
2.4991542605121244e+21,1,2422
243047941.0,1,806
19686434.0,1,1160
63902574.0,1,2767
2726664.0,1,1552
84368580.0,1,0
4.8155563948413e+19,1,0
73991311.0,1,478
84280194.0,1,1281
45226396.0,1,404
73573730.0,1,1957
305073424.0,1,2399
67052497.0,1,1937
19669673.0,1,1071
43168696.0,1,577
266495936.0,1,610
52752053.0,1,756
57090026.0,1,1342
28780384.0,1,1761
160300543.0,1,0
4.7191517782206175e+21,1,0
97097432.0,1,1807
209317630.0,1,1547
263586476.0,1,30
118740828.0,1,1587
37095629.0,1,1060
31226203.0,1,1737
162287739.0,1,125
18708123.0,1,1416
315535522.0,1,0
243662840.0,1,890
2.6014585792162303e+20,1,0
75188635.0,1,605
31025233.0,1,1427
18655477.0,1,1210
1.0014464843405312e+20,1,2484
160062161.0,1,2070
249126923.0,1,0
98522115.0,1,1703
59891703.0,1,1680
18625500.0,1,1035
61540706.0,1,927
73968784.0,1,1580
18026039.0,1,607
17298426.0,1,1748
86135514.0,1,0
