Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Genomic_Start_Position,Strand_Orientation
0,475012,141,141,0,472298,0
0,7162,18,18,0,4697,0
0,378614,164,164,0,375975,0
0,23290,218,218,0,20606,1
0,9867,62,62,0,7462,0
0,473501,203,203,0,470631,0
0,1713823,7,7,0,1711409,0
0,381075,237,237,0,378301,0
0,14845,49,49,0,11996,0
0,8092,214,214,0,5759,0
1,13979,199,199,1,11352,1
0,1053239,111,111,0,1050549,0
0,15062,87,87,0,12438,0
1,1100880,196,196,1,1098211,1
0,8115,173,173,0,5269,1
0,379418,171,171,0,376740,1
0,2047179,186,186,0,2044399,1
0,665447,75,75,0,662586,1
0,519004,253,253,0,516413,0
0,1324430,90,90,0,1322082,0
0,1156973,235,235,0,1154469,0
1,9580,198,198,1,6749,1
0,428427,89,89,0,425755,0
0,1096585,234,234,0,1093946,1
0,810651,170,170,0,808318,0
0,12594,152,152,0,9967,0
0,9089,217,217,0,6579,1
1,45075,123,123,1,42286,0
1,1611964,99,99,1,1609262,1
0,1828534,106,106,0,1825916,0
0,483376,96,96,0,480707,1
0,1865809,104,104,0,1862957,0
0,139709,255,255,0,138117,0
0,404584,117,117,0,402206,0
0,1731005,192,192,0,1728183,0
0,2060220,185,185,0,2057611,1
1,255561,16,16,1,253126,0
0,12158,10,10,0,9363,1
0,21771,85,85,0,19363,0
0,506933,17,17,0,504105,0
0,465591,163,163,0,462814,0
0,292921,245,245,0,290183,1
0,579976,259,259,0,577358,0
0,16377,145,145,0,13513,1
1,199898,35,35,1,197364,1
1,1633076,188,188,1,1630521,0
0,602587,42,42,0,600077,0
0,768058,77,77,0,765323,0
0,1129346,169,169,0,1126764,1
0,20976,59,59,0,18310,0
0,5331,150,150,0,2932,0
0,204433,64,64,0,201761,1
0,1825289,189,189,0,1822929,0
0,700388,14,14,0,697620,0
0,6553,119,119,0,4166,1
0,1169591,223,223,0,1166769,0
0,13678,156,156,0,10931,1
0,565683,139,139,0,563344,1
0,262330,243,243,0,259847,0
0,1251196,182,182,0,1248512,0
0,1015945,209,209,0,1013150,1
0,1147282,168,168,0,1144757,1
0,721934,76,76,0,719244,1
1,1582479,187,187,1,1579936,0
0,237391,72,72,0,234584,1
0,218715,57,57,0,215884,1
0,11062,4,4,0,8450,0
0,1570228,98,98,0,1568267,1
1,308185,67,67,1,306188,0
0,561205,47,47,0,558770,0
0,410579,135,135,0,407808,0
0,57145,58,58,0,54284,0
0,849988,206,206,0,847319,0
0,456596,15,15,0,453903,1
0,60414,227,227,0,57859,1
0,1007699,207,207,0,1005114,1
0,7898,9,9,0,5274,1
0,245264,50,50,0,242583,0
0,4732,122,122,0,2051,0
0,21506,60,60,0,18858,0
0,23129,125,125,0,20358,1
0,472189,71,71,0,469499,0
1,1014233,133,133,1,1011738,0
0,34218,61,61,0,31414,0
0,2102129,101,101,0,2099463,1
0,82609,137,137,0,79808,1
0,1317329,97,97,0,1314768,0
1,396615,252,252,1,394090,1
0,585607,83,83,0,583331,1
0,10603,6,6,0,7772,1
0,460231,148,148,0,457457,1
1,276688,211,211,1,274223,0
0,187696,249,249,0,185057,1
0,10893,92,92,0,8359,1
0,4709,30,30,0,2067,1
0,119436,257,257,0,116878,0
0,14331,230,230,0,11776,1
0,1650945,11,11,0,1648582,1
0,7054,121,121,0,4541,0
1,476059,149,149,1,473501,0
0,3590,212,212,0,942,1
0,1816759,191,191,0,1814429,0
0,2010450,108,108,0,2008033,1
0,529696,177,177,0,526820,1
0,280853,65,65,0,278046,0
1,436968,246,246,1,434224,0
1,408724,138,138,1,406415,1
0,1036042,116,116,0,1033382,0
0,25731,8,8,0,22858,0
0,35248,53,53,0,32438,0
0,2099,2,2,0,3,1
1,903444,114,114,1,900637,0
1,559805,147,147,1,557001,1
0,2171498,184,184,0,2169063,1
0,817323,79,79,0,814468,0
0,35322,193,193,0,32611,1
0,585177,205,205,0,582301,0
0,41459,219,219,0,38613,1
0,584285,176,176,0,581721,0
0,421319,161,161,0,418704,0
0,16042,110,110,0,13142,0
0,629809,112,112,0,627020,1
0,620072,45,45,0,617640,1
1,86749,154,154,1,84020,1
0,1115182,220,220,0,1112378,0
0,546370,48,48,0,543824,0
0,22835,146,146,0,20457,0
0,65602,23,23,0,62846,0
0,321121,172,172,0,318503,0
0,3099,86,86,0,313,1
0,2201057,56,56,0,2198634,1
1,1882048,103,103,1,1879670,0
1,2065088,100,100,1,2062416,0
0,8030,144,144,0,5538,1
0,54570,26,26,0,51787,1
0,12466,229,229,0,9926,1
0,1745786,12,12,0,1743231,0
0,1189938,225,225,0,1187140,0
0,596823,95,95,0,594229,1
0,565358,84,84,0,563163,1
0,935144,130,130,0,932427,1
0,7331,93,93,0,4482,1
0,167573,36,36,0,164778,1
0,191757,113,113,0,188965,1
0,344245,13,13,0,341906,1
0,205713,248,248,0,202903,1
0,546874,142,142,0,544250,0
0,1851640,105,105,0,1848668,0
0,468388,69,69,0,465485,0
0,14547,19,19,0,12235,0
0,425184,136,136,0,422410,0
0,249052,73,73,0,246272,1
0,7271,21,21,0,4884,0
0,3982,1,1,0,1541,0
0,21057,155,155,0,18763,1
0,399549,238,238,0,396772,0
0,11601,40,40,0,9187,0
0,175571,94,94,0,172800,1
0,110238,228,228,0,107374,0
0,783613,78,78,0,780839,0
0,8573,215,215,0,6039,1
0,7513,3,3,0,4757,1
0,171781,0,0,0,169685,1
0,221070,140,140,0,218443,1
0,1484951,183,183,0,1482129,1
0,880730,132,132,0,877992,1
0,12861,240,240,0,10087,1
0,763632,128,128,0,761305,0
1,1152001,181,181,1,1149578,1
0,184674,5,5,0,182293,0
0,194602,250,250,0,191840,1
0,2180588,55,55,0,2178147,1
0,17047,37,37,0,14579,1
0,256062,180,180,0,253732,0
0,1181628,224,224,0,1179322,0
1,2776,51,51,1,113,1
0,950785,131,131,0,948302,1
0,8596,124,124,0,5819,0
0,24923,63,63,0,22032,0
1,42017,201,201,1,39222,0
0,1200167,195,195,0,1197396,0
0,696919,74,74,0,694046,0
1,316755,118,118,1,314314,0
0,428401,70,70,0,425663,0
0,388287,239,239,0,385492,0
1,2113696,54,54,1,2111357,0
0,272153,66,66,0,269451,0
0,22052,241,241,0,19278,1
0,222070,179,179,0,219359,0
0,775880,129,129,0,773208,1
1,432436,159,159,1,429818,0
0,180486,34,34,0,177754,1
0,11536,32,32,0,9554,1
0,15093,157,157,0,12226,0
