Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,0,673589,185,185,4,12,672981
0,0,262590,287,287,4,131,261997
0,0,1069989,194,194,4,57,1069351
1,0,54130,400,400,4,51,53294
1,0,238595,172,172,4,31,237978
1,0,2039757,328,328,4,169,2039173
0,0,55031,266,266,4,130,54300
1,0,42738,392,392,4,86,42403
1,0,698962,97,97,4,96,698387
1,0,1037760,369,369,4,168,1037092
0,0,510533,431,431,4,43,509916
1,0,1653046,113,113,4,57,1652444
0,0,602022,161,161,4,144,601444
0,0,9693,360,360,4,141,9067
0,0,331967,153,153,4,133,331098
1,0,57983,63,63,4,130,57381
0,0,488252,251,251,4,131,487683
0,0,152203,402,402,4,91,151562
1,0,7816,169,169,4,126,6941
0,0,473006,253,253,4,133,472107
1,0,8984,256,256,4,76,8412
0,0,296422,244,244,4,133,295724
0,0,786,373,373,4,34,88
0,0,521226,208,208,4,112,520573
1,0,1896,255,255,4,76,1198
0,0,433446,205,205,4,5,432955
0,0,297265,224,224,4,157,296609
0,0,421453,417,417,4,160,420860
1,0,10738,164,164,4,130,10142
0,0,422988,183,183,4,63,422386
0,0,739582,271,271,4,70,738989
0,0,741926,201,201,4,45,741234
1,0,2021354,37,37,4,17,2020752
0,0,22510,55,55,3,157,21845
0,0,12963,341,341,4,52,12349
1,0,1279824,189,189,4,17,1279111
0,0,2141017,327,327,4,47,2140400
1,0,203566,70,70,2,56,203195
1,0,641268,236,236,4,132,640657
1,0,1773473,334,334,3,120,1772775
1,0,537100,292,292,4,6,536468
1,0,3185,162,162,4,126,2544
1,0,1094415,318,318,4,57,1093786
0,0,548259,143,143,2,72,547909
0,0,4704,229,229,4,126,4066
0,0,55203,81,81,4,31,54550
0,0,288418,223,223,4,110,287768
0,0,165971,19,19,4,1,165327
1,0,627125,85,85,4,170,626559
0,0,606832,86,86,4,47,606242
1,0,11303,51,51,4,76,10641
1,0,661517,1,1,4,6,660867
