Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
1,10738,161,161,10142
0,422988,180,180,422386
0,739582,269,269,738989
0,741926,198,198,741234
1,2021354,35,35,2020752
0,22510,52,52,21845
0,12963,340,340,12349
1,1279824,186,186,1279111
0,2141017,326,326,2140400
1,213605,69,69,212727
1,649380,234,234,648745
1,1773473,333,333,1772775
1,542828,290,290,542232
1,3185,159,159,2544
1,1094415,317,317,1093786
0,548259,140,140,547909
0,4704,226,226,4066
0,67780,414,414,67067
0,288418,220,220,287768
1,498188,429,429,497556
1,633393,80,80,632488
0,606832,84,84,606242
1,11303,48,48,10641
1,667099,3,3,666332
