Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Genomic_Start_Position
0,578251,160,160,576644
0,475584,92,92,473026
0,583,156,156,2
1,3829,29,29,839
1,56560,220,220,55610
0,453362,128,128,452610
0,11981,100,100,9216
0,915785,188,188,913926
0,772241,47,47,769332
1,1231,12,12,899
1,1575,18,18,712
1,74451,228,228,72187
1,3080,51,51,735
0,45115,200,200,42281
1,2190,94,94,1
0,147,10,10,1
0,521339,131,131,518895
0,612431,129,129,611934
0,750468,64,64,747616
0,24991,111,111,22313
1,10537,198,198,8039
1,4197,145,145,3526
0,6226,11,11,4295
0,1020701,159,159,1018377
1,63967,207,207,63425
1,2783,38,38,909
0,1852084,65,65,1850486
0,382722,97,97,380155
1,2706,84,84,1
0,17064,74,74,15238
0,521580,39,39,519241
0,814312,217,217,811961
1,34273,7,7,33176
1,58454,109,109,55821
0,504842,70,70,502038
1,26773,107,107,26201
0,856711,127,127,855554
0,112160,81,81,109194
0,752571,46,46,750136
1,6087,15,15,4936
0,630925,168,168,630173
0,795045,187,187,794215
0,587282,67,67,586959
0,617,52,52,1
0,478396,132,132,477242
0,822273,209,209,821002
0,2334536,194,194,2334039
0,4194,214,214,3232
1,957,165,165,103
1,13228,191,191,10472
1,1874,54,54,3
0,640440,112,112,637990
1,963,72,72,103
0,216862,122,122,214952
1,360854,45,45,358083
0,9773,226,226,7086
1,346850,201,201,346512
1,56420,154,154,55923
1,23155,182,182,22973
0,663276,130,130,662509
1,563,43,43,3
0,8610,75,75,7165
0,250640,170,170,247890
1,944659,158,158,941918
0,23344,162,162,21104
1,40883,49,49,38052
1,7904,93,93,5580
0,1132750,113,113,1130948
1,45867,21,21,45670
0,2029693,137,137,2028950
0,821170,95,95,818471
0,805101,139,139,802591
1,15156,24,24,14362
1,66037,90,90,63011
0,7310,233,233,4494
0,586872,176,176,586129
1,10829,77,77,8487
1,182518,42,42,180932
1,207218,117,117,204852
0,26957,134,134,26184
0,870832,50,50,869711
