Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,0,1065877,199,199,2,112,1063010
0,0,425184,136,136,2,54,422410
0,0,513629,257,257,3,83,510834
1,0,568671,173,173,2,2,566338
0,0,1123469,221,221,1,95,1120611
0,0,432436,159,159,1,62,429818
1,0,218715,55,55,2,71,215884
1,0,86749,153,153,1,69,84020
0,0,396102,69,69,1,94,393418
0,0,107074,254,254,1,73,104540
0,0,622377,41,41,2,9,620053
0,0,389747,164,164,1,129,387120
0,0,422008,201,201,2,33,419294
0,0,185153,24,24,2,131,182502
0,0,378614,163,163,2,88,375975
0,0,309384,110,110,2,123,306937
1,0,585607,81,81,2,121,583331
0,0,7162,20,20,2,47,4697
1,0,650434,39,39,3,39,647633
1,0,23290,218,218,2,74,20606
0,0,9867,60,60,2,99,7462
1,0,442799,202,202,1,49,439932
0,0,1713823,8,8,2,87,1711409
0,0,700388,15,15,2,108,697620
0,0,14845,47,47,3,51,11996
0,0,8092,214,214,2,44,5759
1,0,13979,198,198,1,0,11352
0,0,1053239,112,112,2,3,1050549
0,0,15062,85,85,2,47,12438
1,0,1100880,195,195,1,40,1098211
1,0,8115,172,172,3,46,5269
1,0,379418,170,170,2,52,376740
1,0,2047179,185,185,2,81,2044399
0,0,585177,205,205,3,23,582301
0,0,475012,142,142,2,115,472298
0,0,1324430,88,88,2,62,1322082
0,0,1156973,236,236,2,31,1154469
1,0,9580,197,197,1,39,6749
1,0,50888,152,152,2,52,48174
1,0,1096585,235,235,2,102,1093946
0,0,758419,45,45,2,22,756089
0,0,12594,151,151,2,47,9967
1,0,9089,217,217,2,24,6579
0,0,45075,125,125,1,26,42286
1,0,1611964,100,100,1,82,1609262
0,0,1828534,107,107,2,86,1825916
1,0,483376,96,96,2,109,480707
0,0,1865809,105,105,2,74,1862957
0,0,139709,253,253,2,91,138117
0,0,290907,118,118,1,18,288478
0,0,1731005,191,191,3,8,1728183
1,0,2060220,184,184,2,102,2057611
0,0,800723,165,165,2,4,798375
1,0,12158,11,11,2,55,9363
0,0,21771,83,83,2,47,19363
0,0,488327,204,204,3,23,485541
0,0,454333,158,158,2,108,451748
0,0,262330,243,243,2,84,259847
0,0,568854,259,259,2,107,566233
1,0,16377,145,145,2,47,13513
1,0,180486,35,35,2,43,177754
0,0,1633076,187,187,1,29,1630521
0,0,602587,42,42,2,86,600077
0,0,736453,78,78,3,72,733583
1,0,1129346,169,169,2,62,1126764
0,0,20976,57,57,2,9,18310
0,0,5331,150,150,2,99,2932
1,0,629809,113,113,3,6,627020
0,0,1825289,188,188,2,62,1822929
0,0,590672,258,258,1,62,588504
1,0,6553,121,121,2,63,4166
0,0,1169591,223,223,3,109,1166769
1,0,13678,156,156,2,16,10931
0,0,468388,67,67,3,80,465485
0,0,476059,149,149,1,105,473501
0,0,1251196,181,181,2,122,1248512
1,0,1007699,207,207,2,72,1005114
1,0,1147282,168,168,2,62,1144757
0,0,696919,72,72,2,23,694046
0,0,1582479,186,186,1,97,1579936
1,0,221070,141,141,2,86,218443
0,0,463778,79,79,2,36,460986
0,0,11062,5,5,2,37,8450
1,0,1570228,99,99,5,42,1568267
0,0,280853,63,63,2,130,278046
0,0,546370,46,46,2,96,543824
0,0,399549,238,238,2,54,396772
0,0,57145,56,56,3,92,54284
0,0,817323,77,77,2,72,814468
0,0,408107,17,17,1,24,405750
1,0,60414,227,227,2,13,57859
1,0,988200,208,208,2,35,985546
1,0,7898,10,10,2,64,5274
0,0,245264,48,48,2,2,242583
0,0,4732,124,124,2,99,2051
0,0,21506,58,58,2,99,18858
1,0,23129,127,127,3,99,20358
0,0,428401,68,68,2,76,425663
0,0,1014233,135,135,1,29,1011738
0,0,34218,59,59,2,99,31414
1,0,2102129,102,102,2,102,2099463
0,0,15093,157,157,3,131,12226
0,0,1317329,98,98,2,87,1314768
1,0,352788,249,249,2,112,350182
1,0,565683,140,140,2,118,563344
1,0,10603,7,7,3,1,7772
1,0,212927,0,0,5,25,211077
0,0,276688,210,210,1,97,274223
0,0,652210,95,95,2,12,649424
1,0,10893,90,90,2,60,8359
1,0,4709,31,31,2,51,2067
0,0,119436,255,255,2,14,116878
1,0,14331,230,230,2,25,11776
1,0,1650945,12,12,2,128,1648582
0,0,7054,123,123,2,51,4541
1,0,456596,16,16,2,38,453903
1,0,3590,211,211,2,30,942
0,0,1816759,190,190,2,113,1814429
1,0,2010450,109,109,2,114,2008033
1,0,529696,176,176,2,66,526820
0,0,272153,64,64,2,72,269451
1,0,423886,65,65,2,118,421607
1,0,408724,139,139,1,32,406415
0,0,1036042,117,117,2,125,1033382
0,0,25731,9,9,3,58,22858
0,0,35248,51,51,2,99,32438
1,0,2099,3,3,5,127,3
0,0,867065,115,115,2,72,864531
1,0,460231,148,148,2,25,457457
1,0,2171498,183,183,2,102,2169063
0,0,783613,76,76,2,35,780839
1,0,35322,192,192,2,63,32611
0,0,506933,19,19,3,72,504105
1,0,41459,219,219,3,109,38613
0,0,584285,175,175,0,22,581721
0,0,404953,161,161,2,88,402317
0,0,16042,111,111,3,51,13142
1,0,574686,147,147,1,93,571897
1,0,596823,94,94,2,120,594229
0,0,71558,154,154,1,77,69066
0,0,1115182,220,220,2,78,1112378
0,0,556640,252,252,2,98,553878
0,0,22835,146,146,2,99,20457
0,0,65602,25,25,2,47,62846
0,0,321121,171,171,2,97,318503
1,0,3099,84,84,2,51,313
1,0,2201057,54,54,2,113,2198634
0,0,1882048,104,104,1,119,1879670
0,0,2065088,101,101,1,29,2062416
1,0,8030,144,144,2,51,5538
1,0,54570,28,28,3,56,51787
1,0,12466,229,229,2,103,9926
0,0,1745786,13,13,2,74,1743231
0,0,1189938,225,225,2,110,1187140
1,0,580806,93,93,5,85,578836
1,0,565358,82,82,2,113,563163
1,0,935144,132,132,2,86,932427
1,0,7331,91,91,3,61,4482
1,0,156435,34,34,3,86,153649
1,0,249052,71,71,2,4,246272
1,0,344245,14,14,2,100,341906
1,0,194602,248,248,3,86,191840
0,0,536061,256,256,2,88,533287
0,0,1851640,106,106,2,81,1848668
1,0,450835,66,66,2,118,448496
0,0,14547,21,21,2,47,12235
0,0,417885,137,137,2,53,415123
1,0,237391,70,70,2,21,234584
0,0,7271,23,23,2,99,4884
0,0,3982,2,2,2,70,1541
1,0,21057,155,155,2,44,18763
0,0,388287,239,239,2,117,385492
0,0,11601,40,40,2,51,9187
1,0,175571,92,92,2,104,172800
0,0,110238,228,228,3,101,107374
0,0,768058,75,75,2,72,765323
1,0,8573,215,215,2,65,6039
1,0,7513,4,4,2,126,4757
1,0,191757,114,114,2,59,188965
1,0,205713,246,246,2,20,202903
1,0,1484951,182,182,3,46,1482129
1,0,880730,134,134,2,41,877992
1,0,12861,240,240,2,110,10087
0,0,763632,130,130,2,74,761305
1,0,1152001,180,180,1,111,1149578
0,0,171302,231,231,4,12,169443
1,0,187696,247,247,2,15,185057
1,0,2180588,53,53,2,57,2178147
1,0,17047,38,38,2,106,14579
0,0,222070,178,178,2,67,219359
0,0,1181628,224,224,2,78,1179322
1,0,2776,49,49,1,11,113
1,0,950785,133,133,2,41,948302
0,0,8596,126,126,2,51,5819
0,0,24923,61,61,2,19,22032
0,0,42017,200,200,1,50,39222
0,0,1200167,194,194,2,35,1197396
1,0,665447,73,73,3,23,662586
0,0,316755,120,120,1,95,314314
1,0,396615,250,250,1,10,394090
0,0,381075,237,237,2,17,378301
0,0,2113696,52,52,1,29,2111357
0,0,255561,18,18,1,40,253126
1,0,22052,241,241,2,8,19278
0,0,198843,128,128,2,79,196225
1,0,775880,131,131,2,81,773208
0,0,421319,160,160,2,129,418704
1,0,167573,37,37,3,28,164778
1,0,11536,33,33,2,51,9554
1,0,597333,1,1,1,10,595705
