Strand_Orientation,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
1,0,379418,170,170,2,52,376740
1,0,2047179,185,185,2,80,2044399
1,0,665447,73,73,3,23,662586
0,0,475012,142,142,2,113,472298
0,0,1324430,88,88,2,61,1322082
0,0,1156973,236,236,2,31,1154469
1,0,9580,197,197,1,38,6749
0,0,428427,87,87,3,83,425755
1,0,1096585,235,235,2,101,1093946
0,0,810651,169,169,2,124,808318
0,0,12594,151,151,2,46,9967
1,0,9089,217,217,2,24,6579
0,0,45075,124,124,1,26,42286
1,0,1611964,100,100,1,81,1609262
0,0,1828534,107,107,2,85,1825916
1,0,483376,96,96,2,107,480707
0,0,1865809,105,105,2,73,1862957
0,0,139709,254,254,2,90,138117
0,0,404584,118,118,2,92,402206
0,0,1731005,191,191,3,9,1728183
1,0,2060220,184,184,2,101,2057611
0,0,255561,17,17,1,39,253126
1,0,12158,10,10,2,54,9363
0,0,21771,83,83,2,46,19363
0,0,506933,18,18,3,71,504105
0,0,454333,158,158,2,106,451748
0,0,262330,244,244,2,83,259847
0,0,579976,259,259,2,87,577358
1,0,16377,145,145,2,46,13513
1,0,199898,35,35,1,93,197364
0,0,1633076,187,187,1,29,1630521
0,0,602587,41,41,2,85,600077
0,0,768058,75,75,2,71,765323
1,0,1129346,168,168,2,61,1126764
0,0,20976,56,56,2,10,18310
0,0,5331,150,150,2,98,2932
1,0,629809,113,113,3,7,627020
0,0,1825289,188,188,2,61,1822929
0,0,700388,14,14,2,106,697620
1,0,6553,120,120,2,62,4166
0,0,1169591,223,223,3,107,1166769
1,0,13678,156,156,2,17,10931
0,0,468388,67,67,3,79,465485
0,0,476059,149,149,1,104,473501
0,0,1251196,181,181,2,120,1248512
1,0,1015945,208,208,2,71,1013150
1,0,1147282,167,167,2,61,1144757
1,0,721934,74,74,2,35,719244
0,0,1582479,186,186,1,96,1579936
1,0,221070,141,141,2,85,218443
1,0,218715,54,54,2,70,215884
0,0,11062,4,4,2,36,8450
1,0,1570228,99,99,5,41,1568267
0,0,308185,64,64,1,88,306188
0,0,546370,45,45,2,95,543824
0,0,410579,136,136,2,18,407808
0,0,57145,55,55,3,91,54284
0,0,849988,205,205,2,79,847319
0,0,408107,16,16,1,24,405750
1,0,60414,227,227,2,14,57859
1,0,1007699,206,206,2,71,1005114
1,0,7898,9,9,2,63,5274
0,0,245264,47,47,2,2,242583
0,0,4732,123,123,2,98,2051
0,0,21506,57,57,2,98,18858
1,0,23129,126,126,3,98,20358
0,0,472189,69,69,2,49,469499
0,0,1014233,134,134,1,29,1011738
0,0,34218,58,58,2,98,31414
1,0,2102129,102,102,2,101,2099463
1,0,82609,138,138,3,42,79808
0,0,1317329,98,98,2,86,1314768
1,0,396615,251,251,1,11,394090
1,0,565683,140,140,2,116,563344
1,0,10603,6,6,3,1,7772
1,0,212927,0,0,5,25,211077
0,0,276688,210,210,1,96,274223
0,0,652210,95,95,2,13,649424
1,0,10893,90,90,2,59,8359
1,0,4709,30,30,2,51,2067
0,0,119436,256,256,2,15,116878
1,0,14331,230,230,2,25,11776
1,0,1650945,11,11,2,127,1648582
0,0,7054,122,122,2,51,4541
1,0,456596,15,15,2,37,453903
1,0,3590,211,211,2,30,942
0,0,1816759,190,190,2,111,1814429
1,0,2010450,109,109,2,112,2008033
1,0,529696,176,176,2,65,526820
0,0,280853,62,62,2,129,278046
1,0,423886,65,65,2,116,421607
1,0,408724,139,139,1,32,406415
0,0,1036042,117,117,2,123,1033382
0,0,25731,8,8,3,57,22858
0,0,35248,50,50,2,98,32438
1,0,2099,2,2,5,126,3
0,0,903444,115,115,1,48,900637
1,0,460231,148,148,2,25,457457
1,0,2171498,183,183,2,101,2169063
0,0,817323,77,77,2,71,814468
1,0,35322,192,192,2,62,32611
0,0,585177,204,204,3,23,582301
1,0,41459,219,219,3,107,38613
0,0,584285,175,175,0,22,581721
0,0,404953,161,161,2,87,402317
0,0,16042,111,111,3,51,13142
1,0,574686,147,147,1,92,571897
1,0,596823,94,94,2,118,594229
0,0,71558,154,154,1,76,69066
0,0,1115182,220,220,2,77,1112378
0,0,556640,253,253,2,97,553878
0,0,22835,146,146,2,98,20457
0,0,65602,24,24,2,46,62846
0,0,321121,171,171,2,96,318503
1,0,3099,84,84,2,51,313
1,0,2201057,53,53,2,111,2198634
0,0,1882048,104,104,1,117,1879670
0,0,2065088,101,101,1,29,2062416
1,0,8030,144,144,2,51,5538
1,0,54570,27,27,3,55,51787
1,0,12466,229,229,2,102,9926
0,0,1745786,12,12,2,73,1743231
0,0,1189938,225,225,2,108,1187140
1,0,580806,93,93,5,84,578836
1,0,565358,82,82,2,111,563163
1,0,935144,131,131,2,85,932427
1,0,7331,91,91,3,60,4482
1,0,167573,36,36,3,28,164778
1,0,249052,71,71,2,4,246272
1,0,344245,13,13,2,99,341906
1,0,194602,249,249,3,85,191840
0,0,536061,257,257,2,87,533287
0,0,1851640,106,106,2,80,1848668
1,0,450835,66,66,2,116,448496
0,0,14547,20,20,2,46,12235
0,0,425184,137,137,2,53,422410
1,0,237391,70,70,2,21,234584
0,0,7271,22,22,2,98,4884
0,0,3982,1,1,2,69,1541
1,0,21057,155,155,2,43,18763
0,0,399549,239,239,2,53,396772
0,0,11601,39,39,2,51,9187
1,0,175571,92,92,2,103,172800
0,0,110238,228,228,3,100,107374
0,0,783613,76,76,2,35,780839
1,0,8573,215,215,2,64,6039
1,0,7513,3,3,2,125,4757
1,0,191757,114,114,2,58,188965
1,0,205713,247,247,2,20,202903
1,0,1484951,182,182,3,45,1482129
1,0,880730,133,133,2,40,877992
1,0,12861,241,241,2,108,10087
0,0,763632,129,129,2,73,761305
1,0,1152001,180,180,1,109,1149578
0,0,171302,231,231,4,13,169443
1,0,187696,248,248,2,16,185057
1,0,2180588,52,52,2,56,2178147
1,0,17047,37,37,2,105,14579
0,0,222070,178,178,2,66,219359
0,0,1181628,224,224,2,77,1179322
1,0,2776,48,48,1,12,113
1,0,950785,132,132,2,40,948302
0,0,8596,125,125,2,51,5819
0,0,24923,60,60,2,19,22032
0,0,42017,200,200,1,50,39222
0,0,1200167,194,194,2,35,1197396
0,0,696919,72,72,2,23,694046
0,0,316755,119,119,1,94,314314
0,0,428401,68,68,2,75,425663
0,0,388287,240,240,2,115,385492
0,0,2113696,51,51,1,29,2111357
0,0,272153,63,63,2,71,269451
1,0,22052,242,242,2,9,19278
0,0,198843,127,127,2,78,196225
1,0,775880,130,130,2,80,773208
0,0,421319,160,160,2,128,418704
1,0,180486,34,34,2,42,177754
1,0,11536,32,32,2,51,9554
0,0,15093,157,157,3,130,12226
