ViafId,BhclUuid,EncyclopdiaBritannicaOnlineId,YsoId,MuseumDigitalPlaceId,EuroVocId,GeoNamesId,UnescoThesaurusId,CommonsCategory,WikiKidsId,QuoraTopicId,FrenchVikidiaId,WorldCatEntitiesId,StwThesaurusForEconomicsId,MainCategory,Continent,KBpediaId,NationalLibraryOfIsraelJ9uId,MeShDescriptorId,LocatorMapImage,LibraryOfCongressAuthorityId,UkParliamentThesaurusId,NlCrAutId,GndId,LoCAndMarcVocabulariesId,DenStoreDanskeId,FreebaseId,StoreNorskeLeksikonId,OmegaWikiDefinedMeaning
136600716.0,10,5,105377.0,4022.0,5100.0,6251999.0,8,5,2,4,5,9,16,6,4,3,9.870075525311052e+17,3,4,6,8935.0,11,14,20,2,24,2,5727.0
137195592.0,14,0,,,,,3,0,12,15,14,0,23,1,1,12,9.870075503497052e+17,24,1,15,,0,0,1,11,5,11,
136600716.0,10,5,105377.0,4022.0,5100.0,6251999.0,8,5,2,4,5,9,16,6,4,3,9.870075525311052e+17,3,4,6,8935.0,11,14,20,2,24,2,5727.0
128921681.0,14,11,108180.0,59591.0,1216.0,2420477.0,5,11,7,10,11,11,14,12,0,9,9.870075477955052e+17,21,15,14,10566.0,8,11,8,7,10,7,7848.0
146498911.0,15,12,105162.0,8240.0,1518.0,294640.0,11,12,8,11,12,2,11,13,1,10,9.870075525353052e+17,10,17,4,11071.0,9,12,10,8,12,9,5746.0
159367111.0,17,13,105023.0,276.0,1524.0,1861060.0,12,13,9,12,13,10,10,14,1,11,9.870075502402052e+17,11,18,2,11083.0,10,13,11,9,11,10,6916.0
146498911.0,15,12,105162.0,8240.0,1518.0,294640.0,11,12,8,11,12,2,11,13,1,10,9.870075525353052e+17,10,17,4,11071.0,9,12,10,8,12,9,5746.0
136600716.0,10,5,105377.0,4022.0,5100.0,6251999.0,8,5,2,4,5,9,16,6,4,3,9.870075525311052e+17,3,4,6,8935.0,11,14,20,2,24,2,5727.0
130168302.0,16,24,105078.0,2312.0,888.0,6252001.0,9,28,23,25,26,13,17,28,4,24,9.870072691397052e+17,19,27,3,13557.0,2,26,22,21,21,21,6578.0
148842731.0,3,2,105294.0,236.0,4353.0,2782113.0,15,2,14,1,2,14,0,3,3,1,9.870075596513052e+17,1,6,12,8475.0,14,16,3,22,27,22,5777.0
1.775152140023111e+21,18,15,149420.0,5618.0,,,0,18,16,17,7,6,21,18,1,14,9.870075558911052e+17,22,21,27,,23,22,0,11,15,4,798994.0
135958350.0,8,6,94439.0,6670.0,336.0,2623032.0,6,6,3,5,6,19,4,7,3,4,9.870075548070052e+17,4,7,10,9609.0,5,6,5,3,28,3,7997.0
130168302.0,16,24,105078.0,2312.0,888.0,6252001.0,9,28,23,25,26,13,17,28,4,24,9.870072691397052e+17,19,27,3,13557.0,2,26,22,21,21,21,6578.0
244983681.0,1,22,105573.0,5585.0,4580.0,298795.0,14,26,21,26,23,16,13,26,1,21,9.870073129541052e+17,18,26,22,13409.0,17,20,17,19,4,19,7320.0
127756949.0,2,23,104990.0,54467.0,3774.0,2635167.0,21,27,22,24,17,3,7,27,3,23,9.870075549520051e+17,8,13,11,13526.0,20,10,21,16,20,15,8302.0
130890862.0,12,7,105841.0,545.0,690.0,357994.0,4,7,12,6,25,20,15,8,0,5,9.870075480443052e+17,5,5,20,9887.0,6,3,18,4,6,5,8347.0
130890862.0,12,7,105841.0,545.0,690.0,357994.0,4,7,12,6,25,20,15,8,0,5,9.870075480443052e+17,5,5,20,9887.0,6,3,18,4,6,5,8347.0
154323889.0,6,20,105295.0,589.0,4324.0,2658434.0,20,24,25,22,20,21,1,24,3,19,9.870075643569052e+17,16,12,13,13167.0,18,18,16,14,18,16,6791.0
159367111.0,17,13,105023.0,276.0,1524.0,1861060.0,12,13,9,12,13,10,10,14,1,11,9.870075502402052e+17,11,18,2,11083.0,10,13,11,9,11,10,6916.0
129679518.0,14,4,108126.0,63.0,5040.0,3469034.0,7,4,1,3,4,18,18,5,6,2,9.870075549459052e+17,2,3,17,8780.0,4,5,4,1,1,1,8303.0
129679518.0,14,4,108126.0,63.0,5040.0,3469034.0,7,4,1,3,4,18,18,5,6,2,9.870075549459052e+17,2,3,17,8780.0,4,5,4,1,1,1,8303.0
2.413157416853817e+21,9,3,117131.0,3056.0,,,0,3,15,2,3,17,22,4,3,12,9.870075573766052e+17,23,2,1,,15,21,0,23,0,23,355351.0
128919823.0,20,1,105116.0,5000.0,4160.0,2077456.0,10,1,0,0,1,23,19,2,5,0,9.870075548096051e+17,0,0,8,8474.0,3,4,2,0,23,0,5776.0
159367111.0,17,13,105023.0,276.0,1524.0,1861060.0,12,13,9,12,13,10,10,14,1,11,9.870075502402052e+17,11,18,2,11083.0,10,13,11,9,11,10,6916.0
8.191487536786413e+20,14,17,,18601.0,,,0,21,10,19,8,25,23,21,2,17,9.870075572412051e+17,13,22,18,,0,2,0,11,22,11,
135958350.0,8,6,94439.0,6670.0,336.0,2623032.0,6,6,3,5,6,19,4,7,3,4,9.870075548070052e+17,4,7,10,9609.0,5,6,5,3,28,3,7997.0
8.191487536786413e+20,14,17,,18601.0,,,0,21,10,19,8,25,23,21,2,17,9.870075572412051e+17,13,22,18,,0,2,0,11,22,11,
130168302.0,16,24,105078.0,2312.0,888.0,6252001.0,9,28,23,25,26,13,17,28,4,24,9.870072691397052e+17,19,27,3,13557.0,2,26,22,21,21,21,6578.0
159364209.0,19,19,94383.0,1004.0,4320.0,2661886.0,1,23,24,21,21,22,3,23,3,18,9.870075548114052e+17,15,10,7,13156.0,21,24,14,17,25,17,6764.0
131265011.0,7,10,105037.0,1959.0,1182.0,390903.0,18,10,6,9,10,15,5,11,3,8,9.870075643244051e+17,9,9,19,10535.0,19,9,7,6,9,8,7958.0
127756949.0,2,23,104990.0,54467.0,3774.0,2635167.0,21,27,22,24,17,3,7,27,3,23,9.870075549520051e+17,8,13,11,13526.0,20,10,21,16,20,15,8302.0
154701530.0,14,21,108829.0,2546.0,4354.0,163843.0,13,25,20,23,22,25,12,25,1,20,9.870075480441052e+17,17,25,21,13173.0,16,19,15,18,19,18,8547.0
168830626.0,13,16,94479.0,2178.0,5876.0,2017370.0,19,20,18,18,18,5,9,20,3,16,9.870075309815052e+17,14,23,26,12598.0,13,23,13,13,17,13,8444.0
264091107.0,0,8,104968.0,330.0,1085.0,3017382.0,16,8,5,7,9,1,6,9,3,6,9.870075525332051e+17,6,8,5,10352.0,7,8,6,5,26,6,7955.0
155855229.0,11,14,94309.0,1413.0,2084.0,3144096.0,2,17,13,16,15,24,2,17,3,13,9.870075548074052e+17,12,11,9,12055.0,12,15,12,12,14,12,6763.0
148842731.0,3,2,105294.0,236.0,4353.0,2782113.0,15,2,14,1,2,14,0,3,3,1,9.870075596513052e+17,1,6,12,8475.0,14,16,3,22,27,22,5777.0
8.191487536786413e+20,14,17,,18601.0,,,0,21,10,19,8,25,23,21,2,17,9.870075572412051e+17,13,22,18,,0,2,0,11,22,11,
148842731.0,3,2,105294.0,236.0,4353.0,2782113.0,15,2,14,1,2,14,0,3,3,1,9.870075596513052e+17,1,6,12,8475.0,14,16,3,22,27,22,5777.0
159454011.0,14,25,,89086.0,,,0,19,12,27,19,7,23,19,3,12,9.870072693014052e+17,24,28,25,,0,1,0,11,7,11,1061484.0
130168302.0,16,24,105078.0,2312.0,888.0,6252001.0,9,28,23,25,26,13,17,28,4,24,9.870072691397052e+17,19,27,3,13557.0,2,26,22,21,21,21,6578.0
154701530.0,14,21,108829.0,2546.0,4354.0,163843.0,13,25,20,23,22,25,12,25,1,20,9.870075480441052e+17,17,25,21,13173.0,16,19,15,18,19,18,8547.0
8.191487536786413e+20,14,17,,18601.0,,,0,21,10,19,8,25,23,21,2,17,9.870075572412051e+17,13,22,18,,0,2,0,11,22,11,
8.191487536786413e+20,14,17,,18601.0,,,0,21,10,19,8,25,23,21,2,17,9.870075572412051e+17,13,22,18,,0,2,0,11,22,11,
130168302.0,16,24,105078.0,2312.0,888.0,6252001.0,9,28,23,25,26,13,17,28,4,24,9.870072691397052e+17,19,27,3,13557.0,2,26,22,21,21,21,6578.0
127756949.0,2,23,104990.0,54467.0,3774.0,2635167.0,21,27,22,24,17,3,7,27,3,23,9.870075549520051e+17,8,13,11,13526.0,20,10,21,16,20,15,8302.0
131265011.0,7,10,105037.0,1959.0,1182.0,390903.0,18,10,6,9,10,15,5,11,3,8,9.870075643244051e+17,9,9,19,10535.0,19,9,7,6,9,8,7958.0
264091107.0,0,8,104968.0,330.0,1085.0,3017382.0,16,8,5,7,9,1,6,9,3,6,9.870075525332051e+17,6,8,5,10352.0,7,8,6,5,26,6,7955.0
131265011.0,7,10,105037.0,1959.0,1182.0,390903.0,18,10,6,9,10,15,5,11,3,8,9.870075643244051e+17,9,9,19,10535.0,19,9,7,6,9,8,7958.0
129679518.0,14,4,108126.0,63.0,5040.0,3469034.0,7,4,1,3,4,18,18,5,6,2,9.870075549459052e+17,2,3,17,8780.0,4,5,4,1,1,1,8303.0
131265011.0,7,10,105037.0,1959.0,1182.0,390903.0,18,10,6,9,10,15,5,11,3,8,9.870075643244051e+17,9,9,19,10535.0,19,9,7,6,9,8,7958.0
264091107.0,0,8,104968.0,330.0,1085.0,3017382.0,16,8,5,7,9,1,6,9,3,6,9.870075525332051e+17,6,8,5,10352.0,7,8,6,5,26,6,7955.0
154701530.0,14,21,108829.0,2546.0,4354.0,163843.0,13,25,20,23,22,25,12,25,1,20,9.870075480441052e+17,17,25,21,13173.0,16,19,15,18,19,18,8547.0
244983681.0,1,22,105573.0,5585.0,4580.0,298795.0,14,26,21,26,23,16,13,26,1,21,9.870073129541052e+17,18,26,22,13409.0,17,20,17,19,4,19,7320.0
128921681.0,14,11,108180.0,59591.0,1216.0,2420477.0,5,11,7,10,11,11,14,12,0,9,9.870075477955052e+17,21,15,14,10566.0,8,11,8,7,10,7,7848.0
155855229.0,11,14,94309.0,1413.0,2084.0,3144096.0,2,17,13,16,15,24,2,17,3,13,9.870075548074052e+17,12,11,9,12055.0,12,15,12,12,14,12,6763.0
155855229.0,11,14,94309.0,1413.0,2084.0,3144096.0,2,17,13,16,15,24,2,17,3,13,9.870075548074052e+17,12,11,9,12055.0,12,15,12,12,14,12,6763.0
189116956.0,4,9,105087.0,209.0,1318.0,2921044.0,17,9,4,8,0,12,20,10,3,7,9.870075597787052e+17,7,14,23,10438.0,22,7,9,20,8,20,7118.0
136600716.0,10,5,105377.0,4022.0,5100.0,6251999.0,8,5,2,4,5,9,16,6,4,3,9.870075525311052e+17,3,4,6,8935.0,11,14,20,2,24,2,5727.0
136600716.0,10,5,105377.0,4022.0,5100.0,6251999.0,8,5,2,4,5,9,16,6,4,3,9.870075525311052e+17,3,4,6,8935.0,11,14,20,2,24,2,5727.0
264091107.0,0,8,104968.0,330.0,1085.0,3017382.0,16,8,5,7,9,1,6,9,3,6,9.870075525332051e+17,6,8,5,10352.0,7,8,6,5,26,6,7955.0
137143200.0,14,0,,34814.0,,,0,14,11,13,14,25,23,15,3,15,9.870075503282052e+17,24,20,16,,0,17,0,11,2,11,
148842731.0,3,2,105294.0,236.0,4353.0,2782113.0,15,2,14,1,2,14,0,3,3,1,9.870075596513052e+17,1,6,12,8475.0,14,16,3,22,27,22,5777.0
148842731.0,3,2,105294.0,236.0,4353.0,2782113.0,15,2,14,1,2,14,0,3,3,1,9.870075596513052e+17,1,6,12,8475.0,14,16,3,22,27,22,5777.0
264091107.0,0,8,104968.0,330.0,1085.0,3017382.0,16,8,5,7,9,1,6,9,3,6,9.870075525332051e+17,6,8,5,10352.0,7,8,6,5,26,6,7955.0
156652814.0,14,0,,,,2750405.0,0,15,12,14,16,8,23,16,4,12,,24,19,0,,0,28,0,10,13,11,
130168302.0,16,24,105078.0,2312.0,888.0,6252001.0,9,28,23,25,26,13,17,28,4,24,9.870072691397052e+17,19,27,3,13557.0,2,26,22,21,21,21,6578.0
128919823.0,20,1,105116.0,5000.0,4160.0,2077456.0,10,1,0,0,1,23,19,2,5,0,9.870075548096051e+17,0,0,8,8474.0,3,4,2,0,23,0,5776.0
130890862.0,12,7,105841.0,545.0,690.0,357994.0,4,7,12,6,25,20,15,8,0,5,9.870075480443052e+17,5,5,20,9887.0,6,3,18,4,6,5,8347.0
189116956.0,4,9,105087.0,209.0,1318.0,2921044.0,17,9,4,8,0,12,20,10,3,7,9.870075597787052e+17,7,14,23,10438.0,22,7,9,20,8,20,7118.0
148842731.0,3,2,105294.0,236.0,4353.0,2782113.0,15,2,14,1,2,14,0,3,3,1,9.870075596513052e+17,1,6,12,8475.0,14,16,3,22,27,22,5777.0
159367111.0,17,13,105023.0,276.0,1524.0,1861060.0,12,13,9,12,13,10,10,14,1,11,9.870075502402052e+17,11,18,2,11083.0,10,13,11,9,11,10,6916.0
146498911.0,15,12,105162.0,8240.0,1518.0,294640.0,11,12,8,11,12,2,11,13,1,10,9.870075525353052e+17,10,17,4,11071.0,9,12,10,8,12,9,5746.0
1.775152140023111e+21,18,15,149420.0,5618.0,,,0,18,16,17,7,6,21,18,1,14,9.870075558911052e+17,22,21,27,,23,22,0,11,15,4,798994.0
264091107.0,0,8,104968.0,330.0,1085.0,3017382.0,16,8,5,7,9,1,6,9,3,6,9.870075525332051e+17,6,8,5,10352.0,7,8,6,5,26,6,7955.0
1.514591099972706e+19,14,0,,,,,0,16,17,15,14,25,23,0,3,12,,24,16,0,,0,27,0,11,3,11,
189116956.0,4,9,105087.0,209.0,1318.0,2921044.0,17,9,4,8,0,12,20,10,3,7,9.870075597787052e+17,7,14,23,10438.0,22,7,9,20,8,20,7118.0
135958350.0,8,6,94439.0,6670.0,336.0,2623032.0,6,6,3,5,6,19,4,7,3,4,9.870075548070052e+17,4,7,10,9609.0,5,6,5,3,28,3,7997.0
127756949.0,2,23,104990.0,54467.0,3774.0,2635167.0,21,27,22,24,17,3,7,27,3,23,9.870075549520051e+17,8,13,11,13526.0,20,10,21,16,20,15,8302.0
159364209.0,19,19,94383.0,1004.0,4320.0,2661886.0,1,23,24,21,21,22,3,23,3,18,9.870075548114052e+17,15,10,7,13156.0,21,24,14,17,25,17,6764.0
264091107.0,0,8,104968.0,330.0,1085.0,3017382.0,16,8,5,7,9,1,6,9,3,6,9.870075525332051e+17,6,8,5,10352.0,7,8,6,5,26,6,7955.0
156652814.0,14,0,,,,2750405.0,0,15,12,14,16,8,23,16,4,12,,24,19,0,,0,28,0,10,13,11,
8.191487536786413e+20,14,17,,18601.0,,,0,21,10,19,8,25,23,21,2,17,9.870075572412051e+17,13,22,18,,0,2,0,11,22,11,
134262032.0,5,18,94304.0,2996.0,4620.0,8354411.0,22,22,19,20,24,4,8,22,3,22,9.870075597773052e+17,20,24,24,13559.0,1,25,19,15,16,14,354904.0
131265011.0,7,10,105037.0,1959.0,1182.0,390903.0,18,10,6,9,10,15,5,11,3,8,9.870075643244051e+17,9,9,19,10535.0,19,9,7,6,9,8,7958.0
146498911.0,15,12,105162.0,8240.0,1518.0,294640.0,11,12,8,11,12,2,11,13,1,10,9.870075525353052e+17,10,17,4,11071.0,9,12,10,8,12,9,5746.0
189116956.0,4,9,105087.0,209.0,1318.0,2921044.0,17,9,4,8,0,12,20,10,3,7,9.870075597787052e+17,7,14,23,10438.0,22,7,9,20,8,20,7118.0
156652814.0,14,0,,,,2750405.0,0,15,12,14,16,8,23,16,4,12,,24,19,0,,0,28,0,10,13,11,
244983681.0,1,22,105573.0,5585.0,4580.0,298795.0,14,26,21,26,23,16,13,26,1,21,9.870073129541052e+17,18,26,22,13409.0,17,20,17,19,4,19,7320.0
