ViafId,Country,Population,MusicBrainzAreaId,OfficialWebsite,CoatOfArms,OpenStreetMapRelationId,Latitude,GeoNamesId,CommonsCategory,Longitude,WhosOnFirstId,MainCategory,Image,FreebaseId,INaturalistPlaceId
312803128.0,12,4588944.0,159,201,122,2145274.0,48.133333,2861322.0,292,11.566667,,288,113,41,
154758959.0,12,11069533.0,80,197,167,62611.0,48.5377777778,2953481.0,37,9.0411111111,85682567.0,37,243,232,12870.0
152458021.0,10,202417.0,21,99,43,7448.0,47.0833333333,2990371.0,171,3.5,85683359.0,166,166,292,30151.0
4.514478295017968e+19,2,2.0,72,189,181,2177227.0,-53.0935277778,1547314.0,114,73.517,85632239.0,115,110,106,10293.0
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
159439709.0,36,356055.0,188,60,147,349004.0,42.3833333333,3127460.0,199,-3.6666666667,85682667.0,194,114,12,30009.0
134926349.0,10,,159,0,181,,45.06364582,,172,6.06940879,,310,167,316,
152448610.0,14,306701.0,92,251,194,167044.0,42.4228,3175120.0,208,13.3945,85685505.0,203,77,117,33102.0
127379211.0,14,31842.0,17,44,64,42724.0,43.9333333333,6542137.0,52,10.3,101827369.0,52,59,207,
315153102.0,10,8642.0,43,33,54,104836.0,45.9222222222,3027301.0,66,6.8688888889,101829035.0,64,65,305,
146565993.0,14,1308451.0,60,132,216,53937.0,42.2166666667,3183560.0,6,13.8333333333,,6,40,246,10867.0
134502681.0,38,2457.0,159,156,247,1684570.0,47.5958,7287571.0,311,9.0329,1125906765.0,305,28,217,
126689312.0,10,227284.0,69,70,31,7452.0,45.0,3013760.0,108,4.0,85683413.0,109,140,290,30145.0
129821845.0,36,1518486.0,68,205,158,349047.0,38.0,2513413.0,243,-1.8333333333,85682791.0,231,1,239,10548.0
152467680.0,14,657786.0,166,252,204,42106.0,43.1121,3171179.0,214,12.3888,85685439.0,208,232,116,33200.0
140728002.0,41,921130.0,170,39,224,1153347.0,47.05,5806769.0,187,-122.11,102087547.0,182,169,302,411.0
131355070.0,41,570719.0,70,98,181,1245077.0,39.58,4143835.0,168,-75.64,102083891.0,163,109,275,1564.0
238797102.0,21,3513.0,159,146,117,1353102.0,50.1166666667,2960030.0,288,6.0,1125811873.0,281,255,183,127270.0
132460416.0,23,582728.0,211,129,170,47826.0,53.2580555556,2755249.0,103,6.7377777778,85687059.0,104,167,205,8528.0
7.144648134480807e+18,10,753.0,159,83,181,128254.0,45.4775,6617568.0,133,6.4561111111,1125904823.0,310,143,103,
263181452.0,10,1284948.0,131,229,37,7437.0,45.1833333333,3012715.0,119,5.7166666667,85683427.0,120,206,284,30227.0
155937641.0,39,241000.0,235,8,98,3766485.0,25.7833333333,291075.0,238,55.95,85667951.0,88,167,81,10416.0
141432516.0,10,140976.0,159,226,34,7436.0,44.6666666667,3013738.0,112,6.3333333333,85683597.0,113,270,263,99560.0
211842190.0,14,,202,121,205,42455.0,43.91015,3171172.0,215,12.9133,85685375.0,209,219,137,33161.0
153009195.0,30,10347892.0,114,250,97,295480.0,38.7,2264397.0,190,-9.1833333333,85633735.0,186,167,154,7122.0
158336625.0,14,,180,119,207,42338.0,43.7166666667,3170646.0,217,10.4,85685419.0,211,194,140,
1.425145424654787e+21,33,161377.0,159,0,181,388256.0,49.2208333333,3056507.0,315,18.7405555556,,309,167,195,105731.0
143089635.0,10,,159,0,181,,44.935,,172,5.76583333,,310,167,104,
137913992.0,10,230956.0,95,227,35,7467.0,43.2333333333,3013726.0,113,0.0680555556,85683203.0,114,234,276,30199.0
137152383.0,29,4617000.0,50,142,188,224462.0,50.3333333333,3337497.0,268,19.0,85687277.0,258,129,173,7801.0
148932214.0,40,13040.0,23,183,181,11351080.0,52.4166666667,2657782.0,5,-4.0666666667,101853087.0,5,20,1,
244334444.0,10,2443.0,159,90,57,272080.0,44.4069444444,2970885.0,295,4.3936111111,101772983.0,290,196,268,
138394099.0,14,869813.0,119,128,214,44580.0,45.55,3164418.0,229,11.55,85685287.0,221,269,112,33209.0
134870569.0,36,1044405.0,64,0,192,349014.0,28.1666666667,2511173.0,222,-17.3333333333,,215,167,18,108268.0
146499420.0,1,47327407.0,12,191,82,286393.0,-34.0,3865483.0,24,-64.0,85632505.0,24,94,242,7190.0
129454605.0,10,5598.0,214,151,18,53662.0,50.3752777778,6454426.0,306,3.3919444444,101840747.0,300,276,109,
138813597.0,29,2121229.0,113,105,186,130957.0,49.95,858788.0,277,22.1666666667,85687295.0,185,210,73,11622.0
236371642.0,3,8190.0,104,192,10,1246147.0,51.0,2803054.0,29,5.5833333333,101838769.0,29,34,35,
154758959.0,12,11069533.0,80,197,167,62611.0,48.5377777778,2953481.0,37,9.0411111111,85682567.0,37,243,232,12870.0
130187352.0,10,1201883.0,128,74,36,7429.0,43.6109194444,3013500.0,117,3.8772305556,85683419.0,118,199,267,30185.0
124335719.0,14,,159,34,202,39374.0,38.1833333333,2524169.0,151,15.55,,147,178,316,
304538503.0,10,,159,0,181,,45.878142,,172,6.36285663,,310,167,316,
7.475148997656461e+21,8,633021.0,184,78,86,2192363.0,55.6752777778,2618424.0,128,12.5702777778,1159297727.0,74,76,98,98689.0
251380480.0,14,2748109.0,209,163,218,41485.0,41.8930555556,3169070.0,249,12.4827777778,101752607.0,238,220,162,9087.0
158263965.0,41,3285874.0,56,173,115,4422604.0,18.25,4566966.0,232,-66.5,85633729.0,224,121,155,6848.0
168102849.0,10,186735.0,159,0,181,1655434.0,49.6375,3025465.0,172,-1.62888889,,310,167,161,
139492016.0,40,255324.0,78,284,76,51781.0,51.4975,3333218.0,70,-0.1372222222,,68,185,209,30423.0
138407449.0,12,2143145.0,241,177,106,62366.0,51.0,2822542.0,284,11.0,85682541.0,276,89,177,12881.0
143849075.0,41,689545.0,159,49,181,162069.0,38.9169444444,4138106.0,80,-77.0086111111,85688741.0,80,82,316,5.0
125475793.0,41,7151502.0,181,161,181,162018.0,34.2866666667,5551752.0,25,-111.6569444444,85688719.0,25,72,315,40.0
234191213.0,10,258555.0,222,77,38,7460.0,46.675278,3012051.0,122,5.554444,85683173.0,123,280,289,30171.0
154758959.0,12,11069533.0,80,197,167,62611.0,48.5377777778,2953481.0,37,9.0411111111,85682567.0,37,243,232,12870.0
147736716.0,41,843843.0,27,280,181,396505.0,34.36,5405889.0,301,-119.15,102086933.0,295,263,260,1930.0
159579700.0,3,5651.0,159,278,16,2453951.0,49.91093,2784999.0,298,5.56629,101811535.0,293,261,36,
243076111.0,38,2169.0,159,233,92,1684352.0,47.5819444444,7286337.0,134,8.2194444444,404569039.0,128,144,216,
316733607.0,36,7160.0,159,17,160,344297.0,40.304184,6356963.0,13,0.2250867,101776657.0,13,26,179,
149921888.0,14,4983478.0,204,7,101,39152.0,37.5999583333,2523119.0,267,14.0153777778,,257,7,169,96908.0
123172222.0,10,439385.0,35,150,51,7377.0,46.5813888889,2969280.0,303,0.3405555556,85683185.0,297,201,57,30216.0
222028075.0,26,4572.0,63,224,172,412537.0,60.4563888889,3154695.0,104,12.0583333333,1159297575.0,105,107,34,40114.0
146221602.0,10,360673.0,136,154,52,7384.0,48.1666666667,2967681.0,304,6.4166666667,85683223.0,298,66,300,30194.0
127757650.0,6,49065615.0,4,222,85,120027.0,4.0,3686110.0,72,-73.25,85632519.0,71,30,60,7196.0
150084602.0,41,1043433.0,238,104,181,1832206.0,32.0652777778,5308878.0,189,-111.8208333333,102081135.0,184,192,274,2346.0
312732044.0,5,4067175.0,18,185,81,391186.0,55.0,5883102.0,12,-115.0,85682091.0,12,10,241,6834.0
150089697.0,36,195516.0,53,58,148,349024.0,40.0,2519034.0,202,-2.0,85682715.0,197,265,9,30019.0
142524838.0,14,541098.0,149,125,231,45756.0,46.0664228,3165241.0,226,11.1257601,85685277.0,279,254,142,33199.0
146565993.0,14,1308451.0,60,132,216,53937.0,42.2166666667,3183560.0,6,13.8333333333,,6,40,246,10867.0
148933771.0,38,55234.0,199,190,237,1686649.0,47.3784,2661739.0,58,9.3128,85682353.0,21,112,69,12660.0
316878015.0,12,385748.0,7,25,112,16347.0,52.5166666667,2870912.0,153,13.3666666667,420784293.0,149,167,76,
136040784.0,39,504836.0,159,16,125,3766482.0,25.4,292933.0,87,55.5,85667969.0,86,167,24,10412.0
149744041.0,12,124623.0,159,85,245,62618.0,50.67,3302169.0,130,10.42,1125326039.0,251,167,75,98656.0
153787951.0,10,1864.0,159,239,181,129494.0,45.4338888889,6442864.0,254,6.6369444444,101851235.0,310,226,108,
137228189.0,10,299573.0,151,209,26,7456.0,47.0811111111,3025480.0,68,2.4444444444,85683549.0,66,52,251,30157.0
133609710.0,36,47415750.0,74,159,136,1311341.0,40.2,2510769.0,275,-3.5,85633129.0,265,167,164,6774.0
147747721.0,28,41540086.0,31,64,181,553303.0,25.9,1811017.0,94,118.3,85669735.0,94,122,277,54517.0
240515288.0,38,379.0,159,62,63,1685307.0,46.083,7285826.0,91,6.9767,1125912009.0,90,93,227,
143296197.0,36,25087.0,159,136,181,2806754.0,42.2711111111,,248,2.2552777778,,237,216,100,
147762058.0,41,4420568.0,67,240,181,1832201.0,33.5138888889,5303754.0,149,-112.4758333333,102087421.0,145,154,273,1861.0
154323889.0,38,8902308.0,20,184,105,51701.0,46.798562,2658434.0,280,8.231973,85633051.0,271,167,166,7236.0
243889070.0,36,7833.0,159,65,137,345232.0,37.5291062,6361000.0,97,-6.1538842,101843473.0,97,98,99,
124369919.0,12,,159,137,181,2106112.0,48.0,2925180.0,239,8.33,,92,167,43,
146785329.0,41,20201249.0,112,244,94,61320.0,43.0,5128638.0,169,-75.0,85688543.0,164,163,146,48.0
169185894.0,36,584507.0,118,29,135,349013.0,43.3333333333,3336898.0,55,-4.0,85682833.0,55,21,237,7751.0
124327357.0,36,158421.0,221,0,156,349009.0,40.6160916667,3129138.0,231,-4.9290305556,85682639.0,223,0,11,30008.0
149551740.0,14,531178.0,24,167,229,47046.0,46.50000001,3181912.0,274,11.33333334,85685271.0,264,111,33,33198.0
235897079.0,23,233273.0,160,4,171,409862.0,53.2167,2755250.0,102,6.5667,,103,54,316,17171.0
132441531.0,28,1443497378.0,121,221,180,270056.0,35.8447222222,1814991.0,69,103.4519444444,85632695.0,179,43,202,6903.0
156652814.0,20,17590672.0,227,260,220,47796.0,52.3166666667,2750405.0,167,5.55,85633337.0,162,128,145,7506.0
158291886.0,41,66021.0,203,37,181,1832179.0,35.4238888889,5551519.0,21,-109.4425,102087429.0,20,174,272,956.0
264835402.0,17,5545000.0,82,0,70,9185096.0,-1.2863888889,184745.0,164,36.8172222222,421174401.0,159,164,150,10957.0
149845755.0,36,,159,0,181,,40.3987527778,6355233.0,211,-3.7243305556,,310,167,316,
237013719.0,10,,159,0,181,,49.3875,,172,-1.7266666667,,310,167,91,
167905464.0,12,131347.0,159,273,121,62583.0,53.92,3249077.0,126,9.5,1125421843.0,266,167,304,98475.0
312739635.0,41,689545.0,176,165,228,5396194.0,38.895,4140963.0,308,-77.0366666667,85931779.0,302,80,310,7643.0
154831329.0,36,10175.0,159,0,79,2810776.0,42.7225,3106654.0,293,0.8372222222,,289,258,253,
136040784.0,39,504836.0,159,16,125,3766482.0,25.4,292933.0,87,55.5,85667969.0,86,167,24,10412.0
251380480.0,14,2748109.0,209,163,218,41485.0,41.8930555556,3169070.0,249,12.4827777778,101752607.0,238,220,162,9087.0
153171915.0,10,693027.0,71,232,9,7450.0,43.25,2984887.0,234,-0.8333333333,85683539.0,226,167,281,30142.0
154039736.0,3,12295.0,54,281,232,1516302.0,51.0722,2784805.0,302,2.6622,101837557.0,296,264,26,15007.0
144231507.0,5,14223942.0,39,245,96,68841.0,50.0,6093943.0,178,-85.0,85682057.0,172,27,151,6883.0
165356017.0,10,663202.0,239,13,20,7387.0,46.0833333333,3038422.0,9,5.3333333333,85683153.0,9,218,261,30223.0
143849075.0,41,689545.0,159,49,181,162069.0,38.9169444444,4138106.0,80,-77.0086111111,85688741.0,80,82,316,5.0
147345791.0,10,767083.0,169,69,29,7403.0,47.964167,3013663.0,106,7.319722,85683381.0,107,71,295,30137.0
144272257.0,10,1456365.0,145,157,53,7457.0,48.8333333333,2967196.0,313,1.9166666667,85683367.0,307,200,280,30182.0
168860481.0,10,,159,0,53,11205890.0,48.8,,265,2.1333333333,,254,167,54,
3.8144648342599115e+19,36,1460.0,161,269,143,342237.0,43.009086,6358158.0,263,-2.2527923,101844727.0,252,233,127,
143787274.0,36,661537.0,130,97,141,349027.0,42.8166666667,3115609.0,166,-1.65,85682795.0,161,9,221,10544.0
170297260.0,10,769029.0,33,236,39,7420.0,45.7538055556,2997870.0,140,4.2245972222,,135,105,184,30228.0
139540695.0,14,121799.0,212,45,69,45319.0,45.5836111111,6537122.0,155,9.2736111111,101752709.0,151,211,230,
316735070.0,36,185.0,159,10,165,346729.0,42.374873,6357630.0,266,2.301495,1343793599.0,255,235,158,
146565993.0,14,1308451.0,60,132,216,53937.0,42.2166666667,3183560.0,6,13.8333333333,,6,40,246,10867.0
155934955.0,36,785240.0,81,57,191,349016.0,38.0,2519239.0,205,-4.83333333,85682697.0,200,167,7,30000.0
145816661.0,36,726033.0,226,66,138,349015.0,43.1666666667,3120935.0,101,-2.1666666667,85682741.0,101,99,121,30040.0
1.2144647639603028e+19,10,227693.0,159,0,181,1661547.0,46.16666667,3006783.0,172,-1.16666667,,27,167,186,
147693495.0,2,1767247.0,44,264,104,2316596.0,-30.0,2061327.0,272,135.0,85681519.0,262,224,165,6899.0
124562170.0,8,1223894.0,191,135,181,1319978.0,55.3333333333,6418542.0,242,9.6666666667,85682575.0,232,213,147,96857.0
124331820.0,36,386464.0,207,55,157,348989.0,38.8333333333,2522257.0,193,-2.0,85682621.0,188,25,10,30017.0
124792169.0,40,235540.0,171,228,77,1433249.0,57.5,2646944.0,115,-5.0,85683747.0,116,2,4,49296.0
169185894.0,36,584507.0,118,29,135,349013.0,43.3333333333,3336898.0,55,-4.0,85682833.0,55,21,237,7751.0
156652814.0,20,17590672.0,227,260,220,47796.0,52.3166666667,2750405.0,167,5.55,85633337.0,162,128,145,7506.0
140713831.0,15,14264798.0,142,241,130,1543125.0,35.6894444444,1850144.0,285,139.6916666667,85672817.0,277,250,174,10935.0
140311233.0,10,841482.0,154,72,181,7407.0,46.0,3013736.0,109,6.3333333333,85683227.0,110,204,298,30226.0
316734418.0,36,258.0,159,0,181,343172.0,37.1939294,6355609.0,299,-2.4029018,1125899447.0,310,262,212,
147736716.0,41,843843.0,27,280,181,396505.0,34.36,5405889.0,301,-119.15,102086933.0,295,263,260,1930.0
152448610.0,14,306701.0,92,251,194,167044.0,42.4228,3175120.0,208,13.3945,85685505.0,203,77,117,33102.0
2.3144814298750923e+19,10,451317.0,115,259,46,4850451.0,45.995504,2987410.0,246,4.7195702,85683569.0,235,115,252,30229.0
127299962.0,6,7743955.0,107,162,133,1387968.0,4.60971,3688689.0,43,-74.08175,85670165.0,44,49,49,59580.0
167749132.0,14,406.0,159,42,181,46711.0,46.0666666667,6542825.0,20,8.1166666667,1125794177.0,19,31,223,
124562170.0,8,1223894.0,191,135,181,1319978.0,55.3333333333,6418542.0,242,9.6666666667,85682575.0,232,213,147,96857.0
129021221.0,10,334872.0,36,186,17,1450201.0,46.3333333333,3038111.0,14,3.1666666667,85683293.0,14,217,262,30143.0
154774965.0,36,669943.0,96,53,190,348994.0,38.667,2521419.0,196,-6.167,85682643.0,191,135,13,49273.0
134395876.0,3,1505053.0,141,172,236,53135.0,51.0,2789733.0,84,3.75,85681733.0,83,103,22,97577.0
135958350.0,18,5827463.0,75,51,179,50046.0,56.0,2623032.0,78,10.0,85633121.0,78,81,245,8051.0
141918290.0,14,670943.0,8,115,199,39788.0,39.3,2524906.0,201,16.25,85685565.0,196,79,122,33114.0
236361347.0,10,564566.0,144,148,49,7445.0,44.0,2970554.0,297,5.1666666667,85683201.0,292,41,250,99563.0
128544491.0,13,9599744.0,48,170,90,21335.0,47.0,719819.0,116,19.0,85633237.0,117,167,105,7399.0
7.475148997656461e+21,8,633021.0,184,78,86,2192363.0,55.6752777778,2618424.0,128,12.5702777778,1159297727.0,74,76,98,98689.0
154758959.0,12,11069533.0,80,197,167,62611.0,48.5377777778,2953481.0,37,9.0411111111,85682567.0,37,243,232,12870.0
146669294.0,41,1694251.0,159,5,181,2552485.0,40.7166666667,5128594.0,170,-74.0,102081863.0,165,152,316,1264.0
157098389.0,39,3355900.0,164,214,88,3766483.0,25.2644444444,292224.0,88,55.3116666667,85667983.0,87,257,19,10413.0
145420598.0,14,594657.0,163,114,198,45614.0,45.8166666667,3178227.0,200,9.0833333333,85685235.0,195,74,114,33147.0
163480438.0,12,94146.0,179,220,242,418617.0,50.5833333333,2920512.0,100,8.6666666667,101748589.0,100,104,77,
240105729.0,10,683.0,159,246,14,556942.0,44.6844444444,6446668.0,179,6.325,101895893.0,173,171,107,
150098761.0,10,331415.0,186,20,22,7430.0,44.6666666667,3037147.0,23,4.4166666667,85683421.0,23,95,286,30224.0
169605151.0,36,7000621.0,148,89,145,349055.0,40.42526,3117732.0,73,-3.69063,85682783.0,72,75,238,10543.0
235204004.0,36,925237.0,159,0,181,2350067.0,41.5638888889,,296,2.0397222222,,291,228,83,
139739068.0,2,1101.0,159,194,181,11677425.0,-13.35833333,7839556.0,172,141.72805556,,256,167,171,18807.0
133156117.0,14,889639.0,137,126,213,45347.0,45.8166666667,3164697.0,227,8.8333333333,85685231.0,219,260,124,33156.0
245823073.0,3,50281.0,42,200,11,391751.0,51.2,2802035.0,42,4.25,101755571.0,42,240,29,
312549521.0,10,279649.0,198,160,15,7451.0,44.25,3035691.0,33,2.7,85683301.0,33,92,265,30196.0
154803923.0,10,2611293.0,84,100,13,7400.0,50.6213888889,2990129.0,173,3.0322222222,85683445.0,167,5,194,30203.0
148920722.0,36,1120134.0,223,158,149,349021.0,43.37,3119840.0,192,-8.4,85682701.0,187,273,15,30034.0
141914082.0,30,2135992.0,83,0,181,2897141.0,38.7,2267056.0,137,-9.1833333333,85687367.0,132,167,138,13203.0
133677400.0,41,10014009.0,109,169,181,396479.0,34.05,5368381.0,142,-118.25,102086957.0,137,148,247,962.0
159635910.0,29,2915245.0,215,147,185,224457.0,51.0833333333,3337492.0,144,16.3833333333,85687301.0,139,84,70,11617.0
234980080.0,41,219346.0,195,36,181,8348295.0,47.2525,5812944.0,282,-122.4475,101730275.0,273,247,2,
155855229.0,26,5550203.0,100,101,95,1059668.0,65.0,3144096.0,176,11.0,85633341.0,170,106,148,7016.0
138486691.0,0,5440.0,159,247,161,2804758.0,42.555,3039676.0,180,1.5330555556,85667929.0,174,108,129,10406.0
254102264.0,15,7521192.0,79,107,127,3560336.0,35.1801666667,1865694.0,8,136.9064166667,85672731.0,8,156,89,10905.0
143875300.0,10,1049942.0,86,94,42,51854.0,49.033889,2991627.0,157,6.661944,85683271.0,153,248,283,30193.0
151283358.0,41,282424.0,157,40,226,396496.0,35.38,5392329.0,257,-120.45,102085385.0,245,245,256,1251.0
