StrandOrientation,GenomicEndPosition,GeneId,GeneDbId,GeneType,ChromosomeId,GenomicStartPosition
1,44727,395,395,1,93,44119
0,978860,278,278,1,27,978390
0,7294,264,264,0,75,6638
0,9111,132,132,0,63,8734
1,633393,83,83,0,11,632488
0,2852,17,17,0,40,2211
0,1610144,116,116,0,28,1609563
1,219644,72,72,0,14,218985
1,873,5,5,0,35,262
0,462632,140,140,0,4,462006
0,1707,378,378,0,85,1054
0,555039,79,79,0,7,554104
0,897457,275,275,0,27,896894
1,522983,295,295,0,10,522417
1,930600,244,244,0,22,929947
0,459742,252,252,0,16,459083
0,8892,376,376,0,50,8245
0,407298,184,184,0,15,406639
1,95645,65,65,0,2,95094
1,296809,421,421,0,4,296102
1,438791,33,33,0,3,438168
0,296422,246,246,0,16,295724
1,311595,412,412,0,14,311224
0,22912,59,59,0,58,22523
1,20624,75,75,0,43,19953
0,276224,137,137,0,22,275592
1,603114,239,239,0,10,602248
0,610905,157,157,0,4,610333
1,893116,241,241,1,22,892445
1,9993,34,34,0,41,9376
1,1448091,90,90,0,28,1447573
1,12594,199,199,0,47,11959
0,389569,250,250,0,16,388676
0,28027,45,45,0,53,27344
0,406686,139,139,0,4,406078
0,32545,265,265,0,76,31979
0,11424,41,41,1,52,10828
0,474095,355,355,0,17,473496
1,891600,274,274,1,27,891058
1,1570983,122,122,0,28,1570405
1,487260,203,203,0,23,486679
0,28680,130,130,1,63,27985
0,478938,103,103,0,0,478315
0,1109266,398,398,0,23,1108595
0,21792,346,346,0,79,21193
1,649380,238,238,0,10,648745
1,538452,147,147,0,22,537880
0,21840,232,232,0,71,21079
0,567898,125,125,0,19,567485
0,53116,397,397,0,93,52718
0,302673,247,247,0,16,302005
1,633183,236,236,0,10,632827
0,1591262,332,332,0,27,1590720
0,559332,145,145,0,20,558976
1,627298,101,101,0,6,626603
1,555039,429,429,0,4,554545
0,269583,420,420,0,4,268954
0,1591401,214,214,1,26,1590901
1,1060193,191,191,0,28,1059636
0,272757,181,181,0,17,271798
0,21892,340,340,0,78,21179
1,400683,57,57,0,3,400036
0,11825,46,46,0,53,11139
1,610947,368,368,0,22,610288
0,1183104,326,326,0,26,1182499
0,1871216,110,110,0,28,1870641
1,1100102,407,407,0,27,1099440
0,217404,23,23,0,16,216745
1,2130876,106,106,0,28,2130250
1,5418,233,233,0,71,4696
0,266951,175,175,0,14,266226
0,643220,201,201,0,6,642618
1,238595,173,173,0,14,237978
1,174019,66,66,0,14,173294
1,33533,391,391,0,92,32910
0,66227,303,303,0,1,65685
1,1038285,192,192,0,28,1037734
0,1299223,187,187,0,28,1298663
0,549268,76,76,0,7,548651
1,1790185,221,221,0,27,1789544
1,110877,156,156,0,2,110344
1,44362,302,302,1,15,43754
1,375323,426,426,0,4,374682
1,1894275,112,112,0,28,1893637
0,48963,359,359,0,83,48349
0,63431,64,64,0,59,62859
0,563485,95,95,0,20,563114
1,1947,16,16,1,39,1330
1,849658,24,24,0,27,849029
0,17246,269,269,0,76,16593
1,11667,262,262,0,74,10975
1,1192370,315,315,0,28,1191744
1,789660,151,151,0,22,789061
0,484940,356,356,0,17,484143
0,551183,228,228,0,19,550740
0,1665163,30,30,0,27,1664528
0,15815,362,362,0,83,15231
0,423275,205,205,0,23,422700
0,50225,396,396,0,93,49587
0,23909,363,363,0,83,23259
0,1935320,217,217,0,27,1934724
1,1439745,91,91,0,28,1439215
0,1646736,215,215,0,26,1646206
1,5356,351,351,0,82,4736
0,281837,180,180,0,17,281250
0,422988,183,183,0,15,422386
0,431207,427,427,0,4,430704
0,565167,382,382,0,20,564760
1,4939,7,7,0,33,4241
0,497547,254,254,0,16,496699
0,2159962,327,327,0,27,2159390
1,1722444,339,339,0,25,1721857
1,210445,136,136,1,11,209840
1,636879,160,160,0,4,636250
1,2103139,222,222,0,28,2102468
0,211634,419,419,0,0,211245
1,34921,270,270,0,77,34262
0,1578872,121,121,0,28,1578312
0,596495,161,161,0,4,595866
1,9539,198,198,0,47,8904
1,491431,298,298,0,10,490859
0,465000,354,354,0,17,464038
0,283286,425,425,0,4,282588
0,1863,44,44,0,53,1279
0,1337715,212,212,1,26,1337152
1,10499,39,39,0,51,10110
0,6256,131,131,0,63,5888
0,77237,61,61,0,58,76545
0,1685667,118,118,0,28,1685527
1,566496,299,299,0,10,565864
0,1212108,312,312,0,28,1211533
1,8071,393,393,0,92,7124
1,631273,159,159,0,4,630704
1,1357417,311,311,0,28,1356881
1,1413348,211,211,0,26,1412725
0,897652,242,242,0,22,897068
1,102031,0,0,0,2,101630
0,460277,286,286,0,28,459570
1,542828,293,293,0,10,542232
1,2082607,36,36,0,28,2081918
1,673589,186,186,0,27,672981
0,253563,290,290,0,16,252895
0,1069989,195,195,0,28,1069351
1,54130,400,400,0,94,53294
1,225709,70,70,1,14,225092
1,2039757,329,329,0,27,2039173
0,55031,268,268,0,76,54300
1,42738,392,392,0,92,42403
1,698962,98,98,0,28,698387
1,1037760,370,370,0,22,1037092
0,510533,431,431,0,5,509916
1,1653046,114,114,0,28,1652444
0,602022,162,162,0,4,601444
0,9693,361,361,0,83,9067
0,331967,154,154,0,16,331098
1,57983,63,63,0,59,57381
0,488252,253,253,0,16,487683
0,152203,402,402,0,94,151562
1,7816,170,170,0,67,6941
0,473006,255,255,0,16,472107
1,8984,258,258,0,72,8412
0,285006,248,248,0,16,284026
0,786,373,373,0,84,88
0,521226,209,209,0,6,520573
1,1896,257,257,0,72,1198
0,433446,206,206,0,23,432955
0,297265,225,225,0,3,296609
0,421453,417,417,0,28,420860
1,10738,165,165,0,66,10142
0,410431,182,182,0,15,409799
0,739582,273,273,0,27,738989
0,741926,202,202,0,16,741234
1,2021354,37,37,0,28,2020752
0,22510,55,55,1,42,21845
0,12963,342,342,0,78,12349
1,1279824,190,190,0,28,1279111
0,2141017,328,328,0,27,2140400
1,203566,71,71,0,14,203195
1,641268,237,237,0,10,640657
1,1773473,335,335,1,28,1772775
1,537100,294,294,0,10,536468
1,3185,163,163,0,65,2544
1,1094415,319,319,0,28,1093786
0,548259,144,144,0,20,547909
0,4704,230,230,0,70,4066
0,55203,82,82,0,14,54550
0,288418,224,224,0,3,287768
0,165971,19,19,0,9,165327
1,627125,86,86,0,11,626559
0,606832,87,87,0,27,606242
1,11303,51,51,0,56,10641
1,661517,1,1,0,10,660867
