StrandOrientation,GenomicEndPosition,GeneId,GeneDbId,GeneType,ChromosomeId,GenomicStartPosition
0,18784,99,99,0,56,18002
1,992655,211,211,0,14,991897
0,297062,80,80,0,14,295851
1,13592,102,102,1,57,12324
1,30765,28,28,0,43,29968
0,422034,18,18,0,4,420934
0,907521,139,139,0,14,906301
0,12388,136,136,0,65,11468
1,2202884,183,183,0,19,2202237
1,65754,233,233,0,81,64810
1,1487286,179,179,0,18,1486264
1,17173,217,217,0,78,16040
0,13948,30,30,0,44,13148
0,313431,84,84,0,14,312547
0,285745,82,82,0,14,284939
1,975187,117,117,0,20,974237
0,1679298,72,72,0,20,1678525
0,6002,241,241,1,83,5043
1,1592913,74,74,1,20,1591840
1,643595,16,16,0,20,642765
1,407549,137,137,0,14,406749
0,251858,22,22,0,14,251211
1,4723,24,24,1,40,4340
1,23810,59,59,0,48,22572
0,231201,246,246,0,5,230431
1,2089274,124,124,0,19,2088630
0,13418,150,150,0,68,12669
0,1694274,69,69,0,20,1693627
0,25842,199,199,1,76,24370
0,9998,77,77,1,51,9753
0,1153229,240,240,0,19,1151997
0,1221966,176,176,0,18,1220947
0,1604402,188,188,0,19,1603254
1,1075329,3,3,0,14,1075195
1,884301,138,138,1,14,883339
0,23852,33,33,1,28,23046
0,1106541,227,227,0,15,1105297
1,655,0,0,1,84,2
0,223492,245,245,1,5,222386
0,1631767,71,71,0,20,1631120
0,658646,91,91,0,14,657867
0,266241,143,143,0,15,265438
0,11872,130,130,1,62,11348
0,1207750,193,193,0,14,1206605
