Gene_Type,Genomic_End_Position,Gene_Db_Id,Gene_Label,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
1,368350,51,51,87,367493,0
1,66037,97,97,124,63011,1
1,877,16,16,38,2,0
1,1381,106,106,40,2,0
1,1153652,149,149,124,1152030,0
1,45746,31,31,134,45168,1
1,47107,232,232,86,46339,1
1,35665,152,152,123,33647,1
1,2035,131,131,6,1445,0
1,921959,67,67,81,919047,0
0,282,119,119,50,1,1
1,903359,162,162,78,902475,0
1,3364,172,172,46,1112,0
1,8634,62,62,3,6310,0
1,6051,113,113,45,3256,0
1,223303,157,157,35,221369,0
1,147,10,10,10,1,0
1,706956,36,36,123,704473,0
1,15156,24,24,27,14362,1
1,944659,163,163,78,941918,1
1,513917,237,237,3,513297,0
1,46181,185,185,53,45609,1
1,46075,233,233,145,44094,1
1,1050263,160,160,92,1049748,0
1,1991,180,180,119,321,1
1,7580,90,90,26,6150,1
1,317768,194,194,1,315381,0
0,587282,70,70,73,586959,0
1,10942,202,202,9,10619,1
1,929,17,17,41,492,0
1,6341,63,63,144,3546,0
1,50252,212,212,79,48096,1
1,751195,190,190,126,748829,0
0,2270,60,60,60,1968,1
1,629366,210,210,111,627348,0
1,609376,209,209,74,606950,0
1,2735,218,218,14,1362,1
1,4117,226,226,32,1346,1
1,6226,11,11,36,4295,0
1,481120,111,111,83,478592,0
1,215,5,5,39,3,0
1,2208,145,145,69,1,1
1,857583,112,112,89,854629,0
1,4959,103,103,2,2632,0
1,38673,93,93,38,38134,1
1,2184398,89,89,1,2181870,1
1,821170,102,102,6,818471,0
1,640889,124,124,117,638082,0
1,699100,74,74,143,696140,0
0,2029693,141,141,84,2028950,0
1,4564,46,46,0,2810,1
1,1582,12,12,13,692,1
1,3052,58,58,66,605,0
1,498493,236,236,3,497942,0
1,6017,222,222,77,3066,0
1,4965,128,128,133,2173,1
1,585603,189,189,93,583600,0
1,2706,91,91,85,1,1
1,89160,184,184,15,86623,1
1,475584,99,99,124,473026,0
1,101201,25,25,86,100433,1
1,6087,15,15,121,4936,1
1,1639600,200,200,78,1637255,0
1,1686,2,2,132,1,1
1,10351,179,179,22,7736,1
1,1399795,23,23,21,1397420,0
1,651190,196,196,76,650348,0
0,17833,32,32,22,17345,1
1,612,73,73,125,103,1
1,32383,204,204,43,29822,0
1,69602,86,86,87,68706,1
1,182518,44,44,7,180932,1
1,18217,120,120,12,15659,0
1,88109,221,221,65,87465,0
1,540826,37,37,139,537914,0
1,5666,171,171,129,3972,0
1,267665,227,227,4,267153,0
1,28634,143,143,139,28311,1
1,1121147,216,216,8,1120731,0
1,583,161,161,109,2,0
1,2783,39,39,100,909,1
1,67398,223,223,6,66466,1
1,453362,134,134,16,452610,0
1,11981,107,107,28,9216,0
1,935665,193,193,62,933350,0
1,9109,154,154,123,6119,1
1,228,18,18,49,1,0
0,2248,20,20,34,1520,1
1,578251,165,165,29,576644,0
1,3080,56,56,130,735,1
1,45115,205,205,99,42281,0
1,2190,101,101,57,1,1
1,922,9,9,19,412,0
1,521339,136,136,129,518895,0
1,663276,135,135,139,662509,0
1,783875,69,69,58,783721,0
1,24991,117,117,82,22313,0
0,1238,215,215,77,288,1
1,4197,150,150,13,3526,1
0,1066,0,0,104,947,1
1,1161359,96,96,78,1159086,0
1,73875,213,213,79,71692,1
1,8168,50,50,15,5343,0
1,1842055,211,211,71,1840004,0
1,40883,52,52,110,38052,1
1,9729,92,92,25,7402,1
1,17064,80,80,2,15238,0
1,521580,40,40,59,519241,0
1,207218,122,122,81,204852,1
1,640440,118,118,97,637990,0
1,957,170,170,21,103,1
1,504842,75,75,29,502038,0
1,45868,115,115,73,44981,1
1,18211,55,55,107,15392,1
1,963,78,78,115,103,1
1,772241,49,49,134,769332,0
0,1411,1,1,120,1097,0
1,630925,173,173,86,630173,0
1,35958,41,41,1,35374,1
1,34273,7,7,68,33176,1
1,617,57,57,5,1,0
1,478396,137,137,129,477242,0
1,392192,108,108,126,389835,0
1,28437,220,220,116,25624,1
1,4194,219,219,125,3232,0
1,16367,33,33,21,13620,1
1,13228,197,197,90,10472,1
1,1874,59,59,48,3,1
1,51751,110,110,75,49106,0
0,581031,238,238,55,580762,0
1,184333,77,77,48,183608,0
1,382722,104,104,51,380155,0
1,9773,228,228,31,7086,0
1,10829,83,83,51,8487,1
1,281858,155,155,1,279111,0
1,326018,105,105,118,323649,0
1,112160,88,88,147,109194,0
1,563,45,45,146,3,1
1,8610,81,81,139,7165,0
1,250640,175,175,80,247890,0
1,1020701,164,164,4,1018377,0
1,23344,167,167,114,21104,0
1,57748,53,53,44,55331,1
1,7904,100,100,127,5580,1
0,2011553,3,3,96,2010699,0
1,26773,114,114,109,26201,1
1,2033316,142,142,54,2030554,0
1,15743,208,208,95,15195,1
1,822273,214,214,123,821002,0
1,16756,28,28,72,15296,0
1,88412,98,98,8,86619,1
1,7310,234,234,77,4494,0
0,586872,181,181,70,586129,0
1,360854,47,47,51,358083,1
1,215357,64,64,7,214062,1
1,254233,182,182,81,251879,1
1,26957,139,139,78,26184,0
1,856711,132,132,17,855554,0
