Gene_Type,Genomic_End_Position,Gene_Db_Id,Gene_Label,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,438791,31,31,144,438168,1
0,11825,43,43,128,11139,0
0,610947,364,364,169,610288,1
0,1183104,322,322,40,1182499,0
0,1871216,107,107,17,1870641,0
0,1100102,404,404,103,1099440,1
0,223254,285,285,24,222562,0
0,2130876,103,103,98,2130250,1
0,5418,226,226,78,4696,1
0,274287,169,169,100,273715,1
0,212591,428,428,81,211887,1
0,253619,167,167,32,252897,0
0,190891,64,64,100,190256,1
0,33533,388,388,148,32910,1
0,66227,298,298,122,65685,0
0,1038285,187,187,98,1037734,1
0,1299223,182,182,98,1298663,0
0,555039,76,76,80,554104,0
0,1790185,215,215,35,1789544,1
0,110877,152,152,162,110344,1
0,70385,295,295,159,69732,0
0,406686,135,135,99,406078,0
0,1894275,109,109,29,1893637,1
0,48963,355,355,106,48349,0
0,63431,61,61,128,62859,0
0,563485,92,92,18,563114,0
1,1947,14,14,142,1330,1
0,849658,22,22,124,849029,1
0,17246,262,262,44,16593,0
0,11667,255,255,44,10975,1
0,1192370,311,311,161,1191744,1
0,789660,147,147,59,789061,1
0,484940,352,352,52,484143,0
0,551183,221,221,162,550740,0
0,1665163,28,28,151,1664528,0
0,15815,358,358,51,15231,0
0,423275,200,200,5,422700,0
0,50225,393,393,103,49587,0
0,23909,359,359,143,23259,0
0,1935320,211,211,124,1934724,0
0,1439745,88,88,58,1439215,1
0,1646736,209,209,19,1646206,0
0,5356,347,347,136,4736,1
0,281837,176,176,101,281250,0
0,217404,21,21,24,216745,0
0,462632,136,136,99,462006,0
0,565167,379,379,82,564760,0
0,4939,6,6,1,4241,1
0,497547,247,247,24,496699,0
0,2159962,323,323,72,2159390,0
0,1722444,335,335,22,1721857,1
0,627125,83,83,171,626559,1
0,510533,430,430,45,509916,0
0,2103139,216,216,58,2102468,1
0,211634,416,416,8,211245,0
0,34921,263,263,128,34262,1
0,1578872,118,118,17,1578312,0
0,602022,158,158,145,601444,0
0,9539,193,193,96,8904,1
0,497850,291,291,44,497083,1
0,465000,350,350,2,464038,0
0,296809,418,418,99,296102,1
0,1863,41,41,132,1279,0
1,1337715,206,206,31,1337152,0
0,10499,37,37,95,10110,1
0,6256,128,128,132,5888,0
0,77237,58,58,132,76545,0
0,1685667,115,115,161,1685527,0
0,584282,131,131,6,583626,1
0,1212108,308,308,17,1211533,0
0,8071,390,390,88,7124,1
0,636879,156,156,130,636250,1
0,1357417,307,307,147,1356881,1
0,1413348,205,205,13,1412725,1
0,897652,236,236,164,897068,0
0,102031,0,0,105,101630,1
0,460277,278,278,58,459570,0
0,550961,286,286,15,550314,1
0,2082607,34,34,58,2081918,1
0,673589,181,181,12,672981,1
0,262590,282,282,133,261997,0
0,1069989,190,190,58,1069351,0
0,54130,397,397,53,53294,1
0,238595,168,168,32,237978,1
0,2039757,325,325,170,2039173,1
0,55031,261,261,132,54300,0
0,42738,389,389,88,42403,1
0,698962,95,95,98,698387,1
0,1037760,366,366,169,1037092,1
0,522585,431,431,20,522157,0
0,1653046,111,111,58,1652444,1
0,610905,153,153,137,610333,0
0,9693,357,357,143,9067,0
0,331967,150,150,135,331098,0
0,57983,60,60,132,57381,1
0,488252,246,246,133,487683,0
0,152203,399,399,93,151562,0
0,7816,166,166,128,6941,1
0,473006,248,248,135,472107,0
0,8984,251,251,78,8412,1
0,296422,239,239,135,295724,0
0,786,370,370,36,88,0
0,541203,101,101,67,540331,0
0,1896,250,250,78,1198,1
0,433446,201,201,5,432955,0
0,297265,219,219,158,296609,0
0,421453,414,414,161,420860,0
0,10738,161,161,132,10142,1
0,422988,179,179,64,422386,0
0,739582,266,266,72,738989,0
0,741926,197,197,47,741234,0
0,2021354,35,35,17,2020752,1
1,22510,52,52,158,21845,0
0,12963,338,338,54,12349,0
0,1279824,185,185,17,1279111,1
0,2141017,324,324,49,2140400,0
0,213605,69,69,48,212727,1
0,649380,231,231,6,648745,1
1,1773473,331,331,122,1772775,1
0,542828,287,287,6,542232,1
0,3185,159,159,128,2544,1
0,1094415,315,315,58,1093786,1
0,548259,140,140,74,547909,0
0,4704,223,223,128,4066,0
0,67780,412,412,32,67067,0
0,288418,218,218,112,287768,0
0,498188,427,427,70,497556,1
0,633393,80,80,60,632488,1
0,606832,84,84,49,606242,0
0,11303,48,48,78,10641,1
0,667099,3,3,6,666332,1
