Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position
0,328819,64,64,1,0,71,318764
1,127475,172,172,1,0,90,117093
1,32850,188,188,1,0,100,28143
0,207695,52,52,1,0,111,204667
1,36235,217,217,1,0,52,25871
0,11147,33,33,2,0,117,4143
0,1351353,155,155,3,1,136,1340908
0,30892,74,74,1,0,124,20468
0,745319,40,40,1,0,134,734937
1,353296,97,97,2,0,7,348857
0,7476,0,1,2,0,103,127
1,21015,76,76,1,0,64,14486
0,5481,156,156,2,0,38,1
1,5231,27,27,1,0,133,1
1,78745,63,63,1,0,1,68291
0,574518,142,142,3,1,98,565420
1,27113,195,195,3,1,138,16665
0,647211,116,116,3,1,136,636820
1,802151,13,13,1,0,115,791817
0,65194,21,21,1,0,42,54806
1,6388,123,123,1,0,128,323
0,296067,110,110,3,1,75,288610
0,62219,39,39,1,0,133,51870
1,19188,34,34,1,0,16,11071
1,34912,170,170,1,0,132,27714
0,239506,162,162,2,0,71,231410
0,595061,48,48,3,1,90,584655
1,52443,44,44,3,1,20,42064
0,5929,151,151,1,0,13,3
1,35770,43,43,3,1,63,25298
0,5956,20,20,1,0,134,733
0,586972,46,46,1,0,12,576509
1,88568,200,200,1,0,57,78117
0,13525,108,108,3,1,97,3143
0,623676,90,90,1,0,22,613279
1,11537,176,176,1,0,86,1098
0,505288,11,11,1,0,130,494840
1,39653,24,24,1,0,62,33702
1,158064,215,215,1,0,99,147781
1,54831,125,125,1,0,97,44338
1,1392969,105,105,1,0,0,1382515
0,2345195,167,167,1,0,140,2334792
0,5893,36,36,1,0,14,1
0,1174010,190,190,2,0,100,1168695
1,563694,143,143,1,0,89,556752
1,89016,118,118,1,0,14,78604
1,487135,85,85,1,0,109,478468
0,3341,191,191,2,0,91,3
0,5467,73,73,2,0,77,2
1,6015,148,148,2,0,30,103
1,6046,79,79,2,0,42,2
1,24830,102,102,1,0,40,14646
0,548110,154,154,1,0,80,541838
0,8611,117,117,1,0,49,3
1,940675,89,89,1,0,35,930293
0,566844,204,204,3,1,80,556376
1,94486,147,147,1,0,56,84056
1,19647,54,54,1,0,108,9304
1,1142692,88,88,2,0,29,1136952
1,17336,67,67,1,0,79,6891
1,6309,70,70,3,1,22,1
0,6144,62,62,1,0,43,3
0,818767,120,120,1,0,121,810066
0,252780,212,212,1,0,112,242332
0,6275,17,17,3,1,49,3
1,9243,23,23,3,1,11,3028
0,230403,211,211,1,0,67,222871
0,638425,173,173,1,0,47,628055
1,54812,5,5,1,0,106,50482
0,5690,78,78,3,1,127,3
1,6239,135,135,2,0,62,3
0,47046,57,57,3,1,70,36631
0,1352921,107,107,1,0,48,1342479
0,536745,47,47,1,0,104,531839
0,1415129,7,7,3,1,136,1406220
1,53597,31,31,1,0,0,43140
0,6877,30,30,1,0,83,2
1,82139,164,164,1,0,21,71676
1,571446,182,182,3,1,65,561022
1,97751,80,80,2,0,83,91272
1,40882,92,92,3,1,95,30431
0,64329,98,98,1,0,131,53935
0,19778,83,83,1,0,94,9420
1,409474,181,181,1,0,24,399029
0,501262,103,103,1,0,24,494255
0,1441553,106,106,1,0,35,1431102
0,796416,189,189,1,0,5,789632
0,18102,16,16,1,0,119,7759
0,635740,96,96,1,0,33,625292
1,29124,136,136,1,0,14,18715
0,510863,221,221,1,0,10,500484
0,347622,84,84,1,0,110,337195
0,8750,10,10,3,1,107,352
1,12299,146,146,3,1,49,2049
0,816094,66,66,1,0,92,805796
0,746001,145,145,1,0,8,735628
1,18044,37,37,1,0,10,13358
0,902706,95,95,1,0,32,892584
0,656937,157,157,1,0,1,646543
0,406298,26,26,1,0,7,400980
0,490459,111,111,1,0,49,480062
1,188433,128,128,1,0,124,178087
1,34480,144,144,1,0,13,24017
0,400877,71,71,2,0,7,396354
0,571102,15,15,1,0,105,563645
0,508446,160,160,1,0,67,497998
1,22907,1,2,2,0,22,17262
1,192236,129,129,3,1,46,185259
1,7036,196,196,1,0,126,1
0,1048694,137,137,1,0,37,1038261
1,14711,134,134,3,1,137,4479
1,5905,53,53,1,0,55,1
1,8139,179,179,3,1,59,1
1,15047,122,122,3,1,42,4680
0,610602,140,140,1,0,126,600223
1,46671,99,99,1,0,43,36289
0,138943,49,49,2,0,68,131411
0,682115,114,114,1,0,24,675892
0,656716,87,87,1,0,5,646334
0,56068,177,177,1,0,24,45617
0,2370774,165,165,1,0,94,2360422
1,107347,18,18,1,0,120,100946
1,364951,59,59,3,1,40,356759
1,79790,209,209,3,1,4,69342
0,698669,82,82,1,0,68,688299
0,545365,222,222,1,0,82,535076
1,7213,72,72,1,0,31,1
1,12287,132,132,3,1,6,1776
0,572820,184,184,1,0,128,566630
1,1301475,104,104,1,0,57,1291027
1,53674,205,205,1,0,140,43286
0,7785,139,139,2,0,45,1726
0,1049310,58,58,1,0,44,1038856
1,22220,224,224,1,0,105,11901
1,934030,203,203,3,1,28,926063
0,243214,169,169,1,0,54,232769
1,76316,29,29,2,0,78,71757
1,5029,28,28,2,0,73,2
0,780586,126,126,1,0,9,770171
1,12152,206,206,1,0,118,4158
1,102066,45,45,1,0,128,91621
1,19621,51,51,1,0,120,13649
1,72152,149,149,1,0,60,61794
1,600090,183,183,1,0,103,589645
0,9497,187,187,3,1,34,3
1,364064,56,56,1,0,24,353619
