Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Genomic_Start_Position,Strand_Orientation
0,0,3147,42,535,1
0,0,7548,55,5362,0
0,0,11573,110,9210,0
1,0,369509,62,367296,1
0,0,707127,48,704929,0
0,0,351915,201,350539,1
0,0,6111,23,4843,1
1,0,299939,227,297915,1
1,0,464804,166,462621,1
0,0,1036,14,2,1
1,0,763015,83,760970,0
1,0,547726,136,545198,0
0,0,19404,200,17227,0
0,0,53099,223,50910,1
0,0,2191081,88,2188577,1
1,0,52834,184,50840,0
1,0,13918,123,11750,1
1,0,18062,135,16122,1
1,0,436942,177,434816,0
1,0,34512,91,32440,1
0,0,5683,57,3845,0
1,0,1835456,208,1833030,0
1,0,731499,31,729406,0
0,0,482055,113,479794,0
0,0,560608,181,558551,0
0,0,92121,141,90979,1
0,0,7735,186,5258,1
0,0,2352753,132,2351474,0
1,0,5117,217,2943,0
0,0,120751,187,119534,1
0,0,9642,214,7252,0
0,0,28514,111,26043,0
0,0,1699,86,101,1
1,0,3774,18,1570,0
1,0,468090,39,465892,0
0,0,3637,163,1680,1
1,0,619207,206,617003,0
0,0,369971,61,367785,0
1,0,10067,27,8418,1
1,0,1108,161,1,0
0,0,3468,71,1171,0
0,0,1009265,78,1006986,0
1,0,609450,134,607396,0
0,0,28523,81,26538,1
0,0,2650,25,386,1
0,0,6868,185,4559,1
0,0,50074,190,47909,1
1,0,669243,188,667156,0
1,0,17178,108,14941,1
0,0,4593,1,2230,1
0,0,2335,170,101,1
0,0,798,167,1,1
1,0,1167843,146,1165567,0
0,0,140815,228,140096,1
1,0,18493,46,16673,1
0,0,5471,139,3207,1
0,0,5333,21,3093,1
0,0,59387,94,57738,1
0,0,477141,199,476586,0
0,0,5583,99,3223,0
1,0,40877,204,40377,1
1,0,175988,212,173664,0
0,0,180595,120,178343,0
0,0,827,13,3,0
1,0,122003,229,119982,1
0,0,16433,194,14709,1
1,0,35613,196,33460,1
1,0,16106,74,14127,0
0,0,194620,126,192110,0
0,0,85349,66,84366,1
0,0,303473,216,301437,1
0,0,703891,73,701787,0
0,0,7225,106,4853,0
0,0,3201,60,2560,1
0,0,17152,138,14774,1
0,0,43304,158,40902,1
0,0,52112,104,49749,1
0,0,316113,226,313945,1
0,0,3704,22,1446,1
1,0,12933,114,10912,1
1,0,60946,148,58898,1
1,0,1287,19,1,0
0,0,3133,52,824,1
0,0,23314,236,21104,0
0,0,18709,34,16532,1
1,0,399311,92,397290,0
0,0,66424,233,64094,1
1,0,469090,33,466913,0
0,0,4184,235,1923,1
0,0,754574,175,752403,0
0,0,646569,183,644707,0
1,0,480279,207,478171,0
1,0,636865,80,634829,0
0,0,377705,98,375522,0
0,0,400277,26,398004,0
0,0,703107,150,702547,0
1,0,411395,36,410220,0
0,0,5540,43,3963,1
0,0,526037,38,525222,0
0,0,115059,160,112891,1
1,0,28472,221,26358,1
1,0,3258,211,754,1
1,0,961848,156,959689,0
1,0,16197,179,13717,1
0,0,1669,47,2,1
1,0,113111,168,111105,1
0,0,81116,4,80040,1
1,0,27218,68,24993,1
0,0,2152465,191,2150273,0
1,0,5726,0,3723,0
1,0,1909430,131,1907460,1
0,0,1835184,67,1832923,0
1,0,67187,210,64983,1
0,0,315631,215,313523,1
0,0,6765,193,4204,1
0,1,1518,59,1,1
1,0,477984,153,475453,0
1,0,19107,105,16912,1
1,0,2336,151,3,1
1,0,468765,84,466540,0
0,0,4334,96,1968,1
0,0,71096,140,68619,1
0,0,909502,75,907241,0
1,0,1116077,155,1113876,0
1,0,62927,152,60651,1
0,0,57522,127,55348,1
0,0,1333,15,3,0
1,0,811009,213,808763,0
0,0,1475,2,3,0
0,0,471716,220,470270,0
0,0,2123600,87,2121408,0
0,0,4215,72,1969,1
1,0,252998,133,250869,0
0,0,6479,137,5838,1
0,0,68193,149,66007,1
