Entity_Type,Gene_Description,Genomic_End_Position,Gene_Db_Id,Genomic_Start_Position,Strand_Orientation
0,0,9089,217,6579,1
1,0,45075,126,42286,0
1,0,1578209,103,1575672,1
0,0,1818146,111,1815771,0
0,0,466038,176,463714,0
0,0,1851640,109,1848668,0
0,0,139709,253,138117,0
1,0,290907,119,288478,0
0,0,1171520,42,1169280,1
0,0,2047179,184,2044399,1
0,0,800723,165,798375,0
0,0,12158,13,9363,1
0,0,21771,88,19363,0
0,0,488327,203,485541,0
0,0,454333,158,451748,0
0,0,262330,243,259847,0
0,0,568854,259,566233,0
0,0,16377,145,13513,1
0,0,180486,38,177754,1
0,0,1596686,185,1594209,0
0,0,301826,242,299487,0
0,0,736453,83,733583,0
0,0,1006971,2,1005142,0
0,0,20976,61,18310,0
0,0,5331,150,2932,0
0,0,629809,115,627020,1
0,0,1816759,189,1814429,0
1,0,590672,258,588504,0
0,0,6553,122,4166,1
0,0,1152306,222,1149583,0
0,0,13678,156,10931,1
0,0,468388,72,465485,0
1,0,476059,149,473501,0
1,0,1152001,179,1149578,1
0,0,1007699,206,1005114,1
0,0,1129346,169,1126764,1
0,0,696919,77,694046,0
0,0,1156973,236,1154469,0
0,0,221070,141,218443,1
0,0,463778,84,460986,0
0,0,11062,6,8450,0
0,0,1553361,181,1550629,1
0,0,280853,68,278046,0
0,0,546370,50,543824,0
0,0,399549,238,396772,0
0,0,57145,60,54284,0
0,0,817323,82,814468,0
1,0,408107,19,405750,0
0,0,60414,227,57859,1
0,0,988200,207,985546,1
0,0,7898,12,5274,1
0,0,245264,52,242583,0
0,0,4732,125,2051,0
0,0,21506,63,18858,0
0,0,23129,128,20358,1
0,0,428401,73,425663,0
0,0,950785,134,948302,1
0,0,34218,64,31414,0
1,0,2065088,104,2062416,0
0,0,15093,157,12226,0
0,0,1251196,180,1248512,0
0,0,352788,249,350182,1
0,0,565683,140,563344,1
0,0,10603,8,7772,1
0,0,212927,0,211077,1
0,0,1200167,193,1197396,0
0,0,652210,99,649424,0
0,0,2201057,58,2198634,1
0,0,4709,34,2067,1
0,0,119436,255,116878,0
0,0,14331,230,11776,1
1,0,1633076,186,1630521,0
0,0,7054,124,4541,0
0,0,456596,18,453903,1
0,0,3590,211,942,1
0,0,1757922,188,1755496,1
0,0,1984371,187,1981915,0
0,0,529696,175,526820,1
0,0,272153,69,269451,0
0,0,423886,70,421607,1
0,0,379418,170,376740,1
0,0,1189938,225,1187140,0
0,0,25731,11,22858,0
0,0,35248,55,32438,0
0,0,3982,4,1541,0
0,0,867065,117,864531,0
0,0,460231,148,457457,1
1,0,2113696,56,2111357,0
0,0,783613,81,780839,0
0,0,35322,191,32611,1
0,0,506933,22,504105,0
0,0,41459,219,38613,1
0,0,584285,174,581721,0
0,0,404953,161,402317,0
0,0,16042,113,13142,0
1,0,574686,147,571897,1
0,0,596823,98,594229,1
1,0,71558,154,69066,0
0,0,1102343,226,1099539,0
0,0,556640,252,553878,0
0,0,22835,146,20457,0
0,0,65602,28,62846,0
0,0,2171498,182,2169063,1
0,0,3099,89,313,1
0,0,2180588,57,2178147,1
0,0,1865809,108,1862957,0
0,0,2060220,183,2057611,1
0,0,8030,144,5538,1
0,0,54570,31,51787,1
0,0,12466,229,9926,1
0,0,1650945,14,1648582,1
0,0,1181628,224,1179322,0
0,0,580806,97,578836,1
0,0,321121,171,318503,0
0,0,880730,135,877992,1
0,0,7331,96,4482,1
0,0,156435,37,153649,1
0,0,249052,76,246272,1
0,0,344245,16,341906,1
0,0,194602,248,191840,1
0,0,536061,256,533287,0
0,0,1828534,110,1825916,0
0,0,450835,71,448496,1
0,0,14547,24,12235,0
0,0,417885,138,415123,0
0,0,237391,75,234584,1
0,0,7271,26,4884,0
0,0,1983,1,1,1
0,0,21057,155,18763,1
0,0,388287,239,385492,0
0,0,11601,44,9187,0
0,0,185153,27,182502,0
0,0,110238,228,107374,0
0,0,768058,80,765323,0
0,0,8573,215,6039,1
0,0,2099,5,3,1
0,0,191757,116,188965,1
0,0,205713,246,202903,1
0,0,1409461,102,1406588,1
0,0,775880,132,773208,1
0,0,12861,240,10087,1
0,0,735391,130,733043,0
0,0,1731005,190,1728183,0
0,0,171302,231,169443,0
0,0,187696,247,185057,1
0,0,2050620,20,2048281,1
0,0,17047,41,14579,1
0,0,222070,177,219359,0
0,0,1169591,223,1166769,0
1,0,2776,53,113,1
0,0,935144,133,932427,1
0,0,8596,127,5819,0
0,0,24923,66,22032,0
1,0,42017,199,39222,0
1,0,1150558,192,1147775,1
0,0,665447,78,662586,1
1,0,276688,210,274223,0
1,0,396615,250,394090,1
0,0,381075,237,378301,0
0,0,2102129,105,2099463,1
1,0,255561,21,253126,0
0,0,22052,241,19278,1
0,0,198843,129,196225,0
0,0,763632,131,761305,0
0,0,421319,160,418704,0
0,0,167573,40,164778,1
0,0,11536,36,9554,1
1,0,597333,3,595705,1
