Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Orthologous_Gene_Id,Encoded_Protein,Genomic_Start_Position,Strand_Orientation
0,0,9261,129,129,42,4,8539,0
0,0,382637,57,57,157,4,382086,0
0,0,35038,304,304,120,4,34388,1
0,0,410050,250,250,23,4,409331,0
1,0,13194,350,350,105,3,12661,1
0,0,641578,83,83,54,4,640880,1
0,0,320021,423,423,97,4,319437,1
0,0,70385,301,301,158,4,69732,0
0,0,2893,384,384,147,4,2228,0
0,0,36160,19,19,53,4,35462,1
1,0,628319,186,186,64,3,627354,1
0,0,1066542,405,405,68,4,1065931,1
0,0,288480,176,176,99,4,287506,0
0,0,331967,155,155,133,4,331098,0
0,0,467996,365,365,163,4,467418,0
0,0,1344856,201,201,123,4,1344239,0
0,1,340144,413,413,98,4,339536,0
0,0,218124,168,168,21,4,217234,0
0,0,17055,48,48,42,4,16375,0
0,0,1049,287,287,67,4,204,1
0,0,789660,153,153,58,4,789061,1
1,0,874302,277,277,117,3,873739,1
0,0,281,10,10,72,5,3,1
0,0,16035,343,343,52,4,15472,0
0,0,301818,281,281,31,4,301183,1
0,0,6125,11,11,72,4,5631,1
0,0,578960,77,77,114,4,578253,0
0,0,1670681,28,28,122,4,1670067,0
0,0,538452,147,147,117,4,537880,1
0,0,278450,246,246,46,4,277617,0
0,0,473006,256,256,133,4,472107,0
0,0,16573,167,167,126,4,15977,0
0,0,1236,125,125,0,4,691,0
0,0,2152710,106,106,160,4,2152117,1
0,0,750998,203,203,131,4,750414,0
0,0,497850,297,297,42,4,497083,1
0,0,653543,84,84,54,4,652923,1
0,0,729959,96,96,17,4,729363,0
0,0,350824,414,414,98,2,350453,1
0,0,584282,134,134,6,4,583626,1
0,0,425782,143,143,47,2,425384,0
0,0,1183104,326,326,39,4,1182499,0
0,0,160801,403,403,49,4,160181,0
1,0,10872,104,104,102,3,10210,0
0,0,412598,283,283,45,4,411981,1
0,0,514088,296,296,42,4,513441,1
0,0,667099,4,4,6,4,666332,1
0,0,244449,291,291,119,4,243556,0
0,0,223254,292,292,23,4,222562,0
0,0,260483,178,178,99,4,259935,0
0,0,1078119,195,195,160,4,1077559,0
0,0,198335,42,42,6,4,197730,1
0,0,1243238,189,189,160,4,1242540,1
0,0,1109266,398,398,138,4,1108595,0
0,0,6197,387,387,154,4,5628,0
0,0,38888,79,79,56,4,38181,1
0,0,374682,41,41,17,4,374062,0
0,0,1420673,91,91,160,4,1420101,0
0,0,388432,197,197,73,2,388043,1
0,0,70633,59,59,126,4,70109,0
0,0,11230,374,374,125,4,10535,0
0,0,694973,308,308,69,4,694383,0
0,0,1677970,118,118,136,4,1677395,0
0,0,5761,375,375,22,4,5141,0
0,0,1886263,220,220,101,4,1885670,0
0,0,311313,422,422,135,4,310645,1
0,0,274287,174,174,98,4,273715,1
0,0,433446,208,208,5,4,432955,0
0,0,36542,385,385,149,4,35961,1
0,0,541203,103,103,64,4,540331,0
0,0,375081,122,122,25,4,374536,1
0,0,1142859,409,409,48,4,1142287,1
0,0,1481322,93,93,75,4,1480762,1
1,0,1261581,325,325,129,3,1260970,0
0,0,1739,6,6,34,4,1236,1
0,0,405277,142,142,31,4,404699,0
0,0,1587490,214,214,91,4,1586741,0
0,0,2442,288,288,29,4,1612,1
0,1,327963,424,424,97,4,327337,1
0,0,1411596,21,21,17,4,1410949,0
0,0,253089,179,179,21,4,252442,0
0,0,917604,276,276,101,4,916954,0
0,0,358436,280,280,56,2,358038,1
0,0,11470,47,47,126,2,11081,1
0,0,371048,279,279,98,4,370350,1
0,0,1943209,9,9,57,4,1942577,0
0,0,7470,271,271,126,4,6853,1
0,0,76266,282,282,47,4,75574,1
0,0,21243,14,14,16,4,20602,1
0,0,605996,241,241,6,4,605367,1
0,0,332148,411,411,98,4,331510,0
1,0,844685,368,368,112,3,844098,0
0,0,1875155,221,221,48,4,1874526,0
0,0,617680,236,236,15,4,617066,1
0,0,59685,49,49,76,4,58891,0
0,0,1611491,331,331,122,4,1610868,0
0,0,31626,357,357,22,4,31012,0
0,0,67780,415,415,31,4,67067,0
0,0,425359,251,251,23,4,424565,0
0,0,281837,180,180,99,4,281250,0
0,0,1169771,348,348,74,4,1169145,0
0,0,1200244,313,313,57,4,1199621,0
0,0,18926,390,390,151,4,18276,0
0,0,2115566,25,25,96,4,2114982,1
0,0,1109679,317,317,96,4,1109041,1
0,0,1559,51,51,42,4,987,1
0,0,413954,418,418,17,4,413337,0
0,0,128464,416,416,7,2,128075,0
0,0,1139142,316,316,57,4,1138561,1
1,0,385637,20,20,55,3,384969,0
0,0,1348,169,169,42,4,512,1
0,0,567879,381,381,88,2,567310,0
0,0,190891,66,66,98,4,190256,1
0,0,3660,198,198,42,4,3085,1
0,0,1001979,95,95,165,4,1001410,0
1,0,1671935,119,119,120,3,1671336,0
0,0,3008,165,165,143,4,2760,1
0,0,17644,349,349,155,4,17072,0
0,0,393310,284,284,10,4,392783,0
0,0,1025055,194,194,75,4,1024453,0
0,0,1654543,30,30,150,4,1654004,1
0,0,11006,13,13,139,4,10434,1
0,0,1840810,110,110,57,4,1840178,0
0,0,1182146,314,314,57,4,1181541,1
0,0,377041,363,363,25,4,376496,1
0,0,389569,252,252,109,4,388676,0
0,0,1235855,190,190,96,2,1235211,1
0,0,1806636,338,338,146,4,1806064,0
0,0,7249,53,53,42,4,6641,0
0,0,452612,285,285,96,4,451995,0
0,0,410649,144,144,31,2,410251,0
0,0,1121,2,2,162,4,531,0
1,0,690105,150,150,55,3,689434,0
0,0,7534,344,344,148,2,7151,0
0,0,14571,377,377,101,4,14272,0
0,0,237931,289,289,23,4,237338,0
0,0,622513,26,26,96,4,621803,0
0,0,253619,172,172,31,4,252897,0
0,0,244194,182,182,21,4,243160,0
0,0,1176204,399,399,5,4,1175530,0
0,0,668902,151,151,77,4,668282,1
0,0,22995,306,306,56,2,22609,1
0,0,47042,80,80,31,4,46335,1
0,0,6670,230,230,42,4,6140,1
0,0,462219,364,364,115,4,461563,1
0,0,1079,128,128,76,2,750,0
0,1,1784731,334,334,146,4,1784156,1
0,0,1392058,309,309,165,4,1391459,0
0,0,170789,68,68,31,4,170208,1
1,0,44727,395,395,65,3,44119,1
1,0,978860,278,278,117,1,978390,0
0,0,7294,264,264,42,4,6638,0
0,0,9111,132,132,76,2,8734,0
0,0,633393,82,82,59,4,632488,1
0,0,2852,16,16,36,4,2211,0
0,0,1610144,115,115,75,4,1609563,0
0,0,219644,71,71,53,4,218985,1
0,0,873,5,5,32,4,262,1
0,0,462632,141,141,97,4,462006,0
0,0,1707,378,378,87,4,1054,0
0,0,555039,78,78,78,4,554104,0
0,0,897457,275,275,60,4,896894,0
0,0,522983,295,295,6,4,522417,1
0,0,897652,243,243,163,4,897068,0
0,0,445439,135,135,109,4,444747,0
0,0,8892,376,376,4,4,8245,0
0,0,407298,185,185,85,4,406639,0
0,0,95645,64,64,111,4,95094,1
0,0,296809,421,421,97,4,296102,1
0,0,438791,32,32,143,4,438168,1
0,0,296422,247,247,133,4,295724,0
0,0,311595,412,412,98,2,311224,1
0,0,22912,58,58,130,2,22523,0
0,0,20624,74,74,66,4,19953,1
0,0,262228,37,37,168,4,261515,0
0,0,603114,240,240,15,4,602248,1
0,0,610905,158,158,135,4,610333,0
1,0,862102,244,244,1,3,861431,0
0,0,9993,33,33,127,4,9376,1
0,0,1448091,89,89,17,4,1447573,1
0,0,12594,200,200,94,4,11959,1
0,0,367683,156,156,26,4,367096,0
0,0,28027,44,44,126,4,27344,0
0,0,406686,140,140,97,4,406078,0
0,0,32545,265,265,126,4,31979,0
1,0,11424,40,40,107,3,10828,0
0,0,465000,354,354,2,4,464038,0
1,0,891600,274,274,41,1,891058,1
0,0,1570983,121,121,96,4,1570405,1
0,0,456160,322,322,118,4,455483,0
1,0,28680,130,130,164,3,27985,0
0,0,478938,102,102,3,4,478315,0
0,0,494817,205,205,14,4,494134,1
0,0,21792,346,346,40,4,21193,0
0,0,649380,239,239,6,4,648745,1
1,0,499409,366,366,55,3,498789,0
0,0,21840,233,233,130,4,21079,0
0,0,551183,229,229,161,2,550740,0
0,0,53116,397,397,37,5,52718,0
0,0,302673,248,248,46,4,302005,0
0,0,633183,237,237,95,2,632827,1
0,0,1591262,332,332,69,4,1590720,0
0,0,548259,145,145,71,2,547909,0
0,0,627298,100,100,83,4,626603,1
0,0,555039,429,429,97,4,554545,1
0,0,269583,420,420,135,4,268954,0
1,0,1591401,215,215,129,3,1590901,0
0,0,1060193,192,192,57,4,1059636,1
0,0,266589,177,177,21,4,265723,0
0,0,21892,340,340,52,4,21179,0
0,0,400683,56,56,157,4,400036,1
0,0,11825,45,45,126,4,11139,0
0,0,564291,149,149,115,4,563632,1
0,0,1722444,339,339,21,4,1721857,1
0,0,1871216,109,109,17,4,1870641,0
0,0,1100102,407,407,101,4,1099440,1
0,0,217404,22,22,23,4,216745,0
0,0,2130876,105,105,96,4,2130250,1
0,0,5418,234,234,76,4,4696,1
0,0,266951,175,175,98,4,266226,0
0,0,643220,202,202,64,4,642618,0
0,0,238595,173,173,31,4,237978,1
0,0,174019,65,65,47,4,173294,1
0,0,33533,391,391,147,4,32910,1
0,0,66227,303,303,120,4,65685,0
0,0,1038285,193,193,96,4,1037734,1
0,0,1299223,188,188,96,4,1298663,0
0,0,549268,75,75,159,4,548651,0
0,0,1790185,222,222,34,4,1789544,1
0,0,110877,157,157,161,5,110344,1
1,0,44362,302,302,121,3,43754,1
0,0,375323,426,426,128,4,374682,1
0,1,1894275,111,111,28,4,1893637,1
0,0,48963,358,358,104,4,48349,0
0,0,63431,63,63,126,4,62859,0
0,0,559332,146,146,80,2,558976,0
1,0,1947,15,15,140,3,1330,1
0,1,849658,23,23,122,4,849029,1
0,0,17246,269,269,42,4,16593,0
0,0,11667,262,262,42,4,10975,1
0,0,1192370,315,315,160,4,1191744,1
0,0,777907,152,152,116,4,777242,0
0,0,474095,355,355,113,4,473496,0
0,0,548591,228,228,41,2,548190,0
0,0,1665163,29,29,150,4,1664528,0
0,0,15815,361,361,50,4,15231,0
0,0,417430,207,207,14,4,416753,1
0,0,50225,396,396,101,4,49587,0
0,0,23909,362,362,141,4,23259,0
0,0,1935320,218,218,122,4,1934724,0
0,0,1439745,90,90,57,4,1439215,1
0,0,1646736,216,216,19,4,1646206,0
0,0,5356,351,351,134,4,4736,1
0,0,272757,181,181,21,4,271798,0
0,0,422988,184,184,62,4,422386,0
0,0,431207,427,427,144,4,430704,0
0,0,563485,94,94,18,2,563114,0
0,0,4939,7,7,1,4,4241,1
0,0,488252,254,254,131,4,487683,0
0,0,2159962,327,327,69,4,2159390,0
0,0,305429,372,372,9,4,304515,0
1,0,210445,137,137,43,3,209840,1
0,0,636879,161,161,128,4,636250,1
0,0,2103139,223,223,57,4,2102468,1
0,0,211634,419,419,8,5,211245,0
0,0,34921,270,270,126,4,34262,1
0,0,1578872,120,120,17,4,1578312,0
0,0,596495,162,162,135,4,595866,0
0,0,9539,199,199,94,4,8904,1
0,0,491431,298,298,6,4,490859,1
0,0,458814,353,353,99,4,458125,0
0,0,283286,425,425,135,4,282588,0
0,0,1863,43,43,130,4,1279,0
1,0,1337715,213,213,30,3,1337152,0
0,0,10499,38,38,93,2,10110,1
0,0,6256,131,131,130,2,5888,0
0,0,77237,60,60,130,4,76545,0
0,0,1685667,117,117,160,0,1685527,0
0,0,566496,299,299,132,4,565864,1
0,0,1212108,312,312,17,4,1211533,0
0,0,8071,393,393,86,4,7124,1
0,0,631273,160,160,97,4,630704,1
0,0,1357417,311,311,146,4,1356881,1
0,0,1413348,212,212,13,4,1412725,1
1,0,893116,242,242,11,3,892445,1
0,0,102031,0,0,103,4,101630,1
0,0,460277,286,286,57,4,459570,0
0,0,542828,293,293,6,4,542232,1
0,0,2082607,35,35,57,4,2081918,1
0,0,673589,187,187,12,4,672981,1
0,0,253563,290,290,131,4,252895,0
0,0,1069989,196,196,57,4,1069351,0
0,0,54130,400,400,51,4,53294,1
1,0,225709,69,69,33,3,225092,1
0,0,2039757,329,329,169,4,2039173,1
0,0,55031,268,268,130,4,54300,0
0,0,42738,392,392,86,4,42403,1
0,0,698962,97,97,96,4,698387,1
0,0,930600,245,245,168,4,929947,1
0,0,510533,431,431,44,4,509916,0
0,0,1653046,113,113,57,4,1652444,1
0,0,602022,163,163,144,4,601444,0
0,0,9693,360,360,141,4,9067,0
0,0,325661,371,371,133,4,325122,0
0,0,57983,62,62,130,4,57381,1
0,0,482096,257,257,109,4,481446,0
0,0,152203,402,402,91,4,151562,0
0,0,7816,170,170,126,4,6941,1
0,0,459742,253,253,26,4,459083,0
0,0,8984,259,259,76,4,8412,1
0,0,285006,249,249,133,4,284026,0
0,0,786,373,373,35,4,88,0
0,0,521226,211,211,112,4,520573,0
0,0,1896,258,258,76,4,1198,1
0,0,423275,206,206,5,4,422700,0
0,0,297265,226,226,157,4,296609,0
0,0,421453,417,417,160,4,420860,0
0,0,10738,166,166,130,4,10142,1
0,0,410431,183,183,62,4,409799,0
0,0,739582,273,273,69,4,738989,0
0,0,497547,255,255,23,4,496699,0
0,0,2021354,36,36,17,4,2020752,1
1,0,22510,54,54,157,3,21845,0
0,0,12963,342,342,52,4,12349,0
0,0,1279824,191,191,17,4,1279111,1
0,0,2141017,328,328,48,4,2140400,0
0,0,203566,70,70,56,2,203195,1
0,0,641268,238,238,132,4,640657,1
1,0,1773473,335,335,120,3,1772775,1
0,0,537100,294,294,6,4,536468,1
0,0,3185,164,164,126,4,2544,1
0,0,1094415,319,319,57,4,1093786,1
0,0,567898,124,124,61,2,567485,0
0,0,4704,231,231,126,4,4066,0
0,0,55203,81,81,31,4,54550,0
0,0,288418,225,225,110,4,287768,0
0,0,165971,18,18,1,4,165327,0
0,0,627125,85,85,170,4,626559,1
0,0,606832,86,86,48,4,606242,0
0,0,11303,50,50,76,4,10641,1
0,0,661517,1,1,6,4,660867,1
