Gene_Classification,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Entity_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,873,5,5,4,0,32,262,1
0,462632,140,140,4,0,96,462006,0
0,1707,378,378,4,0,86,1054,0
0,555039,79,79,4,0,78,554104,0
0,897457,273,273,4,0,61,896894,0
0,522983,294,294,4,0,6,522417,1
0,930600,243,243,4,0,167,929947,1
0,459742,250,250,4,0,26,459083,0
0,8892,376,376,4,0,4,8245,0
0,410431,182,182,4,0,63,409799,0
0,95645,65,65,4,0,110,95094,1
0,296809,421,421,4,0,96,296102,1
0,438791,33,33,4,0,142,438168,1
0,302673,245,245,4,0,46,302005,0
0,311595,412,412,2,0,97,311224,1
0,22912,59,59,2,0,129,22523,0
0,20624,75,75,4,0,67,19953,1
0,276224,137,137,4,0,81,275592,0
0,603114,238,238,4,0,15,602248,1
0,610905,157,157,4,0,134,610333,0
1,893116,240,240,3,1,11,892445,1
0,9993,34,34,4,0,126,9376,1
0,1448091,90,90,4,0,17,1447573,1
0,12594,198,198,4,0,93,11959,1
0,389569,248,248,4,0,108,388676,0
0,28027,45,45,4,0,125,27344,0
0,406686,139,139,4,0,96,406078,0
0,32545,263,263,4,0,125,31979,0
1,11424,41,41,3,1,106,10828,0
0,474095,354,354,4,0,112,473496,0
1,891600,272,272,1,1,41,891058,1
0,1570983,122,122,4,0,95,1570405,1
0,487260,202,202,4,0,123,486679,1
1,28680,130,130,3,1,163,27985,0
0,478938,103,103,4,0,3,478315,0
0,1109266,398,398,4,0,137,1108595,0
0,21792,345,345,4,0,40,21193,0
0,649380,237,237,4,0,6,648745,1
0,538452,147,147,4,0,116,537880,1
0,21840,231,231,4,0,129,21079,0
0,567898,125,125,2,0,62,567485,0
0,53116,397,397,5,0,37,52718,0
0,308712,370,370,4,0,26,308044,0
0,633183,235,235,2,0,94,632827,1
0,1591262,331,331,4,0,70,1590720,0
0,559332,145,145,2,0,80,558976,0
0,627298,101,101,4,0,83,626603,1
0,555039,429,429,4,0,96,554545,1
0,269583,420,420,4,0,134,268954,0
1,1591401,213,213,3,1,128,1590901,0
0,1060193,190,190,4,0,58,1059636,1
0,272757,181,181,4,0,21,271798,0
0,21892,339,339,4,0,53,21179,0
0,400683,57,57,4,0,156,400036,1
0,11825,46,46,4,0,125,11139,0
0,610947,367,367,4,0,167,610288,1
0,1183104,325,325,4,0,39,1182499,0
0,1871216,110,110,4,0,17,1870641,0
0,1100102,407,407,4,0,100,1099440,1
0,223254,291,291,4,0,23,222562,0
0,2130876,106,106,4,0,95,2130250,1
0,5418,232,232,4,0,76,4696,1
0,266951,175,175,4,0,97,266226,0
0,643220,200,200,4,0,65,642618,0
0,238595,173,173,4,0,31,237978,1
0,174019,66,66,4,0,47,173294,1
0,33533,391,391,4,0,146,32910,1
0,66227,302,302,4,0,119,65685,0
0,1038285,191,191,4,0,95,1037734,1
0,1299223,186,186,4,0,95,1298663,0
0,549268,76,76,4,0,158,548651,0
0,1790185,220,220,4,0,34,1789544,1
0,110877,156,156,5,0,160,110344,1
1,44362,301,301,3,1,120,43754,1
0,375323,426,426,4,0,127,374682,1
0,1894275,112,112,4,0,28,1893637,1
0,48963,358,358,4,0,103,48349,0
0,63431,64,64,4,0,125,62859,0
0,563485,95,95,2,0,18,563114,0
1,1947,16,16,3,1,139,1330,1
0,849658,24,24,4,0,121,849029,1
0,17246,267,267,4,0,42,16593,0
0,11667,260,260,4,0,42,10975,1
0,1192370,314,314,4,0,159,1191744,1
0,789660,151,151,4,0,59,789061,1
0,484940,355,355,4,0,51,484143,0
0,551183,227,227,2,0,160,550740,0
0,1665163,30,30,4,0,149,1664528,0
0,15815,361,361,4,0,50,15231,0
0,423275,204,204,4,0,5,422700,0
0,50225,396,396,4,0,100,49587,0
0,23909,362,362,4,0,140,23259,0
0,1935320,216,216,4,0,121,1934724,0
0,1439745,91,91,4,0,58,1439215,1
0,1646736,214,214,4,0,19,1646206,0
0,5356,350,350,4,0,133,4736,1
0,281837,180,180,4,0,98,281250,0
0,217404,23,23,4,0,23,216745,0
0,431207,427,427,4,0,143,430704,0
0,565167,382,382,2,0,80,564760,0
0,4939,7,7,4,0,1,4241,1
0,497547,252,252,4,0,23,496699,0
0,2159962,326,326,4,0,70,2159390,0
0,1722444,338,338,4,0,21,1721857,1
1,210445,136,136,3,1,43,209840,1
0,636879,160,160,4,0,127,636250,1
0,2103139,221,221,4,0,58,2102468,1
0,211634,419,419,5,0,8,211245,0
0,34921,268,268,4,0,125,34262,1
0,1578872,121,121,4,0,17,1578312,0
0,596495,161,161,4,0,134,595866,0
0,9539,197,197,4,0,93,8904,1
0,491431,297,297,4,0,6,490859,1
0,465000,353,353,4,0,2,464038,0
0,283286,425,425,4,0,134,282588,0
0,1863,44,44,4,0,129,1279,0
1,1337715,211,211,3,1,30,1337152,0
0,10499,39,39,2,0,92,10110,1
0,6256,131,131,2,0,129,5888,0
0,77237,61,61,4,0,129,76545,0
0,1685667,118,118,0,0,159,1685527,0
0,566496,298,298,4,0,131,565864,1
0,1212108,311,311,4,0,17,1211533,0
0,8071,393,393,4,0,85,7124,1
0,631273,159,159,4,0,96,630704,1
0,1357417,310,310,4,0,145,1356881,1
0,1413348,210,210,4,0,13,1412725,1
0,897652,241,241,4,0,162,897068,0
0,102031,0,0,4,0,102,101630,1
0,460277,284,284,4,0,58,459570,0
0,542828,292,292,4,0,6,542232,1
0,2082607,36,36,4,0,58,2081918,1
0,673589,185,185,4,0,12,672981,1
0,262590,288,288,4,0,130,261997,0
0,1069989,194,194,4,0,58,1069351,0
0,54130,400,400,4,0,52,53294,1
1,225709,70,70,3,1,33,225092,1
0,2039757,328,328,4,0,168,2039173,1
0,55031,266,266,4,0,129,54300,0
0,42738,392,392,4,0,85,42403,1
0,698962,98,98,4,0,95,698387,1
0,1037760,369,369,4,0,167,1037092,1
0,510533,431,431,4,0,44,509916,0
0,1653046,114,114,4,0,58,1652444,1
0,602022,162,162,4,0,143,601444,0
0,9693,360,360,4,0,140,9067,0
0,331967,154,154,4,0,132,331098,0
0,57983,63,63,4,0,129,57381,1
0,488252,251,251,4,0,130,487683,0
0,152203,402,402,4,0,90,151562,0
0,7816,170,170,4,0,125,6941,1
0,473006,253,253,4,0,132,472107,0
0,8984,256,256,4,0,76,8412,1
0,296422,244,244,4,0,132,295724,0
0,786,373,373,4,0,35,88,0
0,521226,208,208,4,0,111,520573,0
0,1896,255,255,4,0,76,1198,1
0,433446,205,205,4,0,5,432955,0
0,297265,224,224,4,0,156,296609,0
0,421453,417,417,4,0,159,420860,0
0,10738,165,165,4,0,129,10142,1
0,422988,183,183,4,0,63,422386,0
0,739582,271,271,4,0,70,738989,0
0,741926,201,201,4,0,46,741234,0
0,2021354,37,37,4,0,17,2020752,1
1,22510,55,55,3,1,156,21845,0
0,12963,341,341,4,0,53,12349,0
0,1279824,189,189,4,0,17,1279111,1
0,2141017,327,327,4,0,48,2140400,0
0,203566,71,71,2,0,57,203195,1
0,641268,236,236,4,0,131,640657,1
1,1773473,334,334,3,1,119,1772775,1
0,537100,293,293,4,0,6,536468,1
0,3185,163,163,4,0,125,2544,1
0,1094415,318,318,4,0,58,1093786,1
0,548259,144,144,2,0,72,547909,0
0,4704,229,229,4,0,125,4066,0
0,55203,82,82,4,0,31,54550,0
0,288418,223,223,4,0,109,287768,0
0,165971,19,19,4,0,1,165327,0
0,627125,86,86,4,0,169,626559,1
0,606832,87,87,4,0,48,606242,0
0,11303,51,51,4,0,76,10641,1
0,661517,1,1,4,0,6,660867,1
