Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Orthologous_Gene,Genomic_Start_Position
0,296067,111,111,3,76,288610
0,62219,39,39,1,134,51870
1,19188,34,34,1,16,11071
1,34912,171,171,1,133,27714
0,239506,163,163,2,72,231410
0,595061,49,49,3,91,584655
1,52443,44,44,3,20,42064
0,5929,153,153,1,13,3
1,35770,43,43,3,64,25298
0,5956,20,20,1,135,733
0,586972,47,47,1,12,576509
1,88568,200,200,1,58,78117
0,13525,109,109,3,97,3143
0,623676,91,91,1,22,613279
1,11537,176,176,1,87,1098
0,505288,11,11,1,131,494840
1,39653,24,24,1,63,33702
1,158064,215,215,1,99,147781
1,54831,127,127,1,97,44338
1,1392969,106,106,1,0,1382515
0,2345195,168,168,1,141,2334792
0,5893,36,36,1,14,1
0,1174010,190,190,2,100,1168695
1,563694,145,145,1,90,556752
1,89016,120,120,1,14,78604
1,487135,86,86,1,110,478468
0,3341,191,191,2,92,3
0,5467,74,74,2,78,2
1,6015,150,150,2,30,103
1,6046,80,80,2,43,2
1,24830,103,103,1,40,14646
0,599807,112,112,1,41,589443
0,8611,119,119,1,50,3
1,940675,90,90,1,35,930293
0,566844,204,204,3,81,556376
1,94486,149,149,1,57,84056
1,19647,55,55,1,109,9304
1,1142692,89,89,2,29,1136952
1,17336,68,68,1,80,6891
1,6309,71,71,3,22,1
0,6144,63,63,1,44,3
0,818767,122,122,1,122,810066
0,252780,212,212,1,113,242332
0,6275,17,17,3,50,3
1,9243,23,23,3,11,3028
0,230403,211,211,1,68,222871
0,545365,222,222,1,83,535076
1,54812,5,5,1,106,50482
0,5690,79,79,3,128,3
1,6239,137,137,2,63,3
0,47046,58,58,3,71,36631
0,1352921,108,108,1,49,1342479
0,536745,48,48,1,104,531839
0,1415129,7,7,3,137,1406220
1,53597,31,31,1,0,43140
0,6877,30,30,1,84,2
1,82139,165,165,1,21,71676
1,571446,182,182,3,66,561022
0,138943,50,50,2,69,131411
1,40882,93,93,3,96,30431
0,64329,99,99,1,132,53935
0,19778,84,84,1,95,9420
1,409474,181,181,1,24,399029
0,656716,88,88,1,5,646334
0,1441553,107,107,1,35,1431102
0,796416,189,189,1,5,789632
0,18102,16,16,1,120,7759
0,635740,97,97,1,33,625292
1,29124,138,138,1,14,18715
0,510863,221,221,1,10,500484
0,347622,85,85,1,111,337195
0,8750,10,10,3,107,352
1,12299,148,148,3,50,2049
0,816094,67,67,1,93,805796
0,746001,147,147,1,8,735628
1,18044,37,37,1,10,13358
0,902706,96,96,1,32,892584
1,97751,81,81,2,84,91272
0,406298,26,26,1,7,400980
0,490459,113,113,1,50,480062
1,188433,130,130,1,125,178087
0,191125,46,46,1,13,180626
0,400877,72,72,2,7,396354
0,571102,15,15,1,105,563645
0,508446,161,161,1,68,497998
1,22907,1,2,2,22,17262
1,192236,131,131,3,47,185259
1,7036,196,196,1,127,1
0,1048694,139,139,1,37,1038261
1,14711,136,136,3,138,4479
1,5905,54,54,1,56,1
1,8139,179,179,3,60,1
1,15047,124,124,3,43,4680
0,610602,142,142,1,127,600223
1,46671,100,100,1,44,36289
0,149649,117,117,2,26,143326
0,682115,116,116,1,24,675892
0,30892,75,75,1,125,20468
0,56068,177,177,1,24,45617
0,2370774,166,166,1,95,2360422
1,107347,18,18,1,121,100946
1,364951,60,60,3,40,356759
1,79790,209,209,3,4,69342
1,34480,146,146,1,13,24017
0,501262,104,104,1,24,494255
1,7213,73,73,1,31,1
1,12287,134,134,3,6,1776
0,572820,184,184,1,129,566630
1,1301475,105,105,1,58,1291027
1,53674,205,205,1,141,43286
0,7785,141,141,2,46,1726
0,1049310,59,59,1,45,1038856
1,22220,224,224,1,105,11901
1,934030,203,203,3,28,926063
0,243214,170,170,1,55,232769
1,76316,29,29,2,79,71757
1,5029,28,28,2,74,2
0,780586,128,128,1,9,770171
1,12152,206,206,1,119,4158
1,102066,45,45,1,129,91621
1,19621,52,52,1,121,13649
1,72152,151,151,1,61,61794
1,600090,183,183,1,103,589645
0,9497,187,187,3,34,3
1,364064,57,57,1,24,353619
