GENE_SUBCLASS,GENOMIC_END_POSITION,GENE_DB_ID,ENCODED_PROTEIN,GENE_TYPE,CHROMOSOME_ID,GENOMIC_START_POSITION,STRAND_ORIENTATION
0,13000,121,0,0,3,12198,1
0,3806554,101,0,0,0,3805732,1
0,3505382,92,0,0,0,3504459,1
0,209987,145,0,0,6,209125,1
0,1790274,50,0,0,0,1789375,1
0,3733654,99,0,0,0,3732796,0
0,268360,9,0,0,0,267451,0
0,438609,12,0,0,0,437719,0
0,1967467,58,0,0,0,1966575,1
0,3702726,98,0,0,0,3701790,1
0,1984098,148,0,0,6,1983179,0
0,601650,16,0,0,0,600802,1
0,113373,188,0,0,10,112520,1
0,2621113,70,0,0,0,2620236,1
1,2888805,208,2,1,12,2887907,0
0,2042250,151,0,0,6,2041355,0
1,1386,140,2,1,6,484,1
1,3596070,94,2,1,0,3595390,1
1,246982,191,2,1,10,246140,1
0,2090425,61,0,0,0,2089410,1
0,1845491,52,0,0,0,1844736,1
0,1271094,118,0,0,2,1270209,0
0,1628990,47,0,0,0,1628066,0
1,1898490,146,2,1,6,1897629,0
0,2617008,198,0,0,12,2616131,0
1,191596,160,2,1,7,190749,1
0,171488,218,0,0,13,170598,1
0,497244,13,0,0,0,496597,0
1,1859223,53,2,1,0,1858664,1
0,144405,216,0,0,13,143511,1
1,2990646,79,2,1,0,2989777,1
0,15958,192,0,0,11,15068,1
1,2445932,169,2,1,7,2445267,0
0,1948074,57,0,0,0,1947184,1
0,1546310,44,0,0,0,1545461,1
1,1361459,112,2,1,1,1360547,0
1,2262487,165,2,1,7,2261658,0
0,708959,19,0,0,0,708072,0
0,2079425,183,0,0,9,2078553,0
0,208310,220,0,0,13,207430,1
1,2695396,174,2,1,7,2694666,0
0,2407346,168,0,0,7,2406544,0
0,1908828,147,0,0,6,1907931,0
0,2615497,172,0,0,7,2614624,0
0,1231122,110,0,0,1,1230272,1
0,3632450,96,0,0,0,3631526,1
1,2773159,73,2,1,0,2772414,0
0,1823794,136,0,0,4,1822913,0
1,350187,221,2,1,13,349230,1
0,689590,18,0,0,0,688695,0
0,160866,217,0,0,13,159967,1
0,2586058,69,0,0,0,2585173,1
0,1237158,117,0,0,2,1236391,0
1,2764326,204,2,1,12,2763689,0
0,104951,113,0,0,2,104050,1
