BoigSardanistaSardanaId,ComposerName,EditionCount,MusicsperlacoblaSardanaId
4959.0,212,25.0,376
3351.0,161,29.0,205
32289.0,8,34.0,376
14583.0,26,19.0,255
29351.0,135,33.0,230
3304.0,139,31.0,109
32593.0,85,41.0,370
15708.0,106,35.0,376
25809.0,131,29.0,376
982.0,66,27.0,190
5531.0,86,43.0,13
306.0,176,27.0,10
11979.0,64,,376
20309.0,153,43.0,376
32385.0,205,35.0,376
6323.0,152,,371
6982.0,167,31.0,274
4892.0,211,29.0,305
33031.0,121,27.0,376
7.0,62,39.0,67
30189.0,244,33.0,376
22574.0,244,33.0,128
19754.0,46,29.0,376
4727.0,74,,376
29640.0,177,33.0,11
22610.0,244,25.0,376
23349.0,17,,376
22561.0,244,27.0,376
19136.0,90,27.0,376
15023.0,36,39.0,287
24618.0,32,32.0,376
4216.0,165,35.0,376
130.0,36,43.0,288
30375.0,99,27.0,27
7138.0,27,25.0,334
21162.0,152,31.0,238
29302.0,244,37.0,376
31197.0,244,35.0,137
52.0,216,25.0,107
10418.0,180,39.0,376
303.0,32,32.0,293
9365.0,2,32.0,40
22453.0,255,,313
6356.0,18,31.0,376
6355.0,18,33.0,233
24696.0,50,,376
24134.0,244,33.0,376
34688.0,87,37.0,18
5606.0,229,31.0,47
19512.0,175,33.0,298
667.0,73,27.0,175
7026.0,202,29.0,312
17300.0,184,,376
16.0,66,39.0,183
4806.0,206,30.0,206
33270.0,195,,88
201.0,98,31.0,26
10788.0,137,31.0,104
6329.0,152,31.0,239
30586.0,101,31.0,376
6.0,22,35.0,261
2331.0,2,48.0,38
7504.0,138,,376
190.0,98,41.0,21
14873.0,167,,273
17499.0,119,35.0,198
15000.0,245,39.0,282
31792.0,121,25.0,217
19854.0,160,43.0,376
28071.0,244,39.0,376
30643.0,135,43.0,231
5144.0,137,48.0,105
28654.0,85,35.0,339
9293.0,2,32.0,39
20726.0,75,,53
2265.0,13,20.0,63
11962.0,64,31.0,376
24551.0,218,,376
14998.0,245,25.0,376
1272.0,260,35.0,243
2122.0,251,31.0,33
6566.0,168,30.0,283
11163.0,244,33.0,376
3091.0,64,33.0,151
21198.0,65,,376
174.0,32,29.0,296
24818.0,188,33.0,376
14997.0,245,31.0,280
5117.0,176,23.0,8
3270.0,141,27.0,140
1225.0,66,29.0,189
1093.0,244,37.0,129
29307.0,244,37.0,376
11853.0,49,38.0,163
23473.0,26,25.0,376
29478.0,131,37.0,71
2216.0,176,31.0,9
1487.0,105,39.0,213
19929.0,10,25.0,376
9592.0,178,23.0,49
1435.0,66,39.0,376
941.0,101,37.0,199
2220.0,176,21.0,6
21197.0,65,,227
6442.0,27,39.0,333
11284.0,244,31.0,376
28766.0,32,25.0,294
11119.0,39,35.0,376
6737.0,244,31.0,376
3557.0,96,,376
22515.0,64,,158
271.0,2,32.0,37
12926.0,258,34.0,376
30377.0,185,,326
17509.0,244,31.0,376
15642.0,82,33.0,341
28793.0,121,25.0,219
29960.0,101,35.0,376
1940.0,146,33.0,20
24206.0,239,27.0,307
28713.0,32,35.0,295
12132.0,64,35.0,156
6610.0,209,,311
19860.0,160,42.0,376
29708.0,244,37.0,376
1239.0,117,39.0,167
4625.0,92,25.0,92
24985.0,183,39.0,207
2777.0,49,37.0,162
36.0,216,31.0,106
4392.0,178,24.0,50
27948.0,244,33.0,376
4975.0,212,,376
10179.0,132,,376
736.0,85,33.0,337
6948.0,207,43.0,223
3976.0,143,32.0,376
4069.0,154,40.0,267
15383.0,228,31.0,351
7391.0,5,24.0,84
7114.0,156,27.0,321
10186.0,132,27.0,77
1279.0,203,33.0,376
364.0,167,31.0,270
2104.0,73,47.0,357
31009.0,11,31.0,68
11166.0,244,35.0,131
19921.0,35,37.0,309
14523.0,26,,376
17657.0,215,31.0,376
6958.0,181,37.0,376
6992.0,36,43.0,376
15009.0,245,33.0,281
25609.0,244,33.0,376
4954.0,212,29.0,172
5496.0,251,29.0,32
728.0,66,33.0,187
3948.0,132,29.0,74
20767.0,128,25.0,64
31097.0,98,39.0,25
9431.0,246,40.0,46
9967.0,51,,376
7980.0,43,29.0,376
7473.0,240,29.0,376
17364.0,245,37.0,376
1324.0,66,31.0,376
18626.0,182,31.0,54
10129.0,4,25.0,376
32069.0,121,21.0,376
20517.0,110,38.0,355
2480.0,260,39.0,242
28054.0,250,,376
5141.0,137,33.0,103
8135.0,169,33.0,376
30162.0,244,33.0,135
2723.0,45,47.0,182
10182.0,132,25.0,75
2147.0,45,47.0,359
15710.0,106,35.0,376
401.0,114,38.0,304
4735.0,122,,225
2081.0,26,29.0,376
30368.0,54,39.0,208
4925.0,244,43.0,117
4083.0,154,24.0,266
14978.0,168,20.0,284
31500.0,244,35.0,376
18109.0,1,0.0,376
17217.0,100,33.0,168
17408.0,172,35.0,323
3963.0,142,33.0,143
8138.0,169,33.0,291
2293.0,17,,376
14042.0,213,,376
24765.0,50,,376
4660.0,12,43.0,3
32951.0,54,41.0,210
30587.0,69,41.0,376
3781.0,116,25.0,315
8122.0,245,31.0,376
18009.0,162,,211
913.0,246,31.0,365
942.0,101,29.0,374
27321.0,169,,376
23803.0,231,39.0,349
12430.0,45,35.0,376
11120.0,39,37.0,376
20823.0,134,,89
13212.0,207,29.0,220
6696.0,98,33.0,23
19373.0,113,31.0,376
3403.0,78,33.0,34
24041.0,30,29.0,376
37018.0,91,26.0,376
30765.0,54,35.0,209
8988.0,126,32.0,363
249.0,252,31.0,376
14438.0,26,37.0,251
26356.0,188,37.0,376
11965.0,64,,376
14995.0,245,33.0,376
2027.0,167,37.0,271
990.0,12,37.0,376
13576.0,43,35.0,246
5142.0,137,31.0,102
11.0,85,34.0,338
33772.0,242,35.0,376
26418.0,80,35.0,376
17131.0,212,,376
26088.0,133,33.0,85
6844.0,246,35.0,366
1557.0,66,,376
28108.0,37,28.0,376
18909.0,244,41.0,376
729.0,63,35.0,376
3877.0,127,29.0,57
7157.0,231,41.0,350
31655.0,244,33.0,376
10756.0,212,31.0,376
34213.0,192,,197
5511.0,252,39.0,110
34770.0,117,27.0,376
1943.0,260,37.0,244
7383.0,5,,83
27898.0,244,33.0,136
15050.0,50,41.0,289
374.0,228,33.0,354
28214.0,49,27.0,160
748.0,12,35.0,4
32760.0,135,,376
9913.0,13,20.0,62
18634.0,249,39.0,204
34053.0,165,,376
34687.0,185,25.0,376
29216.0,101,51.0,376
3264.0,141,37.0,139
14651.0,184,33.0,376
12015.0,64,29.0,376
2294.0,17,31.0,376
27233.0,222,34.0,376
19855.0,160,43.0,376
9872.0,127,31.0,58
12165.0,64,31.0,154
4659.0,12,35.0,2
6864.0,252,25.0,376
10322.0,79,,86
26271.0,149,,376
9500.0,246,25.0,45
11321.0,244,35.0,118
12537.0,217,27.0,192
2094.0,66,31.0,188
11384.0,244,30.0,376
15005.0,245,31.0,376
32409.0,123,27.0,376
10859.0,252,35.0,376
11140.0,244,31.0,119
9514.0,246,21.0,44
17720.0,49,29.0,376
15007.0,245,33.0,376
11835.0,49,35.0,161
31098.0,186,33.0,14
19347.0,204,31.0,376
5592.0,223,54.0,376
22091.0,29,,376
12102.0,64,33.0,150
36255.0,201,,265
14729.0,30,35.0,376
18457.0,140,31.0,114
18219.0,173,,376
32003.0,32,25.0,376
13409.0,20,,228
11732.0,59,59.0,376
15988.0,172,,376
151.0,252,31.0,376
6926.0,66,27.0,376
17828.0,256,33.0,166
30376.0,248,30.0,82
9291.0,2,28.0,42
1284.0,244,30.0,121
2676.0,26,33.0,254
21450.0,112,31.0,12
19006.0,76,33.0,376
3945.0,132,31.0,73
27234.0,220,34.0,376
29959.0,185,32.0,376
1227.0,211,29.0,306
4986.0,216,25.0,108
381.0,118,29.0,196
3757.0,114,41.0,369
17960.0,129,41.0,376
11469.0,55,31.0,376
10550.0,240,,376
22678.0,244,31.0,376
7724.0,194,39.0,99
30373.0,121,29.0,216
6298.0,49,25.0,376
2843.0,53,32.0,201
16994.0,233,,376
29730.0,250,,376
19784.0,221,34.0,336
7108.0,156,27.0,320
24533.0,174,,376
5146.0,137,32.0,100
1341.0,66,33.0,184
35435.0,32,25.0,376
11346.0,244,37.0,376
2742.0,47,25.0,328
5494.0,251,31.0,31
2974.0,73,31.0,174
1980.0,101,31.0,200
3683.0,109,31.0,346
15711.0,106,35.0,376
35220.0,32,29.0,376
994.0,61,33.0,376
3086.0,64,29.0,153
19859.0,160,41.0,376
36871.0,70,37.0,376
17981.0,129,26.0,376
22643.0,244,39.0,376
21249.0,44,18.0,249
15719.0,106,29.0,376
6712.0,244,35.0,376
19116.0,235,25.0,81
27979.0,244,27.0,376
11907.0,64,35.0,149
28374.0,244,33.0,127
2050.0,228,21.0,353
28912.0,244,33.0,376
24944.0,216,31.0,376
11187.0,244,29.0,376
14686.0,227,33.0,263
14845.0,167,31.0,272
21456.0,252,31.0,376
32752.0,135,,376
721.0,114,35.0,303
1998.0,252,33.0,376
19868.0,77,27.0,19
30978.0,121,25.0,218
22221.0,38,,376
14615.0,67,22.0,257
17368.0,245,33.0,376
6114.0,214,37.0,15
10189.0,132,19.0,72
14955.0,68,33.0,278
5922.0,241,29.0,376
4615.0,92,27.0,93
17503.0,119,,376
24803.0,244,39.0,376
8982.0,126,27.0,28
212.0,98,23.0,22
178.0,231,33.0,348
2144.0,230,29.0,65
3200.0,125,33.0,17
11629.0,141,27.0,141
14143.0,94,33.0,111
11999.0,64,25.0,376
1996.0,252,31.0,376
6715.0,244,37.0,125
27311.0,163,,376
7093.0,156,25.0,318
32530.0,158,,376
15349.0,228,33.0,352
2474.0,260,31.0,241
30180.0,244,33.0,376
27264.0,244,31.0,376
19640.0,219,27.0,325
11416.0,244,31.0,376
20244.0,226,31.0,376
24003.0,244,33.0,376
16577.0,202,23.0,376
33158.0,186,35.0,376
32969.0,14,,376
27337.0,61,35.0,376
15068.0,50,43.0,376
4388.0,178,31.0,48
2603.0,23,33.0,376
899.0,181,35.0,276
27401.0,48,,376
32785.0,222,34.0,29
11452.0,244,33.0,376
27693.0,244,33.0,376
149.0,252,23.0,376
745.0,36,47.0,286
19835.0,191,43.0,376
25938.0,71,31.0,376
31026.0,185,29.0,327
23805.0,130,33.0,376
13460.0,200,29.0,376
20693.0,243,,376
4304.0,60,31.0,300
15584.0,82,37.0,376
15707.0,106,25.0,258
11266.0,244,25.0,376
11878.0,64,33.0,376
2344.0,2,0.0,43
17459.0,236,23.0,138
24149.0,244,39.0,124
12627.0,218,35.0,193
6670.0,198,28.0,330
6740.0,244,29.0,376
1024.0,30,29.0,361
30889.0,203,,376
16585.0,171,27.0,376
32369.0,148,30.0,80
8504.0,12,39.0,1
2553.0,15,31.0,164
3079.0,64,35.0,152
29755.0,39,27.0,115
2421.0,6,31.0,376
27399.0,244,31.0,376
12460.0,73,33.0,179
30374.0,155,49.0,302
11736.0,150,29.0,145
3481.0,82,25.0,342
18217.0,89,37.0,70
4847.0,244,35.0,376
15543.0,82,35.0,340
23321.0,204,29.0,376
31438.0,136,33.0,376
1025.0,45,46.0,358
14667.0,22,,260
26998.0,130,35.0,376
20566.0,234,,376
13578.0,43,33.0,247
28655.0,253,25.0,212
2212.0,176,33.0,7
18437.0,7,22.0,264
33411.0,0,,98
13567.0,55,39.0,245
6344.0,18,,234
30379.0,98,45.0,24
12821.0,101,27.0,376
1383.0,66,31.0,186
11867.0,64,37.0,157
12473.0,16,37.0,376
6450.0,172,35.0,324
17195.0,244,33.0,376
17711.0,244,31.0,376
3713.0,147,33.0,30
11249.0,244,33.0,376
18992.0,76,31.0,94
20688.0,243,29.0,36
24062.0,129,25.0,376
22157.0,84,27.0,202
19662.0,259,43.0,240
886.0,107,23.0,301
3084.0,64,37.0,376
17230.0,45,39.0,181
15950.0,203,35.0,376
22530.0,244,25.0,376
15716.0,106,35.0,376
11261.0,244,31.0,376
28410.0,131,33.0,376
18240.0,31,33.0,290
20538.0,190,24.0,0
14920.0,167,23.0,275
295.0,2,32.0,364
32212.0,244,32.0,376
19417.0,199,33.0,343
30155.0,24,25.0,376
4302.0,60,31.0,299
2587.0,22,31.0,262
32739.0,135,30.0,376
19315.0,131,29.0,376
22068.0,159,30.0,195
9933.0,88,29.0,61
20918.0,28,37.0,113
6538.0,166,29.0,248
20062.0,197,,376
7010.0,170,33.0,368
26071.0,64,33.0,159
3229.0,3,37.0,69
4241.0,167,27.0,372
4839.0,215,37.0,52
14850.0,167,,376
1101.0,121,31.0,214
19851.0,58,35.0,91
17827.0,256,34.0,165
20371.0,232,,250
29513.0,136,33.0,96
31834.0,254,31.0,376
32502.0,152,,376
28652.0,69,44.0,376
21155.0,196,,203
19834.0,191,,376
8118.0,245,33.0,376
1519.0,66,27.0,191
465.0,252,35.0,376
11204.0,244,37.0,132
28358.0,121,27.0,215
6735.0,244,35.0,133
32753.0,135,,376
14513.0,26,31.0,252
27774.0,131,37.0,376
18630.0,182,25.0,55
27183.0,244,31.0,130
19001.0,76,39.0,95
2262.0,13,27.0,367
4141.0,156,25.0,319
23542.0,102,39.0,376
15426.0,57,31.0,345
1335.0,132,39.0,79
1804.0,66,33.0,185
14160.0,94,,376
17955.0,129,31.0,376
30378.0,85,,375
6816.0,147,37.0,376
30752.0,244,35.0,376
3982.0,145,29.0,16
10572.0,240,21.0,376
21396.0,41,33.0,376
17070.0,238,,376
6990.0,36,33.0,285
10187.0,132,25.0,78
35256.0,9,33.0,376
23464.0,160,37.0,376
6019.0,95,25.0,116
11739.0,71,23.0,376
25702.0,104,31.0,376
34212.0,32,30.0,376
12748.0,218,33.0,194
2083.0,26,41.0,253
11245.0,244,27.0,376
22432.0,16,33.0,376
19920.0,35,33.0,310
933.0,127,29.0,60
19590.0,151,,376
11832.0,34,31.0,148
