BoigSardanistaSardanaId,ComposerName,EditionCount,MusicsperlacoblaSardanaId
2351.0,2,30.0,87
32069.0,197,21.0,830
15067.0,76,39.0,830
19841.0,90,,220
12547.0,250,35.0,436
6667.0,243,,830
14475.0,42,26.0,830
1174.0,116,39.0,395
11343.0,393,31.0,830
19785.0,350,26.0,734
35045.0,197,23.0,830
22649.0,393,31.0,290
10572.0,387,21.0,830
4640.0,307,42.0,439
32409.0,201,27.0,830
27200.0,37,23.0,605
14146.0,163,30.0,250
3674.0,178,33.0,672
4603.0,375,26.0,505
5695.0,177,43.0,830
5826.0,54,23.0,155
11253.0,393,31.0,830
20561.0,371,29.0,22
22515.0,103,,359
6352.0,34,,544
11176.0,393,41.0,830
11637.0,225,33.0,336
26855.0,15,,668
30363.0,98,37.0,157
11216.0,393,36.0,313
1418.0,240,27.0,613
34885.0,194,35.0,830
18039.0,257,27.0,496
20119.0,165,39.0,344
6952.0,330,43.0,523
9.0,197,35.0,509
27940.0,393,31.0,830
6381.0,45,33.0,161
12195.0,103,35.0,351
4625.0,161,25.0,225
15011.0,395,29.0,632
19518.0,176,,654
11261.0,393,31.0,830
8116.0,395,25.0,630
16157.0,266,25.0,675
28084.0,393,31.0,830
23457.0,393,33.0,830
18690.0,38,33.0,645
22626.0,393,37.0,295
20868.0,285,43.0,805
35362.0,194,33.0,830
7554.0,232,23.0,262
32590.0,279,25.0,830
6331.0,236,27.0,547
20112.0,91,25.0,830
10151.0,217,35.0,192
30617.0,393,35.0,830
2587.0,37,31.0,604
9371.0,2,44.0,103
5495.0,406,29.0,74
14562.0,42,29.0,830
871.0,345,37.0,448
14147.0,163,37.0,830
20680.0,379,41.0,82
27960.0,393,33.0,830
28531.0,216,37.0,830
31158.0,28,25.0,830
19759.0,67,34.0,655
29722.0,393,41.0,830
15711.0,175,35.0,830
3047.0,98,40.0,156
4347.0,270,32.0,830
13426.0,259,33.0,538
28374.0,393,33.0,302
8631.0,337,,27
8110.0,395,35.0,628
704.0,345,37.0,449
20249.0,234,26.0,418
622.0,187,28.0,808
11865.0,103,37.0,357
1774.0,105,37.0,424
13460.0,320,29.0,830
27905.0,393,35.0,830
13124.0,375,36.0,506
27271.0,393,25.0,830
5030.0,345,39.0,446
27962.0,393,33.0,830
13050.0,185,,830
1572.0,105,33.0,423
31792.0,197,25.0,512
547.0,105,31.0,420
29191.0,393,27.0,325
8604.0,337,35.0,26
21894.0,393,37.0,830
31793.0,28,41.0,345
2355.0,2,0.0,830
32487.0,34,,830
8816.0,204,26.0,35
2736.0,68,29.0,813
19086.0,322,34.0,597
35153.0,342,31.0,830
10070.0,214,35.0,176
2723.0,66,47.0,412
34535.0,288,,830
17565.0,7,25.0,183
4006.0,230,40.0,46
2480.0,415,39.0,558
22530.0,393,25.0,830
23156.0,393,37.0,319
10276.0,282,35.0,830
4076.0,240,41.0,611
18436.0,8,22.0,607
22418.0,393,33.0,830
3881.0,208,29.0,143
31671.0,49,32.0,579
6712.0,393,35.0,830
21887.0,96,35.0,39
1382.0,105,37.0,425
27133.0,248,33.0,402
20957.0,73,33.0,343
27937.0,393,31.0,830
27939.0,393,33.0,830
23039.0,138,25.0,553
27963.0,393,31.0,830
13983.0,258,25.0,537
1947.0,58,35.0,649
17613.0,124,41.0,830
4614.0,161,27.0,224
3433.0,134,44.0,210
6136.0,248,30.0,400
4395.0,282,37.0,205
23540.0,393,33.0,297
1492.0,2,39.0,85
36587.0,194,37.0,830
13244.0,297,27.0,530
1021.0,263,29.0,620
863.0,107,30.0,593
2346.0,2,32.0,99
30634.0,59,28.0,830
4004.0,230,49.0,44
27153.0,393,35.0,830
9367.0,2,34.0,830
3974.0,227,27.0,360
26027.0,61,29.0,830
15749.0,40,32.0,708
22576.0,393,37.0,830
6591.0,396,37.0,656
16002.0,269,29.0,830
9564.0,281,19.0,131
21538.0,334,29.0,830
981.0,367,31.0,755
306.0,278,27.0,17
27817.0,393,29.0,830
4632.0,222,35.0,572
22616.0,393,27.0,830
1798.0,415,33.0,556
9109.0,231,,830
30004.0,393,33.0,830
27961.0,393,39.0,830
11867.0,103,37.0,358
19118.0,374,30.0,196
36585.0,81,35.0,830
18376.0,128,29.0,508
34866.0,147,31.0,830
628.0,107,29.0,590
8118.0,395,33.0,830
22079.0,253,27.0,463
27959.0,393,31.0,830
36617.0,370,,830
36618.0,112,,830
4068.0,240,29.0,614
5681.0,177,,830
31861.0,401,21.0,830
8086.0,109,29.0,626
20936.0,332,23.0,329
20251.0,234,,830
8462.0,278,21.0,14
11184.0,393,31.0,286
18219.0,273,,830
32591.0,52,31.0,830
15286.0,367,27.0,830
31673.0,393,37.0,830
1012.0,398,25.0,118
27066.0,235,,830
748.0,22,35.0,5
13585.0,106,43.0,576
4629.0,161,31.0,223
9290.0,2,31.0,91
23458.0,50,27.0,830
11137.0,393,31.0,281
15293.0,277,35.0,775
3946.0,217,41.0,188
31483.0,139,33.0,595
21792.0,200,25.0,830
2553.0,29,31.0,361
25609.0,393,33.0,830
3272.0,87,29.0,333
19655.0,414,20.0,830
28839.0,351,35.0,830
27503.0,393,33.0,830
27978.0,393,29.0,830
6785.0,134,39.0,212
14038.0,336,,830
28010.0,393,27.0,306
11204.0,393,37.0,318
34770.0,194,27.0,830
3447.0,134,45.0,207
7280.0,78,41.0,830
13232.0,330,49.0,520
760.0,344,31.0,830
5979.0,100,,830
11173.0,393,42.0,830
6538.0,262,29.0,568
1002.0,2,48.0,83
2347.0,2,34.0,93
27401.0,71,,830
11270.0,393,36.0,314
23527.0,250,29.0,830
9354.0,188,33.0,830
5982.0,100,33.0,248
2456.0,413,29.0,485
25010.0,52,27.0,830
26542.0,250,,830
9297.0,2,34.0,101
5345.0,363,33.0,770
3761.0,188,31.0,704
27918.0,393,33.0,830
9480.0,398,29.0,122
7667.0,151,,369
37018.0,159,26.0,830
14144.0,163,33.0,252
11633.0,225,29.0,334
4936.0,393,29.0,282
6540.0,262,26.0,571
2348.0,2,31.0,92
1373.0,76,32.0,650
19765.0,207,21.0,137
9293.0,2,32.0,104
1816.0,105,27.0,419
4382.0,274,33.0,260
18121.0,1,25.0,780
19410.0,360,35.0,830
6965.0,42,27.0,583
3060.0,101,31.0,347
10031.0,3,35.0,167
4542.0,298,27.0,830
24576.0,55,,830
12237.0,29,,366
2060.0,341,31.0,240
33504.0,172,33.0,830
18646.0,166,35.0,49
1886.0,42,29.0,587
20170.0,252,26.0,458
17492.0,395,,830
14417.0,290,25.0,475
32025.0,162,31.0,830
18107.0,1,25.0,830
11349.0,393,39.0,830
3754.0,187,30.0,679
35220.0,52,29.0,830
23211.0,286,29.0,378
13497.0,415,33.0,830
5413.0,381,30.0,202
34302.0,279,27.0,20
3920.0,214,31.0,175
31941.0,300,35.0,830
28815.0,393,29.0,830
6093.0,170,33.0,478
942.0,170,29.0,827
32531.0,376,,830
18291.0,247,39.0,589
11442.0,393,33.0,830
10273.0,282,31.0,204
22513.0,393,27.0,830
17069.0,3,33.0,169
6741.0,393,31.0,830
4844.0,22,35.0,830
9853.0,208,29.0,141
22871.0,310,,784
11419.0,393,29.0,316
1971.0,51,25.0,830
12879.0,80,38.0,825
11704.0,226,29.0,342
5975.0,100,31.0,245
3682.0,180,42.0,751
4639.0,307,30.0,440
11194.0,393,35.0,830
23542.0,171,39.0,830
14373.0,47,33.0,474
18725.0,393,31.0,830
16504.0,333,27.0,689
7531.0,20,26.0,242
20537.0,303,28.0,1
969.0,363,35.0,768
9379.0,2,44.0,100
15712.0,175,27.0,830
14429.0,42,33.0,588
19358.0,57,37.0,269
555.0,345,37.0,443
3229.0,3,37.0,170
31103.0,355,,830
3996.0,230,25.0,47
1034.0,21,33.0,34
227.0,367,29.0,753
3481.0,144,25.0,740
33772.0,390,35.0,830
1651.0,93,35.0,56
34029.0,327,38.0,77
15797.0,46,26.0,732
17557.0,7,29.0,830
31214.0,147,48.0,803
19027.0,215,33.0,830
14579.0,42,31.0,582
2313.0,4,26.0,788
11163.0,393,33.0,830
6964.0,42,39.0,830
26958.0,383,26.0,830
3963.0,226,33.0,341
34515.0,196,25.0,830
1846.0,274,33.0,259
31676.0,19,26.0,830
34301.0,61,37.0,266
22824.0,88,,830
29652.0,129,43.0,830
35408.0,198,29.0,830
26089.0,218,33.0,830
1779.0,114,37.0,830
4779.0,326,32.0,761
23804.0,224,41.0,830
6355.0,34,33.0,542
287.0,393,31.0,288
2463.0,413,39.0,484
14989.0,264,21.0,640
28459.0,335,29.0,830
14697.0,359,37.0,830
36871.0,112,37.0,830
6748.0,22,39.0,4
3184.0,126,25.0,464
2082.0,42,29.0,585
24118.0,393,39.0,830
32387.0,197,23.0,830
16508.0,333,27.0,693
32680.0,52,37.0,830
27425.0,393,33.0,830
32752.0,220,,830
21480.0,77,21.0,830
17196.0,393,37.0,830
11346.0,393,37.0,830
14991.0,395,25.0,629
21107.0,147,41.0,802
17587.0,154,,830
14970.0,264,27.0,643
12153.0,103,27.0,355
6584.0,63,26.0,653
12929.0,413,,830
2757.0,68,29.0,717
22025.0,92,29.0,410
4956.0,335,29.0,390
7157.0,367,41.0,757
9917.0,24,22.0,150
11160.0,393,35.0,830
10073.0,214,33.0,177
34827.0,64,39.0,459
14999.0,395,25.0,830
5259.0,365,21.0,807
1659.0,29,39.0,363
6349.0,34,35.0,541
32867.0,309,30.0,454
9325.0,2,35.0,824
19451.0,218,27.0,206
15344.0,363,29.0,764
31500.0,393,35.0,830
63.0,187,41.0,800
20304.0,127,25.0,562
17995.0,211,,830
14139.0,163,39.0,830
24943.0,306,31.0,602
7769.0,382,31.0,830
61.0,2,42.0,98
11224.0,393,37.0,274
15051.0,76,32.0,415
2261.0,24,32.0,149
2552.0,29,33.0,364
20057.0,26,,236
2510.0,23,31.0,816
511.0,214,37.0,174
19642.0,348,21.0,830
10146.0,217,27.0,195
2122.0,406,31.0,76
5257.0,365,37.0,792
3248.0,125,31.0,201
17981.0,211,26.0,830
28122.0,197,23.0,515
8323.0,190,47.0,786
26998.0,212,35.0,830
6677.0,316,30.0,724
8474.0,278,,830
32562.0,319,,830
6715.0,393,37.0,300
11294.0,393,29.0,294
21198.0,104,,830
18909.0,393,41.0,830
4831.0,330,45.0,522
32953.0,408,33.0,830
6895.0,31,35.0,417
6151.0,248,31.0,794
7714.0,335,27.0,386
13249.0,297,29.0,529
10788.0,221,31.0,239
13228.0,330,45.0,518
21531.0,153,31.0,830
10558.0,387,27.0,233
7163.0,367,35.0,830
28958.0,3,,830
13565.0,69,33.0,830
24784.0,140,39.0,830
18034.0,257,31.0,501
15357.0,363,29.0,766
8041.0,60,25.0,596
31177.0,52,31.0,662
20058.0,26,27.0,806
9734.0,97,29.0,830
11150.0,393,31.0,830
30058.0,351,30.0,66
11135.0,393,41.0,312
28117.0,325,35.0,830
2350.0,2,38.0,89
69.0,213,,173
12927.0,257,27.0,500
1148.0,76,34.0,830
29351.0,220,33.0,535
12157.0,103,33.0,354
32125.0,133,24.0,830
33198.0,146,31.0,830
15006.0,395,31.0,830
30698.0,390,35.0,830
721.0,187,35.0,682
5408.0,380,23.0,185
2211.0,278,33.0,9
3390.0,186,37.0,549
15547.0,144,23.0,742
27950.0,393,29.0,830
27321.0,265,,830
14905.0,263,27.0,830
3957.0,226,16.0,339
12300.0,228,35.0,372
21526.0,338,,830
27979.0,393,27.0,830
6672.0,316,,722
9718.0,97,33.0,133
9858.0,208,25.0,142
18062.0,382,27.0,427
5235.0,115,25.0,332
4430.0,286,26.0,374
18214.0,157,35.0,172
14973.0,264,18.0,639
7724.0,311,39.0,235
7395.0,282,31.0,203
13166.0,384,33.0,695
31197.0,393,35.0,326
23803.0,367,39.0,756
22613.0,393,25.0,830
17364.0,395,37.0,830
29473.0,166,33.0,51
2290.0,33,31.0,525
20173.0,252,25.0,456
34687.0,299,25.0,830
9996.0,210,35.0,158
19394.0,383,37.0,830
10035.0,3,31.0,165
14582.0,42,,830
34631.0,229,,830
18907.0,393,33.0,327
20848.0,160,,219
3446.0,134,34.0,208
28388.0,405,35.0,830
3035.0,96,,42
12122.0,103,33.0,352
4543.0,298,25.0,830
30379.0,166,45.0,54
21791.0,200,,830
28912.0,393,33.0,830
1367.0,186,29.0,552
18081.0,357,28.0,489
28011.0,393,39.0,830
8934.0,205,35.0,64
32969.0,28,,830
9365.0,2,32.0,105
13458.0,186,35.0,550
2597.0,39,49.0,688
5510.0,407,33.0,830
28654.0,147,35.0,738
22518.0,393,35.0,830
35257.0,305,28.0,470
18708.0,366,31.0,460
28653.0,402,37.0,199
3340.0,136,31.0,461
2971.0,116,,830
9305.0,2,32.0,108
1020.0,345,39.0,444
27502.0,393,31.0,830
36620.0,179,,830
32289.0,10,34.0,830
32530.0,249,,830
3194.0,149,37.0,31
632.0,286,29.0,373
4803.0,329,33.0,488
6676.0,316,33.0,723
5029.0,345,37.0,132
15874.0,189,31.0,726
9033.0,205,32.0,60
2687.0,65,30.0,467
14920.0,263,23.0,618
16475.0,362,29.0,686
11215.0,393,39.0,830
34632.0,229,,830
21764.0,318,39.0,830
7362.0,6,47.0,148
28320.0,390,35.0,257
4267.0,266,39.0,674
30373.0,197,29.0,511
36643.0,194,29.0,830
17312.0,298,,830
6114.0,337,37.0,24
13963.0,336,,830
6656.0,369,39.0,706
29464.0,216,31.0,180
11355.0,393,41.0,789
24245.0,240,,830
14972.0,264,,641
14141.0,163,35.0,251
416.0,219,30.0,215
2747.0,68,45.0,812
2083.0,42,41.0,584
20303.0,127,39.0,563
13593.0,106,33.0,575
35256.0,13,33.0,830
13251.0,297,31.0,528
22511.0,393,35.0,830
11310.0,393,33.0,830
17128.0,335,29.0,385
5682.0,177,20.0,830
28311.0,3,35.0,830
28358.0,197,27.0,510
22584.0,393,32.0,830
28038.0,393,37.0,830
12417.0,76,27.0,652
9336.0,2,46.0,804
9161.0,132,25.0,79
27147.0,393,29.0,830
11202.0,393,27.0,307
9553.0,281,27.0,127
6590.0,396,29.0,658
15490.0,270,33.0,743
1426.0,58,29.0,647
32760.0,220,,830
434.0,187,39.0,809
10143.0,217,31.0,190
17496.0,197,33.0,517
27148.0,393,35.0,830
14847.0,263,31.0,615
24979.0,103,,830
4804.0,329,33.0,487
21221.0,238,27.0,561
6332.0,236,29.0,546
8303.0,14,29.0,783
28652.0,110,44.0,830
31655.0,393,33.0,830
4439.0,286,33.0,379
6128.0,248,33.0,401
170.0,398,26.0,119
2596.0,39,31.0,687
23794.0,199,35.0,830
10571.0,387,29.0,830
151.0,407,31.0,830
15998.0,269,,830
3327.0,249,38.0,416
2352.0,2,32.0,86
14948.0,109,33.0,624
15425.0,86,31.0,750
22198.0,313,29.0,504
10821.0,221,32.0,830
11220.0,393,35.0,272
28019.0,393,33.0,830
10802.0,221,30.0,237
24410.0,182,33.0,830
28157.0,17,31.0,830
30643.0,220,43.0,536
6709.0,393,29.0,830
2072.0,68,,818
1813.0,105,25.0,421
30376.0,402,30.0,198
12989.0,321,25.0,560
3672.0,178,27.0,671
1118.0,293,37.0,623
17968.0,211,,830
22551.0,393,35.0,830
17548.0,203,,830
15379.0,363,35.0,769
7965.0,415,37.0,830
3706.0,185,31.0,830
9287.0,2,30.0,114
3138.0,107,33.0,592
11407.0,393,35.0,830
2974.0,116,31.0,394
5743.0,120,32.0,669
1242.0,208,33.0,140
28108.0,59,28.0,830
32502.0,236,,830
8121.0,395,33.0,636
34829.0,279,37.0,830
10860.0,407,33.0,830
6348.0,34,25.0,540
34536.0,288,,830
23444.0,296,36.0,492
34945.0,308,33.0,830
11736.0,233,29.0,346
24121.0,393,31.0,322
21585.0,280,,830
22245.0,35,29.0,830
4825.0,330,39.0,519
17368.0,395,33.0,830
19657.0,414,35.0,830
18298.0,137,35.0,830
4631.0,161,29.0,226
12391.0,248,35.0,409
5347.0,363,38.0,772
136.0,407,31.0,830
2053.0,187,25.0,680
4087.0,240,37.0,609
7014.0,333,27.0,692
1218.0,76,33.0,414
19514.0,176,34.0,830
3604.0,170,33.0,477
7076.0,242,29.0,710
19369.0,368,31.0,830
6864.0,407,25.0,830
9799.0,340,33.0,134
18463.0,223,29.0,261
8305.0,14,29.0,782
15608.0,144,34.0,739
29903.0,304,33.0,830
21796.0,130,,830
10136.0,4,25.0,186
9001.0,205,30.0,65
31224.0,393,37.0,830
7551.0,232,25.0,263
8088.0,109,31.0,625
2760.0,68,27.0,814
8982.0,205,27.0,59
34688.0,152,37.0,38
20749.0,209,25.0,147
27188.0,147,33.0,737
18118.0,1,31.0,830
15012.0,395,33.0,830
20043.0,284,23.0,228
28664.0,156,,830
18011.0,257,27.0,502
6388.0,367,43.0,759
31009.0,18,31.0,163
1660.0,2,34.0,84
32026.0,279,31.0,830
19663.0,414,37.0,830
2744.0,68,25.0,716
4940.0,393,35.0,790
27910.0,393,31.0,830
18380.0,128,37.0,507
31672.0,279,35.0,830
27326.0,299,42.0,714
22244.0,186,35.0,830
24042.0,393,33.0,830
21652.0,89,,830
1255.0,393,33.0,271
30368.0,81,39.0,494
21769.0,12,,214
8617.0,337,,830
5348.0,363,37.0,771
4615.0,161,27.0,227
18132.0,1,25.0,779
540.0,393,31.0,304
14770.0,240,36.0,610
21995.0,183,27.0,382
765.0,344,33.0,433
17226.0,335,31.0,388
1111.0,261,33.0,830
7708.0,287,36.0,384
8947.0,205,29.0,61
17524.0,99,30.0,179
3602.0,170,41.0,480
729.0,102,35.0,830
9276.0,2,26.0,112
10283.0,134,43.0,213
9333.0,2,48.0,90
31543.0,197,27.0,830
21787.0,158,31.0,830
2471.0,415,37.0,555
21557.0,116,24.0,397
32789.0,194,34.0,830
3947.0,217,27.0,189
17003.0,143,33.0,709
20538.0,303,24.0,0
1203.0,363,29.0,762
31669.0,61,33.0,830
5001.0,344,29.0,435
18215.0,157,37.0,171
2228.0,202,37.0,7
22432.0,31,33.0,830
2216.0,278,31.0,16
24799.0,248,30.0,404
10.0,393,35.0,826
6541.0,262,27.0,570
10295.0,134,38.0,830
4333.0,270,31.0,744
31337.0,393,31.0,830
9266.0,2,38.0,96
14433.0,42,37.0,586
7461.0,387,23.0,231
1705.0,415,33.0,559
33587.0,234,25.0,830
9600.0,281,23.0,128
32475.0,409,,468
1145.0,58,41.0,798
6113.0,337,29.0,28
20267.0,289,46.0,455
22453.0,410,,705
11293.0,393,31.0,830
6140.0,248,,403
14014.0,46,29.0,730
21309.0,75,,830
3281.0,225,37.0,335
15015.0,395,31.0,638
11318.0,393,31.0,830
11235.0,393,29.0,277
3677.0,178,27.0,670
23210.0,296,28.0,491
1404.0,180,33.0,752
27090.0,4,41.0,830
19116.0,374,25.0,197
829.0,363,27.0,767
9261.0,2,30.0,113
24818.0,302,33.0,830
2449.0,18,39.0,164
3998.0,230,43.0,45
9042.0,205,37.0,830
11209.0,393,38.0,311
4456.0,317,25.0,152
22653.0,393,33.0,830
2212.0,278,33.0,13
28071.0,393,39.0,830
15072.0,76,,830
19142.0,169,24.0,830
11211.0,393,27.0,276
31675.0,52,32.0,663
9296.0,2,30.0,95
27989.0,393,33.0,830
3250.0,125,33.0,200
10859.0,407,35.0,830
33067.0,52,28.0,830
9347.0,2,22.0,109
15873.0,189,26.0,725
16075.0,312,,381
1044.0,205,31.0,62
11445.0,393,29.0,830
36877.0,408,37.0,830
10778.0,221,32.0,238
27938.0,393,33.0,830
8131.0,265,24.0,799
465.0,407,35.0,830
5617.0,364,31.0,125
14036.0,336,32.0,830
11286.0,393,31.0,830
21515.0,378,,830
27505.0,393,41.0,830
19509.0,275,29.0,666
28940.0,34,,830
2036.0,283,31.0,830
28955.0,331,,830
20515.0,181,42.0,776
11406.0,393,31.0,317
28792.0,212,37.0,830
32561.0,236,,830
22076.0,32,,462
27922.0,393,29.0,830
3584.0,167,31.0,367
5058.0,347,35.0,580
20599.0,373,25.0,30
22529.0,393,39.0,830
6752.0,22,33.0,6
4931.0,131,31.0,473
22638.0,393,31.0,830
7738.0,343,37.0,442
3231.0,3,33.0,166
22000.0,30,33.0,383
21196.0,104,35.0,532
18398.0,412,30.0,57
19921.0,55,37.0,698
29641.0,393,37.0,830
4842.0,339,34.0,830
22615.0,393,25.0,830
2349.0,2,34.0,88
1100.0,293,31.0,621
24123.0,393,33.0,830
20062.0,314,,830
351.0,188,35.0,830
375.0,66,48.0,413
4938.0,393,41.0,283
30978.0,197,25.0,513
22034.0,393,37.0,830
28949.0,161,,222
9500.0,398,25.0,124
6539.0,262,25.0,569
3030.0,96,40.0,40
15004.0,395,29.0,633
2743.0,68,31.0,719
1827.0,392,41.0,48
21821.0,5,45.0,830
1186.0,242,31.0,811
8182.0,142,39.0,821
7964.0,415,35.0,554
28078.0,393,33.0,830
4031.0,231,43.0,71
33925.0,134,,830
2146.0,226,51.0,791
9473.0,398,27.0,121
19793.0,350,,830
20576.0,11,37.0,23
2136.0,398,39.0,123
21195.0,104,26.0,531
1576.0,286,37.0,377
28034.0,393,33.0,830
9091.0,231,33.0,73
11196.0,393,29.0,830
933.0,208,29.0,145
8117.0,395,24.0,631
